
Execution at 2020-03-10 19:12:50.523537
---------------------------------------
read_csv                       | 7.712e-04 s | Records: 3
show_rentals                   | 5.460e-03 s | Records: 1
show_rentals                   | 4.786e-03 s | Records: 0
show_rentals                   | 5.372e-03 s | Records: 1
show_rentals                   | 4.562e-03 s | Records: 0
show_rentals                   | 1.566e-02 s | Records: 0
show_rentals                   | 5.825e-03 s | Records: 0
show_rentals                   | 5.259e-03 s | Records: 0
show_rentals                   | 1.534e-02 s | Records: 0
show_rentals                   | 1.700e-02 s | Records: 0
show_rentals                   | 7.536e-03 s | Records: 0
show_rentals                   | 1.726e-02 s | Records: 0
show_rentals                   | 7.403e-03 s | Records: 0
show_rentals                   | 8.678e-03 s | Records: 0
show_rentals                   | 1.729e-02 s | Records: 0
show_rentals                   | 1.750e-02 s | Records: 0
show_rentals                   | 9.716e-03 s | Records: 1
show_rentals                   | 1.837e-02 s | Records: 0
show_rentals                   | 1.709e-02 s | Records: 0
show_rentals                   | 7.130e-03 s | Records: 0
show_rentals                   | 7.501e-03 s | Records: 0
show_rentals                   | 7.374e-03 s | Records: 0
show_rentals                   | 1.789e-02 s | Records: 0
show_rentals                   | 6.932e-03 s | Records: 0
show_rentals                   | 9.780e-03 s | Records: 1
show_rentals                   | 7.233e-03 s | Records: 0
show_rentals                   | 7.394e-03 s | Records: 0
show_rentals                   | 1.774e-02 s | Records: 0
show_rentals                   | 1.808e-02 s | Records: 0
show_rentals                   | 1.709e-02 s | Records: 0
show_rentals                   | 7.530e-03 s | Records: 0
show_rentals                   | 1.651e-02 s | Records: 0
show_rentals                   | 5.840e-03 s | Records: 0
show_rentals                   | 5.229e-03 s | Records: 0
show_rentals                   | 1.435e-02 s | Records: 0
show_rentals                   | 4.758e-03 s | Records: 0
show_rentals                   | 4.710e-03 s | Records: 0
show_rentals                   | 1.552e-02 s | Records: 0
show_rentals                   | 1.764e-02 s | Records: 1
show_rentals                   | 5.734e-03 s | Records: 0
show_rentals                   | 1.656e-02 s | Records: 0
show_rentals                   | 6.172e-03 s | Records: 0
show_rentals                   | 1.810e-02 s | Records: 1
show_rentals                   | 1.747e-02 s | Records: 0
show_rentals                   | 7.860e-03 s | Records: 1
show_rentals                   | 5.935e-03 s | Records: 0
show_rentals                   | 6.393e-03 s | Records: 0
show_rentals                   | 1.709e-02 s | Records: 0
show_rentals                   | 1.662e-02 s | Records: 0
show_rentals                   | 2.135e-02 s | Records: 2
show_rentals                   | 2.016e-02 s | Records: 1
show_rentals                   | 1.747e-02 s | Records: 0
show_rentals                   | 1.743e-02 s | Records: 0
show_rentals                   | 2.028e-02 s | Records: 1
show_rentals                   | 7.619e-03 s | Records: 0
show_rentals                   | 1.913e-02 s | Records: 1
show_rentals                   | 6.782e-03 s | Records: 0
show_rentals                   | 7.213e-03 s | Records: 0
show_rentals                   | 1.814e-02 s | Records: 0
show_rentals                   | 8.763e-03 s | Records: 0
show_rentals                   | 7.589e-03 s | Records: 0
show_rentals                   | 8.060e-03 s | Records: 0
show_rentals                   | 7.680e-03 s | Records: 0
show_rentals                   | 9.878e-03 s | Records: 1
show_rentals                   | 7.561e-03 s | Records: 0
show_rentals                   | 7.842e-03 s | Records: 0
show_rentals                   | 1.712e-02 s | Records: 0
show_rentals                   | 2.228e-02 s | Records: 2
show_rentals                   | 8.785e-03 s | Records: 1
show_rentals                   | 7.736e-03 s | Records: 0
show_rentals                   | 1.841e-02 s | Records: 0
show_rentals                   | 7.529e-03 s | Records: 0
show_rentals                   | 7.592e-03 s | Records: 0
show_rentals                   | 1.841e-02 s | Records: 0
show_rentals                   | 1.772e-02 s | Records: 0
show_rentals                   | 1.028e-02 s | Records: 1
show_rentals                   | 7.527e-03 s | Records: 0
show_rentals                   | 7.468e-03 s | Records: 0
show_rentals                   | 8.899e-03 s | Records: 1
show_rentals                   | 9.785e-03 s | Records: 1
show_rentals                   | 1.836e-02 s | Records: 0
show_rentals                   | 1.765e-02 s | Records: 0
show_rentals                   | 7.633e-03 s | Records: 0
show_rentals                   | 2.332e-02 s | Records: 2
show_rentals                   | 1.761e-02 s | Records: 0
show_rentals                   | 1.669e-02 s | Records: 0
show_rentals                   | 7.848e-03 s | Records: 0
show_rentals                   | 7.472e-03 s | Records: 0
show_rentals                   | 7.407e-03 s | Records: 0
show_rentals                   | 1.850e-02 s | Records: 0
show_rentals                   | 1.794e-02 s | Records: 0
show_rentals                   | 1.779e-02 s | Records: 0
show_rentals                   | 1.682e-02 s | Records: 0
show_rentals                   | 7.211e-03 s | Records: 0
show_rentals                   | 7.318e-03 s | Records: 0
show_rentals                   | 7.230e-03 s | Records: 0
show_rentals                   | 1.682e-02 s | Records: 0
show_rentals                   | 1.704e-02 s | Records: 0
show_rentals                   | 8.106e-03 s | Records: 0
show_rentals                   | 7.715e-03 s | Records: 0
show_rentals                   | 7.937e-03 s | Records: 0
show_rentals                   | 2.022e-02 s | Records: 1
show_rentals                   | 7.770e-03 s | Records: 0
show_rentals                   | 1.846e-02 s | Records: 0
show_rentals                   | 1.889e-02 s | Records: 0
show_rentals                   | 1.027e-02 s | Records: 1
show_rentals                   | 1.833e-02 s | Records: 0
show_rentals                   | 1.786e-02 s | Records: 0
show_rentals                   | 2.251e-02 s | Records: 1
show_rentals                   | 9.845e-03 s | Records: 1
show_rentals                   | 8.176e-03 s | Records: 0
show_rentals                   | 9.688e-03 s | Records: 1
show_rentals                   | 1.671e-02 s | Records: 0
show_rentals                   | 1.793e-02 s | Records: 0
show_rentals                   | 1.789e-02 s | Records: 0
show_rentals                   | 7.420e-03 s | Records: 0
show_rentals                   | 1.791e-02 s | Records: 0
show_rentals                   | 6.449e-03 s | Records: 0
show_rentals                   | 6.858e-03 s | Records: 0
show_rentals                   | 1.936e-02 s | Records: 1
show_rentals                   | 1.825e-02 s | Records: 0
show_rentals                   | 7.349e-03 s | Records: 0
show_rentals                   | 1.847e-02 s | Records: 0
show_rentals                   | 1.681e-02 s | Records: 0
show_rentals                   | 7.520e-03 s | Records: 0
show_rentals                   | 7.233e-03 s | Records: 0
show_rentals                   | 2.261e-02 s | Records: 2
show_rentals                   | 1.582e-02 s | Records: 0
show_rentals                   | 1.596e-02 s | Records: 0
show_rentals                   | 1.841e-02 s | Records: 1
show_rentals                   | 7.430e-03 s | Records: 0
show_rentals                   | 7.302e-03 s | Records: 0
show_rentals                   | 1.746e-02 s | Records: 0
show_rentals                   | 2.901e-02 s | Records: 0
show_rentals                   | 1.913e-02 s | Records: 0
show_rentals                   | 1.838e-02 s | Records: 0
show_rentals                   | 1.772e-02 s | Records: 0
show_rentals                   | 2.007e-02 s | Records: 1
show_rentals                   | 6.598e-03 s | Records: 0
show_rentals                   | 1.632e-02 s | Records: 0
show_rentals                   | 7.617e-03 s | Records: 0
show_rentals                   | 7.969e-03 s | Records: 0
show_rentals                   | 1.784e-02 s | Records: 0
show_rentals                   | 8.178e-03 s | Records: 0
show_rentals                   | 1.670e-02 s | Records: 0
show_rentals                   | 1.785e-02 s | Records: 0
show_rentals                   | 1.778e-02 s | Records: 0
show_rentals                   | 1.995e-02 s | Records: 1
show_rentals                   | 7.509e-03 s | Records: 0
show_rentals                   | 1.814e-02 s | Records: 0
show_rentals                   | 9.152e-03 s | Records: 1
show_rentals                   | 1.765e-02 s | Records: 0
show_rentals                   | 7.432e-03 s | Records: 0
show_rentals                   | 1.832e-02 s | Records: 0
show_rentals                   | 7.363e-03 s | Records: 0
show_rentals                   | 1.753e-02 s | Records: 0
show_rentals                   | 5.995e-03 s | Records: 0
show_rentals                   | 5.973e-03 s | Records: 0
show_rentals                   | 1.862e-02 s | Records: 1
show_rentals                   | 5.116e-03 s | Records: 0
show_rentals                   | 6.776e-03 s | Records: 1
show_rentals                   | 4.854e-03 s | Records: 0
show_rentals                   | 1.569e-02 s | Records: 0
show_rentals                   | 1.923e-02 s | Records: 1
show_rentals                   | 1.799e-02 s | Records: 0
show_rentals                   | 5.884e-03 s | Records: 0
show_rentals                   | 1.727e-02 s | Records: 0
show_rentals                   | 6.446e-03 s | Records: 0
show_rentals                   | 1.633e-02 s | Records: 0
show_rentals                   | 6.793e-03 s | Records: 0
show_rentals                   | 6.805e-03 s | Records: 0
show_rentals                   | 6.729e-03 s | Records: 0
show_rentals                   | 1.047e-02 s | Records: 2
show_rentals                   | 1.619e-02 s | Records: 0
show_rentals                   | 6.116e-03 s | Records: 1
show_rentals                   | 6.072e-03 s | Records: 1
show_rentals                   | 6.396e-03 s | Records: 1
show_rentals                   | 5.736e-03 s | Records: 0
show_rentals                   | 5.779e-03 s | Records: 0
show_rentals                   | 1.598e-02 s | Records: 0
show_rentals                   | 6.065e-03 s | Records: 0
show_rentals                   | 1.695e-02 s | Records: 0
show_rentals                   | 7.591e-03 s | Records: 0
show_rentals                   | 8.085e-03 s | Records: 0
show_rentals                   | 7.642e-03 s | Records: 0
show_rentals                   | 1.871e-02 s | Records: 0
show_rentals                   | 7.501e-03 s | Records: 0
show_rentals                   | 7.495e-03 s | Records: 0
show_rentals                   | 1.852e-02 s | Records: 0
show_rentals                   | 1.848e-02 s | Records: 0
show_rentals                   | 7.581e-03 s | Records: 0
show_rentals                   | 1.768e-02 s | Records: 0
show_rentals                   | 7.113e-03 s | Records: 0
show_rentals                   | 1.841e-02 s | Records: 0
show_rentals                   | 6.289e-03 s | Records: 0
show_rentals                   | 8.883e-03 s | Records: 1
show_rentals                   | 7.215e-03 s | Records: 0
show_rentals                   | 7.321e-03 s | Records: 0
show_rentals                   | 7.615e-03 s | Records: 0
show_rentals                   | 7.378e-03 s | Records: 0
show_rentals                   | 7.199e-03 s | Records: 0
show_rentals                   | 6.114e-03 s | Records: 0
show_rentals                   | 1.675e-02 s | Records: 0
show_rentals                   | 8.298e-03 s | Records: 1
show_rentals                   | 8.516e-03 s | Records: 1
show_rentals                   | 6.314e-03 s | Records: 0
show_rentals                   | 7.071e-03 s | Records: 0
show_rentals                   | 7.233e-03 s | Records: 0
show_rentals                   | 7.793e-03 s | Records: 0
show_rentals                   | 7.050e-03 s | Records: 0
show_rentals                   | 7.226e-03 s | Records: 0
show_rentals                   | 5.890e-03 s | Records: 0
show_rentals                   | 6.177e-03 s | Records: 0
show_rentals                   | 1.690e-02 s | Records: 0
show_rentals                   | 1.642e-02 s | Records: 0
show_rentals                   | 1.790e-02 s | Records: 0
show_rentals                   | 1.776e-02 s | Records: 0
show_rentals                   | 2.956e-02 s | Records: 0
show_rentals                   | 1.899e-02 s | Records: 0
show_rentals                   | 7.516e-03 s | Records: 0
show_rentals                   | 7.729e-03 s | Records: 0
show_rentals                   | 7.395e-03 s | Records: 0
show_rentals                   | 7.329e-03 s | Records: 0
show_rentals                   | 1.810e-02 s | Records: 0
show_rentals                   | 8.229e-03 s | Records: 0
show_rentals                   | 1.835e-02 s | Records: 0
show_rentals                   | 1.048e-02 s | Records: 0
show_rentals                   | 1.944e-02 s | Records: 0
show_rentals                   | 1.858e-02 s | Records: 0
show_rentals                   | 1.770e-02 s | Records: 0
show_rentals                   | 2.078e-02 s | Records: 1
show_rentals                   | 2.281e-02 s | Records: 2
show_rentals                   | 8.213e-03 s | Records: 0
show_rentals                   | 1.277e-02 s | Records: 1
show_rentals                   | 1.782e-02 s | Records: 0
show_rentals                   | 1.916e-02 s | Records: 1
show_rentals                   | 8.469e-03 s | Records: 0
show_rentals                   | 8.576e-03 s | Records: 0
show_rentals                   | 2.045e-02 s | Records: 1
show_rentals                   | 1.042e-02 s | Records: 1
show_rentals                   | 1.159e-02 s | Records: 1
show_rentals                   | 2.216e-02 s | Records: 2
show_rentals                   | 1.617e-02 s | Records: 0
show_rentals                   | 6.603e-03 s | Records: 0
show_rentals                   | 8.470e-03 s | Records: 1
show_rentals                   | 1.786e-02 s | Records: 0
show_rentals                   | 1.728e-02 s | Records: 0
show_rentals                   | 1.565e-02 s | Records: 0
show_rentals                   | 1.802e-02 s | Records: 0
show_rentals                   | 1.702e-02 s | Records: 0
show_rentals                   | 1.786e-02 s | Records: 0
show_rentals                   | 7.377e-03 s | Records: 0
show_rentals                   | 1.790e-02 s | Records: 0
show_rentals                   | 7.627e-03 s | Records: 0
show_rentals                   | 7.463e-03 s | Records: 0
show_rentals                   | 1.796e-02 s | Records: 0
show_rentals                   | 1.779e-02 s | Records: 0
show_rentals                   | 1.692e-02 s | Records: 0
show_rentals                   | 1.781e-02 s | Records: 0
show_rentals                   | 1.697e-02 s | Records: 0
show_rentals                   | 1.634e-02 s | Records: 0
show_rentals                   | 7.165e-03 s | Records: 0
show_rentals                   | 1.765e-02 s | Records: 0
show_rentals                   | 1.982e-02 s | Records: 1
show_rentals                   | 7.160e-03 s | Records: 0
show_rentals                   | 1.781e-02 s | Records: 0
show_rentals                   | 1.735e-02 s | Records: 0
show_rentals                   | 9.445e-03 s | Records: 1
show_rentals                   | 7.518e-03 s | Records: 0
show_rentals                   | 1.848e-02 s | Records: 0
show_rentals                   | 1.824e-02 s | Records: 0
show_rentals                   | 1.104e-02 s | Records: 2
show_rentals                   | 2.023e-02 s | Records: 1
show_rentals                   | 7.294e-03 s | Records: 0
show_rentals                   | 7.306e-03 s | Records: 0
show_rentals                   | 1.666e-02 s | Records: 0
show_rentals                   | 1.738e-02 s | Records: 0
show_rentals                   | 6.800e-03 s | Records: 0
show_rentals                   | 7.291e-03 s | Records: 0
show_rentals                   | 1.732e-02 s | Records: 0
show_rentals                   | 5.517e-03 s | Records: 0
show_rentals                   | 1.656e-02 s | Records: 0
show_rentals                   | 1.723e-02 s | Records: 1
show_rentals                   | 4.990e-03 s | Records: 0
show_rentals                   | 5.740e-03 s | Records: 0
show_rentals                   | 5.220e-03 s | Records: 0
show_rentals                   | 5.300e-03 s | Records: 0
show_rentals                   | 4.623e-03 s | Records: 0
show_rentals                   | 7.155e-03 s | Records: 0
show_rentals                   | 1.803e-02 s | Records: 0
show_rentals                   | 1.766e-02 s | Records: 0
show_rentals                   | 9.645e-03 s | Records: 1
show_rentals                   | 2.000e-02 s | Records: 1
show_rentals                   | 7.635e-03 s | Records: 0
show_rentals                   | 1.866e-02 s | Records: 0
show_rentals                   | 8.098e-03 s | Records: 0
show_rentals                   | 8.250e-03 s | Records: 0
show_rentals                   | 8.422e-03 s | Records: 0
show_rentals                   | 9.446e-03 s | Records: 1
show_rentals                   | 1.239e-02 s | Records: 1
show_rentals                   | 2.002e-02 s | Records: 0
show_rentals                   | 8.593e-03 s | Records: 0
show_rentals                   | 8.211e-03 s | Records: 0
show_rentals                   | 9.544e-03 s | Records: 1
show_rentals                   | 1.277e-02 s | Records: 1
show_rentals                   | 2.058e-02 s | Records: 1
show_rentals                   | 2.091e-02 s | Records: 1
show_rentals                   | 7.778e-03 s | Records: 0
show_rentals                   | 7.625e-03 s | Records: 0
show_rentals                   | 7.492e-03 s | Records: 0
show_rentals                   | 7.513e-03 s | Records: 0
show_rentals                   | 1.758e-02 s | Records: 1
show_rentals                   | 6.250e-03 s | Records: 0
show_rentals                   | 6.737e-03 s | Records: 1
show_rentals                   | 1.817e-02 s | Records: 1
show_rentals                   | 5.253e-03 s | Records: 0
show_rentals                   | 5.166e-03 s | Records: 0
show_rentals                   | 5.153e-03 s | Records: 0
show_rentals                   | 1.769e-02 s | Records: 2
show_rentals                   | 5.623e-03 s | Records: 0
show_rentals                   | 1.740e-02 s | Records: 0
show_rentals                   | 6.191e-03 s | Records: 0
show_rentals                   | 1.745e-02 s | Records: 0
show_rentals                   | 6.430e-03 s | Records: 0
show_rentals                   | 6.556e-03 s | Records: 0
show_rentals                   | 7.179e-03 s | Records: 0
show_rentals                   | 1.810e-02 s | Records: 0
show_rentals                   | 7.326e-03 s | Records: 0
show_rentals                   | 6.125e-03 s | Records: 0
show_rentals                   | 6.020e-03 s | Records: 0
show_rentals                   | 1.772e-02 s | Records: 0
show_rentals                   | 1.718e-02 s | Records: 0
show_rentals                   | 5.528e-03 s | Records: 0
show_rentals                   | 5.142e-03 s | Records: 0
show_rentals                   | 1.618e-02 s | Records: 0
show_rentals                   | 1.656e-02 s | Records: 0
show_rentals                   | 6.574e-03 s | Records: 0
show_rentals                   | 1.797e-02 s | Records: 0
show_rentals                   | 2.052e-02 s | Records: 1
show_rentals                   | 5.760e-03 s | Records: 0
show_rentals                   | 5.874e-03 s | Records: 0
show_rentals                   | 1.612e-02 s | Records: 0
show_rentals                   | 1.782e-02 s | Records: 0
show_rentals                   | 7.440e-03 s | Records: 0
show_rentals                   | 1.724e-02 s | Records: 0
show_rentals                   | 8.311e-03 s | Records: 0
show_rentals                   | 1.808e-02 s | Records: 0
show_rentals                   | 8.469e-03 s | Records: 0
show_rentals                   | 8.885e-03 s | Records: 0
show_rentals                   | 7.895e-03 s | Records: 0
show_rentals                   | 9.251e-03 s | Records: 0
show_rentals                   | 7.791e-03 s | Records: 0
show_rentals                   | 7.680e-03 s | Records: 0
show_rentals                   | 8.239e-03 s | Records: 0
show_rentals                   | 1.868e-02 s | Records: 0
show_rentals                   | 1.194e-02 s | Records: 1
show_rentals                   | 8.015e-03 s | Records: 0
show_rentals                   | 7.690e-03 s | Records: 0
show_rentals                   | 7.673e-03 s | Records: 0
show_rentals                   | 8.297e-03 s | Records: 0
show_rentals                   | 8.051e-03 s | Records: 0
show_rentals                   | 1.919e-02 s | Records: 0
show_rentals                   | 8.315e-03 s | Records: 0
show_rentals                   | 8.034e-03 s | Records: 0
show_rentals                   | 7.970e-03 s | Records: 0
show_rentals                   | 7.624e-03 s | Records: 0
show_rentals                   | 2.079e-02 s | Records: 1
show_rentals                   | 1.693e-02 s | Records: 0
show_rentals                   | 6.595e-03 s | Records: 0
show_rentals                   | 1.683e-02 s | Records: 0
show_rentals                   | 7.358e-03 s | Records: 0
show_rentals                   | 7.532e-03 s | Records: 0
show_rentals                   | 1.779e-02 s | Records: 0
show_rentals                   | 7.780e-03 s | Records: 0
show_rentals                   | 2.320e-02 s | Records: 2
show_rentals                   | 7.783e-03 s | Records: 0
show_rentals                   | 1.844e-02 s | Records: 0
show_rentals                   | 9.340e-03 s | Records: 1
show_rentals                   | 1.864e-02 s | Records: 0
show_rentals                   | 8.294e-03 s | Records: 0
show_rentals                   | 7.668e-03 s | Records: 0
show_rentals                   | 1.821e-02 s | Records: 0
show_rentals                   | 7.664e-03 s | Records: 0
show_rentals                   | 7.278e-03 s | Records: 0
show_rentals                   | 6.912e-03 s | Records: 0
show_rentals                   | 7.594e-03 s | Records: 0
show_rentals                   | 7.915e-03 s | Records: 0
show_rentals                   | 7.561e-03 s | Records: 0
show_rentals                   | 1.738e-02 s | Records: 0
show_rentals                   | 1.721e-02 s | Records: 0
show_rentals                   | 7.323e-03 s | Records: 0
show_rentals                   | 7.588e-03 s | Records: 0
show_rentals                   | 9.552e-03 s | Records: 1
show_rentals                   | 8.049e-03 s | Records: 1
show_rentals                   | 6.288e-03 s | Records: 0
show_rentals                   | 6.226e-03 s | Records: 0
show_rentals                   | 6.449e-03 s | Records: 0
show_rentals                   | 6.583e-03 s | Records: 0
show_rentals                   | 6.335e-03 s | Records: 0
show_rentals                   | 6.739e-03 s | Records: 0
show_rentals                   | 6.178e-03 s | Records: 0
show_rentals                   | 6.722e-03 s | Records: 0
show_rentals                   | 6.365e-03 s | Records: 0
show_rentals                   | 6.425e-03 s | Records: 0
show_rentals                   | 1.695e-02 s | Records: 0
show_rentals                   | 7.214e-03 s | Records: 0
show_rentals                   | 7.564e-03 s | Records: 0
show_rentals                   | 1.693e-02 s | Records: 0
show_rentals                   | 6.661e-03 s | Records: 0
show_rentals                   | 6.531e-03 s | Records: 0
show_rentals                   | 6.901e-03 s | Records: 0
show_rentals                   | 1.670e-02 s | Records: 0
show_rentals                   | 6.645e-03 s | Records: 0
show_rentals                   | 8.379e-03 s | Records: 1
show_rentals                   | 7.293e-03 s | Records: 0
show_rentals                   | 7.339e-03 s | Records: 0
show_rentals                   | 7.129e-03 s | Records: 0
show_rentals                   | 7.755e-03 s | Records: 1
show_rentals                   | 8.045e-03 s | Records: 1
show_rentals                   | 1.739e-02 s | Records: 0
show_rentals                   | 9.543e-03 s | Records: 1
show_rentals                   | 8.290e-03 s | Records: 0
show_rentals                   | 1.789e-02 s | Records: 0
show_rentals                   | 8.371e-03 s | Records: 0
show_rentals                   | 8.078e-03 s | Records: 0
show_rentals                   | 8.298e-03 s | Records: 0
show_rentals                   | 8.573e-03 s | Records: 0
show_rentals                   | 9.071e-03 s | Records: 1
show_rentals                   | 7.704e-03 s | Records: 0
show_rentals                   | 1.874e-02 s | Records: 0
show_rentals                   | 2.462e-02 s | Records: 2
show_rentals                   | 8.117e-03 s | Records: 0
show_rentals                   | 9.337e-03 s | Records: 1
show_rentals                   | 1.067e-02 s | Records: 1
show_rentals                   | 1.769e-02 s | Records: 0
show_rentals                   | 6.962e-03 s | Records: 0
show_rentals                   | 7.947e-03 s | Records: 0
show_rentals                   | 7.661e-03 s | Records: 0
show_rentals                   | 7.168e-03 s | Records: 0
show_rentals                   | 7.053e-03 s | Records: 0
show_rentals                   | 6.370e-03 s | Records: 0
show_rentals                   | 1.794e-02 s | Records: 0
show_rentals                   | 1.259e-02 s | Records: 1
show_rentals                   | 8.637e-03 s | Records: 0
show_rentals                   | 8.847e-03 s | Records: 0
show_rentals                   | 8.239e-03 s | Records: 0
show_rentals                   | 1.194e-02 s | Records: 1
show_rentals                   | 8.219e-03 s | Records: 0
show_rentals                   | 8.554e-03 s | Records: 1
show_rentals                   | 1.018e-02 s | Records: 1
show_rentals                   | 9.985e-03 s | Records: 1
show_rentals                   | 2.848e-02 s | Records: 0
show_rentals                   | 9.497e-03 s | Records: 1
show_rentals                   | 1.851e-02 s | Records: 0
show_rentals                   | 1.101e-02 s | Records: 1
show_rentals                   | 2.005e-02 s | Records: 0
show_rentals                   | 9.786e-03 s | Records: 0
show_rentals                   | 8.737e-03 s | Records: 0
show_rentals                   | 1.004e-02 s | Records: 0
show_rentals                   | 8.279e-03 s | Records: 0
show_rentals                   | 1.809e-02 s | Records: 0
show_rentals                   | 6.451e-03 s | Records: 0
show_rentals                   | 6.961e-03 s | Records: 0
show_rentals                   | 6.896e-03 s | Records: 0
show_rentals                   | 1.948e-02 s | Records: 1
show_rentals                   | 1.003e-02 s | Records: 1
show_rentals                   | 6.171e-03 s | Records: 0
show_rentals                   | 6.137e-03 s | Records: 0
show_rentals                   | 7.930e-03 s | Records: 1
show_rentals                   | 6.337e-03 s | Records: 0
show_rentals                   | 6.242e-03 s | Records: 0
show_rentals                   | 6.144e-03 s | Records: 0
show_rentals                   | 6.333e-03 s | Records: 0
show_rentals                   | 6.053e-03 s | Records: 0
show_rentals                   | 1.824e-02 s | Records: 1
show_rentals                   | 6.681e-03 s | Records: 0
show_rentals                   | 6.563e-03 s | Records: 0
show_rentals                   | 7.593e-03 s | Records: 0
show_rentals                   | 7.987e-03 s | Records: 0
show_rentals                   | 9.720e-03 s | Records: 0
show_rentals                   | 1.049e-02 s | Records: 0
show_rentals                   | 1.039e-02 s | Records: 0
show_rentals                   | 1.098e-02 s | Records: 0
show_rentals                   | 8.034e-03 s | Records: 0
show_rentals                   | 6.617e-03 s | Records: 0
show_rentals                   | 1.793e-02 s | Records: 0
show_rentals                   | 5.961e-03 s | Records: 0
show_rentals                   | 1.658e-02 s | Records: 0
show_rentals                   | 6.462e-03 s | Records: 0
show_rentals                   | 5.794e-03 s | Records: 0
show_rentals                   | 5.918e-03 s | Records: 0
show_rentals                   | 5.917e-03 s | Records: 0
show_rentals                   | 1.825e-02 s | Records: 1
show_rentals                   | 1.003e-02 s | Records: 1
show_rentals                   | 1.800e-02 s | Records: 0
show_rentals                   | 1.970e-02 s | Records: 0
show_rentals                   | 1.043e-02 s | Records: 1
show_rentals                   | 8.946e-03 s | Records: 0
show_rentals                   | 9.966e-03 s | Records: 0
show_rentals                   | 8.925e-03 s | Records: 0
show_rentals                   | 8.313e-03 s | Records: 0
show_rentals                   | 8.481e-03 s | Records: 0
show_rentals                   | 8.733e-03 s | Records: 0
show_rentals                   | 1.982e-02 s | Records: 0
show_rentals                   | 9.319e-03 s | Records: 0
show_rentals                   | 1.020e-02 s | Records: 0
show_rentals                   | 2.446e-02 s | Records: 2
show_rentals                   | 1.199e-02 s | Records: 1
show_rentals                   | 1.993e-02 s | Records: 0
show_rentals                   | 2.221e-02 s | Records: 1
show_rentals                   | 1.344e-02 s | Records: 1
show_rentals                   | 1.261e-02 s | Records: 1
show_rentals                   | 9.439e-03 s | Records: 0
show_rentals                   | 9.591e-03 s | Records: 0
show_rentals                   | 2.318e-02 s | Records: 1
show_rentals                   | 1.020e-02 s | Records: 0
show_rentals                   | 9.853e-03 s | Records: 0
show_rentals                   | 2.296e-02 s | Records: 1
show_rentals                   | 9.822e-03 s | Records: 0
show_rentals                   | 9.089e-03 s | Records: 0
show_rentals                   | 1.382e-02 s | Records: 1
show_rentals                   | 9.094e-03 s | Records: 0
show_rentals                   | 1.068e-02 s | Records: 1
show_rentals                   | 6.851e-03 s | Records: 0
show_rentals                   | 7.034e-03 s | Records: 0
show_rentals                   | 1.744e-02 s | Records: 0
show_rentals                   | 8.917e-03 s | Records: 1
show_rentals                   | 6.888e-03 s | Records: 0
show_rentals                   | 1.876e-02 s | Records: 0
show_rentals                   | 8.151e-03 s | Records: 0
show_rentals                   | 1.907e-02 s | Records: 0
show_rentals                   | 1.273e-02 s | Records: 1
show_rentals                   | 1.047e-02 s | Records: 1
show_rentals                   | 1.037e-02 s | Records: 1
show_rentals                   | 9.430e-03 s | Records: 0
show_rentals                   | 1.856e-02 s | Records: 0
show_rentals                   | 8.194e-03 s | Records: 0
show_rentals                   | 1.882e-02 s | Records: 0
show_rentals                   | 1.862e-02 s | Records: 0
show_rentals                   | 8.096e-03 s | Records: 0
show_rentals                   | 8.769e-03 s | Records: 0
show_rentals                   | 9.795e-03 s | Records: 1
show_rentals                   | 8.039e-03 s | Records: 0
show_rentals                   | 1.869e-02 s | Records: 0
show_rentals                   | 7.781e-03 s | Records: 0
show_rentals                   | 1.066e-02 s | Records: 1
show_rentals                   | 7.697e-03 s | Records: 0
show_rentals                   | 7.171e-03 s | Records: 0
show_rentals                   | 8.062e-03 s | Records: 0
show_rentals                   | 7.358e-03 s | Records: 0
show_rentals                   | 7.642e-03 s | Records: 0
show_rentals                   | 9.911e-03 s | Records: 1
show_rentals                   | 6.680e-03 s | Records: 0
show_rentals                   | 1.842e-02 s | Records: 1
show_rentals                   | 7.980e-03 s | Records: 0
show_rentals                   | 1.954e-02 s | Records: 1
show_rentals                   | 1.746e-02 s | Records: 0
show_rentals                   | 1.790e-02 s | Records: 0
show_rentals                   | 9.032e-03 s | Records: 1
show_rentals                   | 1.909e-02 s | Records: 0
show_rentals                   | 1.151e-02 s | Records: 0
show_rentals                   | 1.252e-02 s | Records: 0
show_rentals                   | 1.241e-02 s | Records: 0
show_rentals                   | 1.318e-02 s | Records: 0
show_rentals                   | 2.050e-02 s | Records: 0
show_rentals                   | 2.432e-02 s | Records: 0
show_rentals                   | 9.966e-03 s | Records: 0
show_rentals                   | 9.821e-03 s | Records: 1
show_rentals                   | 1.038e-02 s | Records: 1
show_rentals                   | 5.307e-03 s | Records: 0
show_rentals                   | 5.383e-03 s | Records: 0
show_rentals                   | 5.480e-03 s | Records: 0
show_rentals                   | 1.607e-02 s | Records: 0
show_rentals                   | 1.953e-02 s | Records: 1
show_rentals                   | 1.841e-02 s | Records: 0
show_rentals                   | 1.076e-02 s | Records: 1
show_rentals                   | 9.086e-03 s | Records: 1
show_rentals                   | 7.104e-03 s | Records: 0
show_rentals                   | 8.468e-03 s | Records: 0
show_rentals                   | 7.968e-03 s | Records: 0
show_rentals                   | 7.675e-03 s | Records: 0
show_rentals                   | 1.833e-02 s | Records: 0
