rental_id,product_id,customer_id,amount,time,price,total
rnt4962,prd1483,user4962,26,360,211,1974960
rnt4963,prd927,user4963,40,309,98,1211280
rnt4964,prd1125,user4964,83,181,300,4506900
rnt4965,prd5767,user4965,71,331,470,11045470
rnt4966,prd4679,user4966,3,357,401,429471
rnt4967,prd6956,user4967,24,300,274,1972800
rnt4968,prd2362,user4968,47,233,136,1489336
rnt4969,prd4607,user4969,82,332,261,7105464
rnt4970,prd3922,user4970,46,274,127,1600708
rnt4971,prd1320,user4971,79,245,493,9542015
rnt4972,prd973,user4972,78,320,203,5066880
rnt4973,prd3365,user4973,19,361,71,486989
rnt4974,prd1538,user4974,68,2,388,52768
rnt4975,prd4133,user4975,66,234,279,4308876
rnt4976,prd9359,user4976,71,171,182,2209662
rnt4977,prd7860,user4977,11,297,78,254826
rnt4978,prd4057,user4978,52,332,470,8114080
rnt4979,prd3639,user4979,34,336,257,2935968
rnt4980,prd7038,user4980,60,145,309,2688300
rnt4981,prd820,user4981,22,35,204,157080
rnt4982,prd396,user4982,47,128,71,427136
rnt4983,prd1381,user4983,94,322,110,3329480
rnt4984,prd2178,user4984,38,278,136,1436704
rnt4985,prd7468,user4985,70,337,189,4458510
rnt4986,prd3374,user4986,13,260,449,1517620
rnt4987,prd1624,user4987,3,114,21,7182
rnt4988,prd2125,user4988,43,202,63,547218
rnt4989,prd1290,user4989,30,225,449,3030750
rnt4990,prd7733,user4990,83,56,458,2128784
rnt4991,prd1951,user4991,88,50,423,1861200
rnt4992,prd9319,user4992,52,334,19,329992
rnt4993,prd4077,user4993,43,348,224,3351936
rnt4994,prd7509,user4994,5,275,408,561000
rnt4995,prd3296,user4995,45,30,199,268650
rnt4996,prd2560,user4996,25,155,488,1891000
rnt4997,prd6963,user4997,6,155,66,61380
rnt4998,prd9371,user4998,72,58,452,1887552
rnt4999,prd8623,user4999,13,278,356,1286584
rnt5000,prd7059,user5000,92,64,237,1395456
rnt5001,prd8786,user5001,28,139,450,1751400
rnt5002,prd6909,user5002,71,257,488,8904536
rnt5003,prd8337,user5003,20,123,162,398520
rnt5004,prd7859,user5004,63,345,198,4303530
rnt5005,prd9640,user5005,96,14,497,667968
rnt5006,prd8001,user5006,47,85,331,1322345
rnt5007,prd237,user5007,64,332,488,10369024
rnt5008,prd6454,user5008,44,106,4,18656
rnt5009,prd9388,user5009,90,310,322,8983800
rnt5010,prd7723,user5010,61,143,378,3297294
rnt5011,prd6645,user5011,21,224,386,1815744
rnt5012,prd9964,user5012,45,123,232,1284120
rnt5013,prd6657,user5013,50,260,17,221000
rnt5014,prd3083,user5014,0,113,30,0
rnt5015,prd2393,user5015,21,15,316,99540
rnt5016,prd7507,user5016,79,250,471,9302250
rnt5017,prd2420,user5017,2,230,79,36340
rnt5018,prd9312,user5018,38,234,53,471276
rnt5019,prd3871,user5019,84,256,293,6300672
rnt5020,prd4701,user5020,77,195,343,5150145
rnt5021,prd4704,user5021,56,307,388,6670496
rnt5022,prd293,user5022,65,229,101,1503385
rnt5023,prd5451,user5023,40,92,52,191360
rnt5024,prd3434,user5024,41,52,1,2132
rnt5025,prd9617,user5025,8,349,114,318288
rnt5026,prd4310,user5026,41,359,105,1545495
rnt5027,prd6092,user5027,25,199,408,2029800
rnt5028,prd6123,user5028,63,14,473,417186
rnt5029,prd2373,user5029,14,343,268,1286936
rnt5030,prd1229,user5030,98,173,432,7324128
rnt5031,prd7655,user5031,22,111,205,500610
rnt5032,prd6384,user5032,81,185,274,4105890
rnt5033,prd4958,user5033,95,146,327,4535490
rnt5034,prd7676,user5034,35,241,388,3272780
rnt5035,prd5984,user5035,7,118,296,244496
rnt5036,prd3023,user5036,22,160,58,204160
rnt5037,prd6743,user5037,35,33,248,286440
rnt5038,prd322,user5038,1,18,314,5652
rnt5039,prd900,user5039,29,128,16,59392
rnt5040,prd8295,user5040,6,352,3,6336
rnt5041,prd6930,user5041,24,229,236,1297056
rnt5042,prd345,user5042,63,200,92,1159200
rnt5043,prd1130,user5043,64,329,479,10085824
rnt5044,prd8359,user5044,75,92,415,2863500
rnt5045,prd7425,user5045,53,79,291,1218417
rnt5046,prd2148,user5046,73,80,111,648240
rnt5047,prd4145,user5047,21,283,404,2400972
rnt5048,prd9614,user5048,1,262,278,72836
rnt5049,prd1226,user5049,97,114,137,1514946
rnt5050,prd6705,user5050,73,144,308,3237696
rnt5051,prd8597,user5051,65,67,130,566150
rnt5052,prd1091,user5052,76,341,478,12387848
rnt5053,prd9607,user5053,14,286,68,272272
rnt5054,prd2694,user5054,76,342,45,1169640
rnt5055,prd2202,user5055,73,262,409,7822534
rnt5056,prd8038,user5056,61,86,48,251808
rnt5057,prd970,user5057,36,127,193,882396
rnt5058,prd8865,user5058,57,44,28,70224
rnt5059,prd1163,user5059,4,239,343,327908
rnt5060,prd6619,user5060,94,168,493,7785456
rnt5061,prd6425,user5061,27,122,452,1488888
rnt5062,prd838,user5062,92,91,491,4110652
rnt5063,prd9867,user5063,30,220,452,2983200
rnt5064,prd7574,user5064,84,181,496,7541184
rnt5065,prd4723,user5065,1,84,428,35952
rnt5066,prd4193,user5066,37,98,278,1008028
rnt5067,prd6098,user5067,70,327,409,9362010
rnt5068,prd2833,user5068,87,353,145,4453095
rnt5069,prd5934,user5069,33,355,84,984060
rnt5070,prd8420,user5070,17,331,64,360128
rnt5071,prd4903,user5071,70,80,499,2794400
rnt5072,prd2333,user5072,56,294,329,5416656
rnt5073,prd9512,user5073,21,20,142,59640
rnt5074,prd8413,user5074,61,277,479,8093663
rnt5075,prd3630,user5075,93,157,226,3299826
rnt5076,prd5282,user5076,100,165,446,7359000
rnt5077,prd5723,user5077,23,162,123,458298
rnt5078,prd8580,user5078,20,14,221,61880
rnt5079,prd1071,user5079,66,14,153,141372
rnt5080,prd5720,user5080,18,210,155,585900
rnt5081,prd180,user5081,62,213,466,6153996
rnt5082,prd6217,user5082,30,27,461,373410
rnt5083,prd6475,user5083,14,235,13,42770
rnt5084,prd7521,user5084,65,7,325,147875
rnt5085,prd2935,user5085,10,137,98,134260
rnt5086,prd8508,user5086,47,200,51,479400
rnt5087,prd1221,user5087,77,365,436,12253780
rnt5088,prd7865,user5088,70,126,110,970200
rnt5089,prd7355,user5089,18,152,120,328320
rnt5090,prd2809,user5090,40,151,91,549640
rnt5091,prd8985,user5091,6,136,404,329664
rnt5092,prd7378,user5092,100,300,114,3420000
rnt5093,prd3751,user5093,41,109,61,272609
rnt5094,prd6413,user5094,0,308,109,0
rnt5095,prd8844,user5095,85,160,255,3468000
rnt5096,prd3542,user5096,76,240,154,2808960
rnt5097,prd5066,user5097,27,258,349,2431134
rnt5098,prd438,user5098,51,236,292,3514512
rnt5099,prd1942,user5099,18,303,441,2405214
rnt5100,prd2564,user5100,92,104,122,1167296
rnt5101,prd2336,user5101,94,227,307,6550766
rnt5102,prd3532,user5102,79,274,476,10303496
rnt5103,prd492,user5103,47,15,476,335580
rnt5104,prd2838,user5104,7,10,411,28770
rnt5105,prd7054,user5105,34,219,59,439314
rnt5106,prd3360,user5106,45,151,387,2629665
rnt5107,prd3006,user5107,22,319,136,954448
rnt5108,prd2626,user5108,75,357,261,6988275
rnt5109,prd8462,user5109,31,8,23,5704
rnt5110,prd188,user5110,68,177,158,1901688
rnt5111,prd7506,user5111,93,252,116,2718576
rnt5112,prd4741,user5112,1,199,81,16119
rnt5113,prd3441,user5113,59,256,190,2869760
rnt5114,prd5523,user5114,79,198,138,2158596
rnt5115,prd9623,user5115,79,13,224,230048
rnt5116,prd5782,user5116,37,143,42,222222
rnt5117,prd5124,user5117,91,27,405,995085
rnt5118,prd7222,user5118,61,178,450,4886100
rnt5119,prd6623,user5119,20,227,100,454000
rnt5120,prd9856,user5120,12,51,172,105264
rnt5121,prd9107,user5121,42,102,352,1507968
rnt5122,prd8749,user5122,17,159,108,291924
rnt5123,prd8937,user5123,6,362,486,1055592
rnt5124,prd2587,user5124,15,237,50,177750
rnt5125,prd1540,user5125,66,20,164,216480
rnt5126,prd9283,user5126,72,204,390,5728320
rnt5127,prd7036,user5127,40,339,483,6549480
rnt5128,prd4161,user5128,8,22,256,45056
rnt5129,prd7338,user5129,86,327,141,3965202
rnt5130,prd4751,user5130,33,111,309,1131867
rnt5131,prd7948,user5131,36,162,35,204120
rnt5132,prd8920,user5132,61,204,350,4355400
rnt5133,prd4844,user5133,30,127,419,1596390
rnt5134,prd3853,user5134,94,332,495,15447960
rnt5135,prd2106,user5135,43,69,427,1266909
rnt5136,prd4926,user5136,17,198,124,417384
rnt5137,prd6176,user5137,70,122,420,3586800
rnt5138,prd1773,user5138,43,46,487,963286
rnt5139,prd7530,user5139,42,311,383,5002746
rnt5140,prd3549,user5140,33,50,133,219450
rnt5141,prd8966,user5141,48,46,24,52992
rnt5142,prd8244,user5142,46,125,469,2696750
rnt5143,prd2419,user5143,56,78,473,2066064
rnt5144,prd1289,user5144,28,237,384,2548224
rnt5145,prd2988,user5145,63,307,159,3075219
rnt5146,prd3925,user5146,5,255,438,558450
rnt5147,prd5014,user5147,94,136,433,5535472
rnt5148,prd2116,user5148,96,119,283,3232992
rnt5149,prd3481,user5149,18,285,321,1646730
rnt5150,prd3743,user5150,94,112,360,3790080
rnt5151,prd8847,user5151,72,2,344,49536
rnt5152,prd5851,user5152,42,2,426,35784
rnt5153,prd67,user5153,48,127,92,560832
rnt5154,prd9061,user5154,36,28,173,174384
rnt5155,prd384,user5155,50,260,355,4615000
rnt5156,prd2824,user5156,36,338,0,0
rnt5157,prd4180,user5157,23,96,389,858912
rnt5158,prd3692,user5158,30,298,175,1564500
rnt5159,prd8603,user5159,23,6,355,48990
rnt5160,prd3645,user5160,68,52,88,311168
rnt5161,prd2739,user5161,27,317,125,1069875
rnt5162,prd6439,user5162,77,363,282,7882182
rnt5163,prd2769,user5163,46,94,193,834532
rnt5164,prd3451,user5164,83,51,17,71961
rnt5165,prd3886,user5165,78,280,116,2533440
rnt5166,prd3016,user5166,41,87,81,288927
rnt5167,prd1273,user5167,10,91,406,369460
rnt5168,prd7026,user5168,94,62,80,466240
rnt5169,prd5589,user5169,3,222,333,221778
rnt5170,prd9404,user5170,35,75,84,220500
rnt5171,prd3088,user5171,45,243,246,2690010
rnt5172,prd3503,user5172,81,276,218,4873608
rnt5173,prd5744,user5173,76,128,378,3677184
rnt5174,prd8908,user5174,2,239,289,138142
rnt5175,prd8866,user5175,24,117,479,1345032
rnt5176,prd2391,user5176,79,14,167,184702
rnt5177,prd1458,user5177,17,343,47,274057
rnt5178,prd3934,user5178,82,63,233,1203678
rnt5179,prd9593,user5179,12,111,7,9324
rnt5180,prd4628,user5180,45,156,387,2716740
rnt5181,prd5663,user5181,95,148,68,956080
rnt5182,prd8714,user5182,16,177,384,1087488
rnt5183,prd1603,user5183,6,355,191,406830
rnt5184,prd5639,user5184,88,152,308,4119808
rnt5185,prd2832,user5185,34,40,463,629680
rnt5186,prd8652,user5186,61,338,441,9092538
rnt5187,prd1597,user5187,67,31,4,8308
rnt5188,prd1754,user5188,22,254,430,2402840
rnt5189,prd2102,user5189,83,127,89,938149
rnt5190,prd343,user5190,3,318,86,82044
rnt5191,prd8240,user5191,46,257,487,5757314
rnt5192,prd5219,user5192,82,246,67,1351524
rnt5193,prd5451,user5193,2,92,317,58328
rnt5194,prd9986,user5194,0,74,369,0
rnt5195,prd330,user5195,21,94,283,558642
rnt5196,prd7979,user5196,67,240,148,2379840
rnt5197,prd7041,user5197,79,17,438,588234
rnt5198,prd9200,user5198,14,365,68,347480
rnt5199,prd3323,user5199,52,334,330,5731440
rnt5200,prd92,user5200,99,86,356,3030984
rnt5201,prd6543,user5201,59,26,196,300664
rnt5202,prd8991,user5202,14,82,163,187124
rnt5203,prd5339,user5203,30,359,485,5223450
rnt5204,prd3463,user5204,11,68,345,258060
rnt5205,prd5517,user5205,90,249,32,717120
rnt5206,prd5520,user5206,84,56,478,2248512
rnt5207,prd8648,user5207,52,332,320,5524480
rnt5208,prd6483,user5208,34,126,475,2034900
rnt5209,prd8304,user5209,59,278,184,3017968
rnt5210,prd845,user5210,73,181,474,6262962
rnt5211,prd1912,user5211,2,314,474,297672
rnt5212,prd23,user5212,4,53,497,105364
rnt5213,prd8582,user5213,82,96,55,432960
rnt5214,prd452,user5214,87,174,290,4390020
rnt5215,prd6818,user5215,26,239,59,366626
rnt5216,prd7179,user5216,8,339,197,534264
rnt5217,prd6947,user5217,22,141,168,521136
rnt5218,prd8878,user5218,74,76,407,2288968
rnt5219,prd3973,user5219,44,208,415,3798080
rnt5220,prd7467,user5220,29,248,200,1438400
rnt5221,prd3290,user5221,27,84,95,215460
rnt5222,prd9767,user5222,44,283,255,3175260
rnt5223,prd9469,user5223,79,28,401,887012
rnt5224,prd9872,user5224,23,354,351,2857842
rnt5225,prd1081,user5225,10,61,459,279990
rnt5226,prd810,user5226,90,224,27,544320
rnt5227,prd8111,user5227,39,111,214,926406
rnt5228,prd6555,user5228,75,11,455,375375
rnt5229,prd3739,user5229,88,289,105,2670360
rnt5230,prd8115,user5230,62,207,31,397854
rnt5231,prd8228,user5231,31,62,443,851446
rnt5232,prd7603,user5232,57,101,85,489345
rnt5233,prd6342,user5233,89,332,151,4461748
rnt5234,prd5122,user5234,54,223,167,2011014
rnt5235,prd2672,user5235,68,296,333,6702624
rnt5236,prd3081,user5236,44,149,406,2661736
rnt5237,prd2716,user5237,80,340,165,4488000
rnt5238,prd8555,user5238,35,31,47,50995
rnt5239,prd4976,user5239,90,20,214,385200
rnt5240,prd4881,user5240,92,1,245,22540
rnt5241,prd3368,user5241,19,283,337,1812049
rnt5242,prd7327,user5242,55,73,164,658460
rnt5243,prd5663,user5243,40,5,261,52200
rnt5244,prd9429,user5244,14,103,406,585452
rnt5245,prd8269,user5245,19,10,237,45030
rnt5246,prd4280,user5246,16,51,375,306000
rnt5247,prd5980,user5247,56,251,347,4877432
rnt5248,prd829,user5248,76,315,229,5482260
rnt5249,prd5695,user5249,38,304,426,4921152
rnt5250,prd7684,user5250,58,126,303,2214324
rnt5251,prd3082,user5251,14,15,271,56910
rnt5252,prd6818,user5252,81,250,448,9072000
rnt5253,prd2323,user5253,84,296,473,11760672
rnt5254,prd9617,user5254,100,270,251,6777000
rnt5255,prd2656,user5255,91,95,436,3769220
rnt5256,prd3426,user5256,4,97,152,58976
rnt5257,prd188,user5257,20,217,349,1514660
rnt5258,prd8783,user5258,50,296,396,5860800
rnt5259,prd2966,user5259,16,143,246,562848
rnt5260,prd3026,user5260,83,261,78,1689714
rnt5261,prd977,user5261,23,365,50,419750
rnt5262,prd7583,user5262,36,69,357,886788
rnt5263,prd8260,user5263,65,244,81,1284660
rnt5264,prd5326,user5264,87,248,164,3538464
rnt5265,prd3642,user5265,64,239,420,6424320
rnt5266,prd4974,user5266,46,160,498,3665280
rnt5267,prd9220,user5267,93,177,133,2189313
rnt5268,prd8872,user5268,80,169,329,4448080
rnt5269,prd2379,user5269,63,64,55,221760
rnt5270,prd5833,user5270,62,6,449,167028
rnt5271,prd1720,user5271,75,143,114,1222650
rnt5272,prd1635,user5272,10,29,383,111070
rnt5273,prd7098,user5273,77,284,28,612304
rnt5274,prd7673,user5274,96,314,4,120576
rnt5275,prd4796,user5275,46,29,197,262798
rnt5276,prd1268,user5276,59,265,339,5300265
rnt5277,prd9809,user5277,94,326,204,6251376
rnt5278,prd2888,user5278,43,168,196,1415904
rnt5279,prd6219,user5279,100,360,461,16596000
rnt5280,prd2986,user5280,23,203,282,1316658
rnt5281,prd7456,user5281,53,264,452,6324384
rnt5282,prd6130,user5282,52,257,70,935480
rnt5283,prd1359,user5283,68,333,21,475524
rnt5284,prd416,user5284,58,353,310,6346940
rnt5285,prd4366,user5285,52,121,485,3051620
rnt5286,prd8714,user5286,19,16,394,119776
rnt5287,prd7771,user5287,7,227,418,664202
rnt5288,prd4235,user5288,47,121,260,1478620
rnt5289,prd176,user5289,87,301,484,12674508
rnt5290,prd302,user5290,17,87,7,10353
rnt5291,prd1797,user5291,94,320,414,12453120
rnt5292,prd4317,user5292,40,271,107,1159880
rnt5293,prd8853,user5293,53,286,475,7200050
rnt5294,prd3972,user5294,25,91,20,45500
rnt5295,prd2749,user5295,74,110,85,691900
rnt5296,prd8009,user5296,28,142,183,727608
rnt5297,prd4075,user5297,46,206,247,2340572
rnt5298,prd5456,user5298,0,38,389,0
rnt5299,prd335,user5299,38,137,115,598690
rnt5300,prd7962,user5300,58,166,409,3937852
rnt5301,prd8188,user5301,68,364,206,5098912
rnt5302,prd1954,user5302,45,103,2,9270
rnt5303,prd6448,user5303,62,144,485,4330080
rnt5304,prd3386,user5304,35,81,306,867510
rnt5305,prd405,user5305,85,315,87,2329425
rnt5306,prd3656,user5306,61,326,200,3977200
rnt5307,prd766,user5307,65,143,257,2388815
rnt5308,prd6489,user5308,48,250,274,3288000
rnt5309,prd3917,user5309,25,221,434,2397850
rnt5310,prd6364,user5310,49,111,102,554778
rnt5311,prd9966,user5311,91,283,162,4171986
rnt5312,prd2796,user5312,3,357,124,132804
rnt5313,prd9517,user5313,9,222,165,329670
rnt5314,prd4147,user5314,74,175,203,2628850
rnt5315,prd6586,user5315,88,200,15,264000
rnt5316,prd1002,user5316,8,174,486,676512
rnt5317,prd1526,user5317,63,114,187,1343034
rnt5318,prd6669,user5318,26,79,275,564850
rnt5319,prd1040,user5319,96,124,445,5297280
rnt5320,prd5087,user5320,5,267,254,339090
rnt5321,prd5766,user5321,16,265,95,402800
rnt5322,prd7212,user5322,91,269,415,10158785
rnt5323,prd1367,user5323,36,345,84,1043280
rnt5324,prd6287,user5324,25,216,494,2667600
rnt5325,prd9085,user5325,32,31,258,255936
rnt5326,prd2072,user5326,85,228,258,5000040
rnt5327,prd7280,user5327,68,16,403,438464
rnt5328,prd4498,user5328,87,196,362,6172824
rnt5329,prd6096,user5329,62,246,233,3553716
rnt5330,prd5902,user5330,7,226,280,442960
rnt5331,prd6718,user5331,46,279,259,3324006
rnt5332,prd777,user5332,100,71,460,3266000
rnt5333,prd8798,user5333,100,205,131,2685500
rnt5334,prd3496,user5334,90,44,78,308880
rnt5335,prd8717,user5335,45,243,231,2525985
rnt5336,prd2124,user5336,41,191,481,3766711
rnt5337,prd9169,user5337,2,128,430,110080
rnt5338,prd313,user5338,0,225,24,0
rnt5339,prd1946,user5339,12,123,467,689292
rnt5340,prd7608,user5340,86,341,285,8357910
rnt5341,prd9879,user5341,27,324,386,3376728
rnt5342,prd4624,user5342,76,139,442,4669288
rnt5343,prd3214,user5343,24,53,293,372696
rnt5344,prd3704,user5344,32,239,413,3158624
rnt5345,prd5391,user5345,99,152,274,4123152
rnt5346,prd7591,user5346,86,303,190,4951020
rnt5347,prd9411,user5347,89,50,459,2042550
rnt5348,prd5576,user5348,33,302,146,1455036
rnt5349,prd975,user5349,26,314,315,2571660
rnt5350,prd8919,user5350,93,276,175,4491900
rnt5351,prd7553,user5351,17,179,19,57817
rnt5352,prd6390,user5352,63,119,341,2556477
rnt5353,prd9378,user5353,24,103,130,321360
rnt5354,prd996,user5354,73,200,43,627800
rnt5355,prd243,user5355,85,345,28,821100
rnt5356,prd7435,user5356,79,346,150,4100100
rnt5357,prd1140,user5357,77,317,163,3978667
rnt5358,prd6871,user5358,84,251,248,5228832
rnt5359,prd7691,user5359,88,7,72,44352
rnt5360,prd1465,user5360,37,345,128,1633920
rnt5361,prd4710,user5361,55,316,480,8342400
rnt5362,prd7798,user5362,73,142,370,3835420
rnt5363,prd4329,user5363,16,304,46,223744
rnt5364,prd5971,user5364,52,236,10,122720
rnt5365,prd7212,user5365,5,315,360,567000
rnt5366,prd4043,user5366,7,326,374,853468
rnt5367,prd3613,user5367,24,9,210,45360
rnt5368,prd8164,user5368,68,10,194,131920
rnt5369,prd6914,user5369,60,126,243,1837080
rnt5370,prd7175,user5370,94,44,426,1761936
rnt5371,prd5372,user5371,52,49,36,91728
rnt5372,prd3243,user5372,77,282,153,3322242
rnt5373,prd641,user5373,21,238,49,244902
rnt5374,prd9557,user5374,31,283,143,1254539
rnt5375,prd5255,user5375,60,116,355,2470800
rnt5376,prd4737,user5376,33,253,79,659571
rnt5377,prd7515,user5377,76,64,96,466944
rnt5378,prd7754,user5378,84,232,19,370272
rnt5379,prd3575,user5379,51,136,319,2212584
rnt5380,prd3078,user5380,59,265,82,1282070
rnt5381,prd4089,user5381,53,333,343,6053607
rnt5382,prd3640,user5382,69,25,14,24150
rnt5383,prd9367,user5383,36,314,342,3865968
rnt5384,prd8586,user5384,65,113,333,2445885
rnt5385,prd2798,user5385,0,257,383,0
rnt5386,prd1075,user5386,69,324,210,4694760
rnt5387,prd6933,user5387,25,40,353,353000
rnt5388,prd79,user5388,71,135,408,3910680
rnt5389,prd141,user5389,38,351,236,3147768
rnt5390,prd7124,user5390,22,268,332,1957472
rnt5391,prd7340,user5391,85,56,264,1256640
rnt5392,prd246,user5392,78,186,468,6789744
rnt5393,prd576,user5393,24,10,413,99120
rnt5394,prd9706,user5394,53,111,53,311799
rnt5395,prd3637,user5395,55,301,81,1340955
rnt5396,prd5298,user5396,100,148,99,1465200
rnt5397,prd1845,user5397,29,330,356,3406920
rnt5398,prd4326,user5398,8,30,81,19440
rnt5399,prd4004,user5399,94,84,110,868560
rnt5400,prd4961,user5400,69,231,14,223146
rnt5401,prd6386,user5401,18,62,478,533448
rnt5402,prd8366,user5402,15,133,474,945630
rnt5403,prd5063,user5403,5,100,343,171500
rnt5404,prd3123,user5404,7,252,386,680904
rnt5405,prd2414,user5405,40,220,465,4092000
rnt5406,prd5593,user5406,56,289,497,8043448
rnt5407,prd248,user5407,87,33,228,654588
rnt5408,prd9889,user5408,83,235,48,936240
rnt5409,prd5338,user5409,38,305,256,2967040
rnt5410,prd3237,user5410,68,47,388,1240048
rnt5411,prd3607,user5411,7,255,432,771120
rnt5412,prd4650,user5412,20,180,468,1684800
rnt5413,prd2155,user5413,28,332,371,3448816
rnt5414,prd2090,user5414,5,251,217,272335
rnt5415,prd6698,user5415,83,50,378,1568700
rnt5416,prd5905,user5416,53,32,336,569856
rnt5417,prd422,user5417,18,183,59,194346
rnt5418,prd5145,user5418,14,272,402,1530816
rnt5419,prd6460,user5419,88,118,264,2741376
rnt5420,prd6937,user5420,11,33,319,115797
rnt5421,prd183,user5421,32,341,314,3426368
rnt5422,prd8053,user5422,69,356,357,8769348
rnt5423,prd5952,user5423,20,211,153,645660
rnt5424,prd5191,user5424,74,30,41,91020
rnt5425,prd1402,user5425,72,66,302,1435104
rnt5426,prd3401,user5426,36,151,273,1484028
rnt5427,prd8500,user5427,94,362,169,5750732
rnt5428,prd9892,user5428,82,46,118,445096
rnt5429,prd9724,user5429,41,73,328,981704
rnt5430,prd8711,user5430,77,178,231,3166086
rnt5431,prd5519,user5431,72,292,61,1282464
rnt5432,prd8872,user5432,61,177,372,4016484
rnt5433,prd1877,user5433,52,85,346,1529320
rnt5434,prd5943,user5434,70,58,110,446600
rnt5435,prd7046,user5435,12,364,332,1450176
rnt5436,prd3931,user5436,70,157,494,5429060
rnt5437,prd7513,user5437,48,254,329,4011168
rnt5438,prd1467,user5438,23,87,52,104052
rnt5439,prd380,user5439,77,105,222,1794870
rnt5440,prd8970,user5440,58,169,199,1950598
rnt5441,prd8611,user5441,33,144,416,1976832
rnt5442,prd8255,user5442,81,351,348,9893988
rnt5443,prd3423,user5443,73,293,361,7721429
rnt5444,prd1229,user5444,17,305,147,762195
rnt5445,prd7833,user5445,34,52,218,385424
rnt5446,prd9238,user5446,54,128,75,518400
rnt5447,prd2060,user5447,50,342,95,1624500
rnt5448,prd3421,user5448,97,317,249,7656501
rnt5449,prd6171,user5449,35,219,5,38325
rnt5450,prd6070,user5450,82,120,31,305040
rnt5451,prd1169,user5451,88,27,465,1104840
rnt5452,prd9160,user5452,26,171,252,1120392
rnt5453,prd2731,user5453,60,71,411,1750860
rnt5454,prd3511,user5454,77,182,267,3741738
rnt5455,prd7703,user5455,6,351,69,145314
rnt5456,prd8167,user5456,27,309,144,1201392
rnt5457,prd6861,user5457,62,280,159,2760240
rnt5458,prd2582,user5458,98,326,345,11022060
rnt5459,prd5331,user5459,70,38,324,861840
rnt5460,prd3370,user5460,10,76,200,152000
rnt5461,prd7782,user5461,52,111,95,548340
rnt5462,prd3773,user5462,33,197,223,1449723
rnt5463,prd1593,user5463,84,108,385,3492720
rnt5464,prd1894,user5464,84,29,305,742980
rnt5465,prd8219,user5465,72,277,58,1156752
rnt5466,prd5605,user5466,15,8,197,23640
rnt5467,prd6689,user5467,39,249,431,4185441
rnt5468,prd9043,user5468,11,143,72,113256
rnt5469,prd6147,user5469,45,42,164,309960
rnt5470,prd9700,user5470,2,266,383,203756
rnt5471,prd2153,user5471,79,23,271,492407
rnt5472,prd3045,user5472,54,253,246,3360852
rnt5473,prd2161,user5473,50,30,366,549000
rnt5474,prd7234,user5474,43,26,61,68198
rnt5475,prd3166,user5475,56,52,352,1025024
rnt5476,prd3089,user5476,97,226,211,4625542
rnt5477,prd2635,user5477,28,137,394,1511384
rnt5478,prd7523,user5478,51,163,255,2119815
rnt5479,prd7485,user5479,25,36,448,403200
rnt5480,prd8837,user5480,85,31,303,798405
rnt5481,prd7118,user5481,37,218,428,3452248
rnt5482,prd828,user5482,57,285,379,6156855
rnt5483,prd2551,user5483,52,214,432,4807296
rnt5484,prd2140,user5484,55,71,157,613085
rnt5485,prd4075,user5485,66,147,399,3871098
rnt5486,prd8566,user5486,2,304,338,205504
rnt5487,prd1816,user5487,57,164,393,3673764
rnt5488,prd3612,user5488,100,12,421,505200
rnt5489,prd7300,user5489,61,269,240,3938160
rnt5490,prd5902,user5490,0,3,66,0
rnt5491,prd3372,user5491,71,237,225,3786075
rnt5492,prd5004,user5492,15,122,361,660630
rnt5493,prd4916,user5493,84,353,253,7501956
rnt5494,prd4007,user5494,79,212,265,4438220
rnt5495,prd8697,user5495,41,240,69,678960
rnt5496,prd3393,user5496,43,23,126,124614
rnt5497,prd5406,user5497,47,89,226,945358
rnt5498,prd7335,user5498,18,286,482,2481336
rnt5499,prd231,user5499,28,302,453,3830568
rnt5500,prd8611,user5500,11,224,312,768768
rnt5501,prd940,user5501,57,188,195,2089620
rnt5502,prd5047,user5502,75,88,43,283800
rnt5503,prd5871,user5503,34,87,326,964308
rnt5504,prd7646,user5504,32,222,112,795648
rnt5505,prd5832,user5505,75,125,218,2043750
rnt5506,prd79,user5506,69,4,365,100740
rnt5507,prd1874,user5507,87,103,421,3772581
rnt5508,prd7421,user5508,57,98,389,2172954
rnt5509,prd6278,user5509,21,172,220,794640
rnt5510,prd6940,user5510,38,297,106,1196316
rnt5511,prd4310,user5511,77,222,243,4153842
rnt5512,prd9886,user5512,45,198,455,4054050
rnt5513,prd9968,user5513,46,74,251,854404
rnt5514,prd5124,user5514,48,301,73,1054704
rnt5515,prd8853,user5515,54,172,113,1049544
rnt5516,prd1897,user5516,37,91,403,1356901
rnt5517,prd4073,user5517,51,111,37,209457
rnt5518,prd8696,user5518,98,255,440,10995600
rnt5519,prd7439,user5519,77,92,458,3244472
rnt5520,prd5568,user5520,28,124,446,1548512
rnt5521,prd9590,user5521,43,191,400,3285200
rnt5522,prd8097,user5522,72,280,125,2520000
rnt5523,prd121,user5523,41,140,162,929880
rnt5524,prd5303,user5524,14,341,20,95480
rnt5525,prd4063,user5525,30,99,12,35640
rnt5526,prd620,user5526,14,227,424,1347472
rnt5527,prd4340,user5527,60,328,470,9249600
rnt5528,prd2154,user5528,42,163,487,3334002
rnt5529,prd4338,user5529,34,228,8,62016
rnt5530,prd7440,user5530,97,176,239,4080208
rnt5531,prd1366,user5531,32,143,301,1377376
rnt5532,prd4076,user5532,81,97,309,2427813
