rental_id,product_id,customer_id,amount,time,price,total
R34721,P36786,C34721,29,279,189,1529199
R34722,P53313,C34722,96,121,43,499488
R34723,P78495,C34723,43,282,389,4717014
R34724,P85482,C34724,46,345,131,2078970
R34725,P83159,C34725,14,126,387,682668
R34726,P95267,C34726,100,100,206,2060000
R34727,P26291,C34727,9,113,159,161703
R34728,P62578,C34728,16,325,263,1367600
R34729,P91572,C34729,27,347,438,4103622
R34730,P63296,C34730,6,330,294,582120
R34731,P97144,C34731,10,292,297,867240
R34732,P36094,C34732,44,257,66,746328
R34733,P19260,C34733,22,152,71,237424
R34734,P92499,C34734,78,79,354,2181348
R34735,P73829,C34735,7,116,475,385700
R34736,P38178,C34736,2,114,274,62472
R34737,P44511,C34737,36,123,420,1859760
R34738,P79571,C34738,90,85,470,3595500
R34739,P74142,C34739,0,0,382,0
R34740,P58044,C34740,61,136,375,3111000
R34741,P43628,C34741,39,353,458,6305286
R34742,P9089,C34742,58,329,471,8987622
R34743,P75452,C34743,46,342,239,3759948
R34744,P18790,C34744,22,278,495,3027420
R34745,P76868,C34745,40,333,78,1038960
R34746,P48187,C34746,97,76,448,3302656
R34747,P45316,C34747,12,196,46,108192
R34748,P99478,C34748,60,105,158,995400
R34749,P98902,C34749,4,138,273,150696
R34750,P66537,C34750,91,201,430,7865130
R34751,P35529,C34751,87,358,49,1526154
R34752,P44707,C34752,49,301,399,5884851
R34753,P18946,C34753,2,263,43,22618
R34754,P30387,C34754,31,167,146,755842
R34755,P27256,C34755,3,311,127,118491
R34756,P17416,C34756,27,166,241,1080162
R34757,P89569,C34757,82,307,125,3146750
R34758,P3055,C34758,5,346,9,15570
R34759,P40194,C34759,41,257,28,295036
R34760,P16540,C34760,52,260,221,2987920
R34761,P77480,C34761,33,166,495,2711610
R34762,P32256,C34762,72,363,8,209088
R34763,P75544,C34763,65,33,463,993135
R34764,P47416,C34764,73,160,497,5804960
R34765,P2145,C34765,89,198,1,17622
R34766,P93650,C34766,3,66,181,35838
R34767,P85337,C34767,75,81,445,2703375
R34768,P30750,C34768,76,85,53,342380
R34769,P19059,C34769,71,207,362,5320314
R34770,P25025,C34770,86,73,78,489684
R34771,P61049,C34771,34,31,127,133858
R34772,P76785,C34772,56,172,473,4555936
R34773,P74127,C34773,9,230,211,436770
R34774,P73380,C34774,17,210,49,174930
R34775,P58617,C34775,99,201,480,9551520
R34776,P50067,C34776,98,136,320,4264960
R34777,P13913,C34777,6,301,44,79464
R34778,P81214,C34778,5,95,179,85025
R34779,P75840,C34779,93,248,1,23064
R34780,P64493,C34780,81,221,382,6838182
R34781,P74139,C34781,95,228,194,4202040
R34782,P14803,C34782,0,128,289,0
R34783,P30763,C34783,82,198,176,2857536
R34784,P71572,C34784,47,308,462,6687912
R34785,P1287,C34785,68,212,498,7179168
R34786,P99987,C34786,86,236,246,4992816
R34787,P39198,C34787,47,310,10,145700
R34788,P14839,C34788,52,283,225,3311100
R34789,P37605,C34789,14,37,17,8806
R34790,P86477,C34790,44,189,423,3517668
R34791,P65364,C34791,50,94,367,1724900
R34792,P50084,C34792,37,119,164,722092
R34793,P25887,C34793,91,109,74,734006
R34794,P80704,C34794,97,364,143,5049044
R34795,P71460,C34795,31,159,224,1104096
R34796,P13441,C34796,52,192,369,3684096
R34797,P54677,C34797,10,342,106,362520
R34798,P62232,C34798,59,11,321,208329
R34799,P69009,C34799,95,353,205,6874675
R34800,P30177,C34800,83,140,169,1963780
R34801,P18786,C34801,45,163,190,1393650
R34802,P40937,C34802,42,84,203,716184
R34803,P94619,C34803,61,110,481,3227510
R34804,P40461,C34804,12,353,422,1787592
R34805,P25162,C34805,67,71,421,2002697
R34806,P15035,C34806,79,0,404,0
R34807,P55648,C34807,31,219,186,1262754
R34808,P44318,C34808,55,77,96,406560
R34809,P53401,C34809,26,164,291,1240824
R34810,P85856,C34810,93,142,294,3882564
R34811,P5679,C34811,23,68,438,685032
R34812,P61432,C34812,23,58,257,342838
R34813,P15246,C34813,79,292,456,10519008
R34814,P3716,C34814,41,350,279,4003650
R34815,P71378,C34815,36,84,146,441504
R34816,P49980,C34816,30,282,462,3908520
R34817,P4454,C34817,22,206,372,1685904
R34818,P69179,C34818,28,133,170,633080
R34819,P74442,C34819,36,201,138,998568
R34820,P80383,C34820,41,97,204,811308
R34821,P53194,C34821,56,26,62,90272
R34822,P48783,C34822,25,286,86,614900
R34823,P65221,C34823,90,143,266,3423420
R34824,P38757,C34824,85,86,1,7310
R34825,P451,C34825,99,318,147,4627854
R34826,P26450,C34826,1,188,147,27636
R34827,P18252,C34827,63,52,164,537264
R34828,P53412,C34828,40,210,298,2503200
R34829,P15350,C34829,67,6,32,12864
R34830,P88503,C34830,32,124,190,753920
R34831,P59349,C34831,75,266,473,9436350
R34832,P6300,C34832,24,89,259,553224
R34833,P19030,C34833,9,352,45,142560
R34834,P62811,C34834,93,325,145,4382625
R34835,P62315,C34835,4,6,145,3480
R34836,P47972,C34836,39,112,148,646464
R34837,P57129,C34837,43,98,78,328692
R34838,P26196,C34838,20,159,183,581940
R34839,P78268,C34839,9,352,122,386496
R34840,P20118,C34840,3,41,6,738
R34841,P46837,C34841,28,348,213,2075472
R34842,P61123,C34842,52,84,390,1703520
R34843,P50541,C34843,73,116,148,1253264
R34844,P94962,C34844,31,289,362,3243158
R34845,P95775,C34845,27,364,28,275184
R34846,P62639,C34846,81,130,21,221130
R34847,P83931,C34847,30,124,357,1328040
R34848,P90461,C34848,17,117,212,421668
R34849,P3903,C34849,58,25,231,334950
R34850,P23645,C34850,68,200,256,3481600
R34851,P78080,C34851,3,249,93,69471
R34852,P95800,C34852,69,156,297,3196908
R34853,P63771,C34853,94,357,18,604044
R34854,P14465,C34854,20,110,454,998800
R34855,P36416,C34855,45,172,336,2600640
R34856,P89631,C34856,8,293,192,450048
R34857,P84129,C34857,65,118,74,567580
R34858,P91934,C34858,93,169,122,1917474
R34859,P38140,C34859,87,86,144,1077408
R34860,P63372,C34860,100,170,100,1700000
R34861,P73670,C34861,20,347,449,3116060
R34862,P91309,C34862,79,264,177,3691512
R34863,P55912,C34863,25,176,215,946000
R34864,P79896,C34864,54,24,191,247536
R34865,P52010,C34865,34,349,257,3049562
R34866,P74713,C34866,25,250,493,3081250
R34867,P22364,C34867,18,360,306,1982880
R34868,P74903,C34868,20,95,304,577600
R34869,P82061,C34869,40,256,87,890880
R34870,P83228,C34870,72,92,133,880992
R34871,P42712,C34871,92,211,419,8133628
R34872,P23529,C34872,45,205,178,1642050
R34873,P6094,C34873,29,68,24,47328
R34874,P5012,C34874,67,200,424,5681600
R34875,P1654,C34875,55,312,266,4564560
R34876,P22534,C34876,39,123,53,254241
R34877,P66357,C34877,45,100,482,2169000
R34878,P72258,C34878,72,60,138,596160
R34879,P59312,C34879,64,266,322,5481728
R34880,P52313,C34880,24,325,74,577200
R34881,P47871,C34881,84,109,441,4037796
R34882,P58735,C34882,36,118,238,1011024
R34883,P51127,C34883,94,224,369,7769664
R34884,P1725,C34884,31,308,346,3303608
R34885,P82314,C34885,23,199,465,2128305
R34886,P40780,C34886,43,360,345,5340600
R34887,P51891,C34887,18,74,18,23976
R34888,P1295,C34888,17,31,224,118048
R34889,P74878,C34889,62,356,239,5275208
R34890,P16164,C34890,51,184,202,1895568
R34891,P25492,C34891,21,315,267,1766205
R34892,P39005,C34892,70,250,492,8610000
R34893,P94276,C34893,99,108,254,2715768
R34894,P25259,C34894,59,186,60,658440
R34895,P70311,C34895,39,360,67,940680
R34896,P99284,C34896,52,81,229,964548
R34897,P86510,C34897,30,243,199,1450710
R34898,P41366,C34898,2,21,388,16296
R34899,P20379,C34899,54,244,394,5191344
R34900,P57029,C34900,77,130,456,4564560
R34901,P52352,C34901,77,38,466,1363516
R34902,P9181,C34902,81,229,296,5490504
R34903,P16607,C34903,29,198,350,2009700
R34904,P75089,C34904,64,125,479,3832000
R34905,P4722,C34905,35,223,165,1287825
R34906,P39486,C34906,39,14,62,33852
R34907,P81109,C34907,1,59,42,2478
R34908,P15877,C34908,76,17,271,350132
R34909,P54248,C34909,81,301,52,1267812
R34910,P81102,C34910,70,46,99,318780
R34911,P70804,C34911,0,251,500,0
R34912,P29932,C34912,99,188,371,6905052
R34913,P74417,C34913,76,343,241,6282388
R34914,P52550,C34914,96,100,24,230400
R34915,P68497,C34915,24,256,329,2021376
R34916,P20725,C34916,90,246,457,10117980
R34917,P79748,C34917,70,91,448,2853760
R34918,P40458,C34918,84,146,358,4390512
R34919,P47634,C34919,24,66,432,684288
R34920,P21765,C34920,71,35,319,792715
R34921,P85713,C34921,2,68,68,9248
R34922,P83818,C34922,98,222,12,261072
R34923,P86682,C34923,20,129,194,500520
R34924,P28131,C34924,87,214,90,1675620
R34925,P50550,C34925,83,246,479,9780222
R34926,P36099,C34926,75,6,473,212850
R34927,P88457,C34927,47,25,95,111625
R34928,P92820,C34928,40,182,312,2271360
R34929,P42823,C34929,27,355,31,297135
R34930,P48887,C34930,13,287,272,1014832
R34931,P5530,C34931,69,251,202,3498438
R34932,P42263,C34932,43,35,7,10535
R34933,P31689,C34933,54,129,195,1358370
R34934,P6115,C34934,31,220,62,422840
R34935,P26297,C34935,44,295,268,3478640
R34936,P496,C34936,85,125,114,1211250
R34937,P26174,C34937,33,38,150,188100
R34938,P4496,C34938,100,209,107,2236300
R34939,P48879,C34939,65,12,30,23400
R34940,P85899,C34940,73,86,62,389236
R34941,P18222,C34941,83,242,380,7632680
R34942,P59204,C34942,85,314,264,7046160
R34943,P69448,C34943,43,342,72,1058832
R34944,P63253,C34944,69,270,383,7135290
R34945,P68023,C34945,43,58,211,526234
R34946,P24641,C34946,87,135,410,4815450
R34947,P61528,C34947,58,245,183,2600430
R34948,P92451,C34948,44,212,488,4552064
R34949,P35108,C34949,14,142,466,926408
R34950,P66702,C34950,94,153,275,3955050
R34951,P96691,C34951,35,251,123,1080555
R34952,P41021,C34952,18,176,375,1188000
R34953,P94641,C34953,31,211,345,2256645
R34954,P66789,C34954,48,362,132,2293632
R34955,P96023,C34955,78,240,297,5559840
R34956,P88788,C34956,95,135,128,1641600
R34957,P30716,C34957,19,298,194,1098428
R34958,P46089,C34958,29,122,253,895114
R34959,P2616,C34959,15,261,11,43065
R34960,P60220,C34960,53,16,48,40704
R34961,P54301,C34961,21,259,448,2436672
R34962,P7561,C34962,27,16,196,84672
R34963,P25614,C34963,26,151,197,773422
R34964,P27845,C34964,72,159,247,2827656
R34965,P3871,C34965,60,69,370,1531800
R34966,P69714,C34966,4,53,499,105788
R34967,P40209,C34967,39,108,260,1095120
R34968,P2896,C34968,47,253,141,1676631
R34969,P11295,C34969,94,328,168,5179776
R34970,P78142,C34970,82,232,67,1274608
R34971,P6595,C34971,67,239,372,5956836
R34972,P82034,C34972,96,248,190,4523520
R34973,P48463,C34973,17,64,377,410176
R34974,P76116,C34974,91,149,300,4067700
R34975,P81550,C34975,30,331,362,3594660
R34976,P40641,C34976,98,107,263,2757818
R34977,P18599,C34977,17,69,88,103224
R34978,P98425,C34978,85,67,58,330310
R34979,P95413,C34979,19,147,345,963585
R34980,P20379,C34980,43,210,135,1219050
R34981,P52822,C34981,21,193,135,547155
R34982,P12548,C34982,60,169,224,2271360
R34983,P96654,C34983,3,305,55,50325
R34984,P44987,C34984,68,48,280,913920
R34985,P79980,C34985,36,252,68,616896
R34986,P25390,C34986,50,322,66,1062600
R34987,P86669,C34987,95,8,17,12920
R34988,P77598,C34988,27,62,194,324756
R34989,P58460,C34989,16,265,405,1717200
R34990,P2094,C34990,34,297,31,313038
R34991,P20247,C34991,94,79,413,3066938
R34992,P78298,C34992,33,334,395,4353690
R34993,P55042,C34993,32,261,74,618048
R34994,P71699,C34994,73,249,65,1181505
R34995,P57945,C34995,45,277,132,1645380
R34996,P96209,C34996,41,240,185,1820400
R34997,P62596,C34997,32,345,26,287040
R34998,P96647,C34998,82,88,494,3564704
R34999,P6880,C34999,26,222,180,1038960
R35000,P59491,C35000,99,112,207,2295216
R35001,P74622,C35001,54,29,500,783000
R35002,P45555,C35002,68,70,397,1889720
R35003,P83195,C35003,96,354,369,12540096
R35004,P29010,C35004,19,5,420,39900
R35005,P93890,C35005,90,96,411,3551040
R35006,P40863,C35006,93,171,152,2417256
R35007,P1310,C35007,70,84,89,523320
R35008,P74249,C35008,48,102,373,1826208
R35009,P28451,C35009,3,209,25,15675
R35010,P90471,C35010,8,163,473,616792
R35011,P86911,C35011,0,91,314,0
R35012,P38772,C35012,23,192,210,927360
R35013,P70514,C35013,13,314,424,1730768
R35014,P16273,C35014,51,46,202,473892
R35015,P94071,C35015,35,54,60,113400
R35016,P87442,C35016,87,316,183,5031036
R35017,P5610,C35017,66,118,165,1285020
R35018,P82402,C35018,96,282,254,6876288
R35019,P99630,C35019,70,126,75,661500
R35020,P18306,C35020,24,315,184,1391040
R35021,P66446,C35021,69,184,475,6030600
R35022,P14243,C35022,8,332,361,958816
R35023,P71887,C35023,20,295,389,2295100
R35024,P54173,C35024,45,289,13,169065
R35025,P5778,C35025,51,103,241,1265973
R35026,P44300,C35026,74,99,58,424908
R35027,P46676,C35027,47,75,12,42300
R35028,P40428,C35028,92,332,277,8460688
R35029,P34210,C35029,49,52,283,721084
R35030,P37967,C35030,10,154,439,676060
R35031,P27704,C35031,35,16,357,199920
R35032,P22782,C35032,89,75,316,2109300
R35033,P77702,C35033,9,358,151,486522
R35034,P26595,C35034,85,299,81,2058615
R35035,P52421,C35035,12,320,115,441600
R35036,P4305,C35036,28,325,124,1128400
R35037,P92897,C35037,93,171,74,1176822
R35038,P51766,C35038,97,172,414,6907176
R35039,P97811,C35039,79,181,28,400372
R35040,P15542,C35040,71,82,152,884944
R35041,P94629,C35041,89,110,69,675510
R35042,P43409,C35042,62,252,50,781200
R35043,P59373,C35043,28,291,108,879984
R35044,P67791,C35044,69,97,217,1452381
R35045,P12650,C35045,84,301,27,682668
R35046,P91213,C35046,25,295,136,1003000
R35047,P46042,C35047,94,136,284,3630656
R35048,P94908,C35048,83,117,473,4593303
R35049,P77298,C35049,84,200,350,5880000
R35050,P10855,C35050,29,253,192,1408704
R35051,P76282,C35051,7,322,239,538706
R35052,P93059,C35052,1,15,198,2970
R35053,P44042,C35053,98,8,485,380240
R35054,P913,C35054,49,364,100,1783600
R35055,P48430,C35055,81,95,247,1900665
R35056,P20297,C35056,69,46,418,1326732
R35057,P94850,C35057,87,346,6,180612
R35058,P7675,C35058,24,234,259,1454544
R35059,P38459,C35059,86,114,258,2529432
R35060,P53411,C35060,7,257,147,264453
R35061,P66262,C35061,83,202,183,3068178
R35062,P93111,C35062,92,0,375,0
R35063,P57989,C35063,23,132,265,804540
R35064,P59511,C35064,43,15,68,43860
R35065,P78725,C35065,25,40,8,8000
R35066,P30122,C35066,75,148,185,2053500
R35067,P29039,C35067,56,233,264,3444672
R35068,P25921,C35068,28,221,270,1670760
R35069,P80414,C35069,68,140,461,4388720
R35070,P5178,C35070,80,228,196,3575040
R35071,P67418,C35071,95,13,351,433485
R35072,P70966,C35072,57,266,246,3729852
R35073,P7074,C35073,83,88,88,642752
R35074,P93440,C35074,64,241,278,4287872
R35075,P83726,C35075,0,332,210,0
R35076,P96327,C35076,31,324,115,1155060
R35077,P20600,C35077,13,72,91,85176
R35078,P18199,C35078,78,237,16,295776
R35079,P49353,C35079,31,346,312,3346512
R35080,P19115,C35080,1,316,97,30652
R35081,P48618,C35081,27,232,205,1284120
R35082,P43738,C35082,92,0,372,0
R35083,P81080,C35083,96,224,256,5505024
R35084,P37612,C35084,26,257,389,2599298
R35085,P31983,C35085,43,168,82,592368
R35086,P47121,C35086,99,45,282,1256310
R35087,P3022,C35087,99,238,483,11380446
R35088,P10201,C35088,67,232,410,6373040
R35089,P76910,C35089,62,36,377,841464
R35090,P15459,C35090,30,160,162,777600
R35091,P15268,C35091,37,283,35,366485
R35092,P52457,C35092,95,160,157,2386400
R35093,P27048,C35093,3,2,347,2082
R35094,P83382,C35094,31,332,260,2675920
R35095,P47488,C35095,59,289,468,7979868
R35096,P71918,C35096,100,13,358,465400
R35097,P87863,C35097,2,283,64,36224
R35098,P42060,C35098,82,341,375,10485750
R35099,P76940,C35099,23,264,321,1949112
R35100,P42947,C35100,63,178,64,717696
R35101,P43276,C35101,18,168,80,241920
R35102,P98592,C35102,95,199,259,4896395
R35103,P93237,C35103,37,243,242,2175822
R35104,P97461,C35104,99,279,135,3728835
R35105,P59739,C35105,14,157,323,709954
R35106,P20926,C35106,58,139,440,3547280
R35107,P40919,C35107,57,320,99,1805760
R35108,P6358,C35108,79,148,20,233840
R35109,P49169,C35109,11,351,366,1413126
R35110,P91544,C35110,40,86,118,405920
R35111,P55311,C35111,57,201,434,4972338
R35112,P98869,C35112,86,251,223,4813678
R35113,P79029,C35113,22,103,109,246994
R35114,P98538,C35114,2,20,163,6520
R35115,P76879,C35115,58,178,404,4170896
R35116,P17087,C35116,87,302,200,5254800
R35117,P54470,C35117,37,222,193,1585302
R35118,P4160,C35118,33,130,136,583440
R35119,P51373,C35119,26,336,499,4359264
R35120,P60171,C35120,96,177,3,50976
R35121,P20687,C35121,23,287,393,2594193
R35122,P66619,C35122,84,185,182,2828280
R35123,P59400,C35123,15,166,130,323700
R35124,P9223,C35124,82,242,318,6310392
R35125,P53956,C35125,62,99,410,2516580
R35126,P37725,C35126,79,351,424,11757096
R35127,P88815,C35127,62,244,247,3736616
R35128,P72463,C35128,10,57,130,74100
R35129,P64808,C35129,23,272,191,1194896
R35130,P30514,C35130,7,81,442,250614
R35131,P50618,C35131,60,117,213,1495260
R35132,P14045,C35132,14,350,221,1082900
R35133,P12908,C35133,43,294,155,1959510
R35134,P11968,C35134,5,130,431,280150
R35135,P14790,C35135,22,343,116,875336
R35136,P54791,C35136,93,357,17,564417
R35137,P20144,C35137,42,75,494,1556100
R35138,P94592,C35138,72,256,206,3796992
R35139,P51194,C35139,56,149,176,1468544
R35140,P84734,C35140,97,74,268,1923704
R35141,P30612,C35141,53,311,359,5917397
R35142,P16021,C35142,80,197,14,220640
R35143,P71597,C35143,68,293,151,3008524
R35144,P6598,C35144,2,136,113,30736
R35145,P84504,C35145,99,26,150,386100
R35146,P98878,C35146,56,171,187,1790712
R35147,P81343,C35147,22,196,110,474320
R35148,P73031,C35148,69,88,250,1518000
R35149,P22746,C35149,66,82,425,2300100
R35150,P5502,C35150,70,298,152,3170720
R35151,P48005,C35151,58,31,76,136648
R35152,P22241,C35152,23,220,464,2347840
R35153,P66645,C35153,75,348,460,12006000
R35154,P48229,C35154,69,298,212,4359144
R35155,P34551,C35155,48,282,102,1380672
R35156,P90522,C35156,65,359,487,11364145
R35157,P14904,C35157,27,288,53,412128
R35158,P98252,C35158,64,241,392,6046208
R35159,P79710,C35159,29,154,156,696696
R35160,P52604,C35160,73,275,96,1927200
R35161,P26803,C35161,89,347,96,2964768
R35162,P86844,C35162,44,203,126,1125432
R35163,P23719,C35163,60,342,75,1539000
R35164,P54697,C35164,80,325,225,5850000
R35165,P43657,C35165,89,193,395,6784915
R35166,P12962,C35166,93,170,439,6940590
R35167,P36347,C35167,22,64,218,306944
R35168,P46053,C35168,8,200,499,798400
R35169,P92137,C35169,59,334,192,3783552
R35170,P68943,C35170,19,282,70,375060
R35171,P48437,C35171,9,178,263,421326
R35172,P76669,C35172,31,39,242,292578
R35173,P50602,C35173,60,188,193,2177040
R35174,P49757,C35174,73,41,57,170601
R35175,P9934,C35175,27,305,273,2248155
R35176,P45262,C35176,11,125,38,52250
R35177,P30823,C35177,11,97,199,212333
R35178,P61353,C35178,6,105,225,141750
R35179,P90043,C35179,15,190,492,1402200
R35180,P37788,C35180,88,220,454,8789440
R35181,P31500,C35181,23,85,249,486795
R35182,P78945,C35182,1,312,82,25584
R35183,P57772,C35183,65,103,485,3247075
R35184,P49440,C35184,34,88,389,1163888
R35185,P25337,C35185,83,301,3,74949
R35186,P11097,C35186,97,3,58,16878
R35187,P84710,C35187,91,59,354,1900626
R35188,P57994,C35188,1,173,23,3979
R35189,P29219,C35189,21,225,376,1776600
R35190,P51221,C35190,70,190,471,6264300
R35191,P69789,C35191,74,263,111,2160282
R35192,P79081,C35192,93,242,428,9632568
R35193,P23566,C35193,75,94,245,1727250
R35194,P87044,C35194,62,247,409,6263426
R35195,P99361,C35195,3,159,377,179829
R35196,P4998,C35196,65,183,302,3592290
R35197,P53775,C35197,40,265,228,2416800
R35198,P30258,C35198,65,327,25,531375
R35199,P58725,C35199,80,339,168,4556160
R35200,P25191,C35200,77,212,368,6007232
R35201,P87195,C35201,0,18,291,0
R35202,P78097,C35202,83,100,250,2075000
R35203,P11598,C35203,61,119,284,2061556
R35204,P38346,C35204,77,50,220,847000
R35205,P92779,C35205,11,191,149,313049
R35206,P68609,C35206,96,117,428,4807296
R35207,P76905,C35207,24,229,466,2561136
R35208,P98362,C35208,35,169,205,1212575
R35209,P47253,C35209,2,73,266,38836
R35210,P77604,C35210,60,227,268,3650160
R35211,P79491,C35211,49,81,433,1718577
R35212,P17497,C35212,17,217,354,1305906
R35213,P7973,C35213,19,155,214,630230
R35214,P25335,C35214,50,362,166,3004600
R35215,P85785,C35215,99,60,453,2690820
R35216,P76876,C35216,38,331,115,1446470
R35217,P16494,C35217,85,161,332,4543420
R35218,P32730,C35218,96,323,303,9395424
R35219,P37518,C35219,63,266,389,6518862
R35220,P13039,C35220,92,82,139,1048616
R35221,P57619,C35221,72,50,181,651600
R35222,P83481,C35222,76,337,134,3432008
R35223,P38968,C35223,25,289,271,1957975
R35224,P23762,C35224,51,150,221,1690650
R35225,P61139,C35225,63,13,421,344799
R35226,P6671,C35226,34,81,99,272646
R35227,P54826,C35227,23,6,425,58650
R35228,P86188,C35228,78,11,106,90948
R35229,P27933,C35229,92,233,19,407284
R35230,P71247,C35230,40,112,221,990080
R35231,P87247,C35231,16,312,111,554112
R35232,P49796,C35232,40,278,204,2268480
R35233,P56772,C35233,37,333,395,4866795
R35234,P94828,C35234,11,140,451,694540
R35235,P9453,C35235,41,171,173,1212903
R35236,P53889,C35236,15,325,19,92625
R35237,P45071,C35237,47,196,205,1888460
R35238,P26133,C35238,78,234,346,6315192
R35239,P57444,C35239,53,101,364,1948492
R35240,P91369,C35240,20,36,335,241200
R35241,P78686,C35241,84,151,141,1788444
R35242,P6816,C35242,43,71,38,116014
R35243,P21283,C35243,70,153,452,4840920
R35244,P29328,C35244,68,328,478,10661312
R35245,P49326,C35245,36,243,331,2895588
R35246,P91062,C35246,7,138,254,245364
R35247,P95718,C35247,13,78,480,486720
R35248,P83147,C35248,24,160,33,126720
R35249,P95673,C35249,9,352,265,839520
R35250,P65848,C35250,26,356,363,3359928
R35251,P18916,C35251,63,10,26,16380
R35252,P58154,C35252,0,357,319,0
R35253,P45133,C35253,30,289,458,3970860
R35254,P1126,C35254,56,175,290,2842000
R35255,P80886,C35255,87,200,302,5254800
R35256,P77994,C35256,34,29,299,294814
R35257,P88091,C35257,83,52,482,2080312
R35258,P72830,C35258,84,105,277,2443140
R35259,P73122,C35259,49,26,178,226772
R35260,P23340,C35260,28,135,57,215460
R35261,P43284,C35261,46,9,37,15318
R35262,P16910,C35262,51,174,155,1375470
R35263,P79923,C35263,74,327,448,10840704
R35264,P24289,C35264,70,365,70,1788500
R35265,P88331,C35265,20,98,27,52920
R35266,P61255,C35266,9,353,140,444780
R35267,P46802,C35267,96,205,463,9111840
R35268,P41151,C35268,97,53,443,2277463
R35269,P90170,C35269,33,316,159,1658052
R35270,P66964,C35270,64,319,476,9718016
R35271,P22646,C35271,76,306,370,8604720
R35272,P45930,C35272,75,234,117,2053350
R35273,P66035,C35273,35,115,13,52325
R35274,P33617,C35274,21,40,236,198240
R35275,P90777,C35275,68,273,499,9263436
R35276,P85865,C35276,54,267,220,3171960
R35277,P18606,C35277,69,21,376,544824
R35278,P99115,C35278,8,151,219,264552
R35279,P35827,C35279,92,28,293,754768
R35280,P17570,C35280,98,103,303,3058482
R35281,P19512,C35281,59,3,388,68676
R35282,P46969,C35282,24,187,100,448800
R35283,P36161,C35283,99,211,212,4428468
R35284,P95316,C35284,10,227,389,883030
R35285,P30507,C35285,57,234,362,4828356
R35286,P85848,C35286,1,362,103,37286
R35287,P92523,C35287,24,230,366,2020320
R35288,P41446,C35288,19,6,379,43206
R35289,P3841,C35289,44,12,292,154176
R35290,P98566,C35290,90,94,23,194580
R35291,P87302,C35291,52,46,290,693680
R35292,P74849,C35292,70,129,7,63210
R35293,P32748,C35293,8,180,385,554400
R35294,P64887,C35294,86,253,25,543950
R35295,P37661,C35295,75,144,63,680400
R35296,P45477,C35296,62,280,389,6753040
R35297,P29256,C35297,58,235,330,4497900
R35298,P19200,C35298,32,130,372,1547520
R35299,P1536,C35299,52,153,387,3078972
R35300,P71351,C35300,72,124,154,1374912
R35301,P18219,C35301,77,354,221,6024018
R35302,P73339,C35302,96,273,420,11007360
R35303,P39936,C35303,85,121,161,1655885
R35304,P73159,C35304,33,195,333,2142855
R35305,P53152,C35305,31,305,320,3025600
R35306,P80968,C35306,27,145,227,888705
R35307,P17326,C35307,90,293,297,7831890
R35308,P32228,C35308,15,274,154,632940
R35309,P47831,C35309,11,297,495,1617165
R35310,P51704,C35310,29,222,73,469974
R35311,P46343,C35311,96,351,27,909792
R35312,P84138,C35312,58,317,499,9174614
R35313,P53875,C35313,84,330,141,3908520
R35314,P64480,C35314,34,123,63,263466
R35315,P18576,C35315,48,262,309,3885984
R35316,P87977,C35316,78,104,456,3699072
R35317,P85800,C35317,80,342,201,5499360
R35318,P69146,C35318,2,271,305,165310
R35319,P58944,C35319,45,267,201,2415015
R35320,P34947,C35320,95,201,487,9299265
R35321,P608,C35321,11,177,187,364089
R35322,P96872,C35322,45,160,8,57600
R35323,P10364,C35323,46,169,38,295412
R35324,P83892,C35324,54,217,381,4464558
R35325,P97317,C35325,24,114,297,812592
R35326,P96987,C35326,83,179,79,1173703
R35327,P95316,C35327,7,139,193,187789
R35328,P50606,C35328,100,27,398,1074600
R35329,P85636,C35329,18,331,317,1888686
R35330,P36178,C35330,77,220,138,2337720
R35331,P22824,C35331,80,268,251,5381440
R35332,P59674,C35332,12,131,128,201216
R35333,P30629,C35333,33,110,328,1190640
R35334,P30182,C35334,81,181,95,1392795
R35335,P13317,C35335,2,147,91,26754
R35336,P73160,C35336,65,30,301,586950
R35337,P79439,C35337,66,135,487,4339170
R35338,P80633,C35338,92,326,91,2729272
R35339,P73185,C35339,22,61,118,158356
R35340,P94523,C35340,98,132,290,3751440
R35341,P98140,C35341,16,62,34,33728
R35342,P55085,C35342,6,226,113,153228
R35343,P75532,C35343,23,349,419,3363313
R35344,P83666,C35344,4,126,415,209160
R35345,P3717,C35345,42,255,420,4498200
R35346,P66165,C35346,72,187,134,1804176
R35347,P2068,C35347,66,156,24,247104
R35348,P19350,C35348,36,337,7,84924
R35349,P78482,C35349,61,326,243,4832298
R35350,P75224,C35350,5,190,365,346750
R35351,P90580,C35351,2,240,169,81120
R35352,P89808,C35352,27,260,74,519480
R35353,P447,C35353,72,155,392,4374720
R35354,P22916,C35354,23,286,57,374946
R35355,P6783,C35355,59,208,436,5350592
R35356,P28995,C35356,10,274,158,432920
R35357,P47668,C35357,27,136,308,1130976
R35358,P9544,C35358,29,2,438,25404
R35359,P43177,C35359,43,242,293,3048958
R35360,P38529,C35360,95,46,318,1389660
R35361,P52229,C35361,70,232,465,7551600
R35362,P37125,C35362,27,210,154,873180
R35363,P2217,C35363,62,325,293,5903950
R35364,P99134,C35364,77,26,137,274274
R35365,P92519,C35365,31,6,421,78306
R35366,P83843,C35366,41,214,437,3834238
R35367,P10005,C35367,47,6,216,60912
R35368,P14285,C35368,17,28,12,5712
R35369,P72334,C35369,47,259,55,669515
