rental_id,user_id,product_id,quantity_rented,start_date,end_date
4468,CID1933,PID6482,2,2018-04-22,2019-10-09
4469,CID7521,PID9336,3,2012-07-09,2019-07-08
4470,CID6046,PID6005,4,2013-02-25,2021-09-21
4471,CID8417,PID3740,2,2011-10-25,2012-04-17
4472,CID0211,PID8123,3,2019-10-13,2019-12-09
4473,CID1681,PID0900,1,2016-01-28,2016-05-08
4474,CID4336,PID5570,18,2014-01-19,2018-09-10
4475,CID2210,PID7111,1,2010-03-22,2017-08-05
4476,CID5002,PID5108,17,2016-11-02,2019-11-27
4477,CID5191,PID4098,22,2014-04-15,2018-03-26
4478,CID8726,PID4252,4,2018-07-03,2023-03-30
4479,CID0877,PID0218,11,2019-03-27,2023-01-23
4480,CID5170,PID4938,16,2014-07-04,2017-04-10
4481,CID6126,PID1386,2,2013-07-12,2015-03-09
4482,CID9933,PID8070,21,2016-08-27,2021-09-25
4483,CID0441,PID4392,14,2011-08-29,2012-02-13
4484,CID3626,PID1966,2,2010-01-21,2012-12-15
4485,CID8783,PID7286,18,2015-07-14,2017-09-06
4486,CID3116,PID5972,4,2011-12-22,2015-09-14
4487,CID2792,PID5224,19,2010-05-25,2011-09-23
4488,CID8581,PID8051,4,2012-01-07,2013-04-03
4489,CID1789,PID1092,25,2017-09-20,2023-01-05
4490,CID3449,PID1386,4,2019-05-10,2020-08-31
4491,CID5867,PID4260,17,2011-09-09,2021-01-10
4492,CID0748,PID6664,1,2019-11-10,2022-09-07
4493,CID6320,PID0197,14,2020-02-03,2021-12-26
4494,CID5475,PID6938,17,2011-04-06,2016-08-05
4495,CID8816,PID9347,3,2016-06-12,2020-02-24
4496,CID7427,PID5878,13,2018-02-23,2018-05-04
4497,CID1464,PID2865,20,2011-08-11,2016-11-24
4498,CID4283,PID8413,10,2011-05-05,2016-09-05
4499,CID5006,PID2962,4,2010-05-28,2022-02-11
4500,CID9451,PID9879,2,2015-05-14,2022-12-08
4501,CID0406,PID6133,4,2014-08-09,2022-03-19
4502,CID2269,PID0908,3,2017-09-16,2017-10-10
4503,CID1033,PID2642,16,2015-07-10,2016-02-06
4504,CID6626,PID9408,2,2010-06-07,2014-07-30
4505,CID0361,PID7610,3,2011-03-22,2022-02-06
4506,CID6331,PID3141,19,2018-01-22,2021-02-24
4507,CID3037,PID6301,1,2016-07-18,2020-11-15
4508,CID5145,PID1239,4,2016-12-16,2020-02-08
4509,CID8890,PID0170,1,2010-09-12,2019-11-19
4510,CID3193,PID0296,3,2013-09-02,2020-10-07
4511,CID5920,PID3531,10,2011-05-18,2015-09-06
4512,CID3203,PID4308,24,2019-06-02,2021-09-06
4513,CID4303,PID2673,2,2013-12-19,2019-07-17
4514,CID6734,PID5949,3,2014-07-19,2020-11-01
4515,CID3367,PID3123,18,2010-07-11,2020-03-10
4516,CID6706,PID4331,4,2016-04-20,2022-08-07
4517,CID2146,PID6813,21,2017-08-13,2019-11-04
4518,CID6817,PID8679,17,2019-08-30,2021-03-14
4519,CID2488,PID9368,3,2015-06-17,2022-10-08
4520,CID9776,PID2085,4,2014-05-19,2014-08-03
4521,CID7602,PID7512,1,2015-02-19,2016-01-06
4522,CID0879,PID7378,10,2015-05-15,2017-09-18
4523,CID2701,PID9686,11,2010-03-18,2011-06-09
4524,CID2292,PID7121,18,2019-08-28,2022-05-21
4525,CID2177,PID3865,23,2014-09-17,2022-03-25
4526,CID1604,PID5000,1,2017-12-24,2019-07-26
4527,CID3523,PID7918,3,2018-07-16,2023-01-30
4528,CID9056,PID0611,24,2015-03-24,2018-04-16
4529,CID5302,PID5994,3,2014-04-02,2015-11-11
4530,CID8828,PID5711,17,2012-11-17,2014-08-04
4531,CID7168,PID9983,4,2014-06-18,2018-03-02
4532,CID1459,PID6658,1,2017-06-15,2018-01-23
4533,CID9234,PID8412,4,2013-07-30,2023-03-19
4534,CID4358,PID1508,1,2019-05-02,2020-08-11
4535,CID5800,PID3091,24,2015-01-02,2023-02-24
4536,CID7661,PID4532,12,2016-03-01,2019-03-12
4537,CID9362,PID5372,25,2018-12-07,2022-05-08
4538,CID7741,PID8690,21,2014-02-13,2021-08-29
4539,CID1733,PID9254,1,2010-08-31,2021-11-04
4540,CID3426,PID3787,22,2017-10-11,2023-03-16
4541,CID7857,PID5554,2,2019-07-15,2021-03-10
4542,CID4146,PID9134,3,2013-02-21,2017-03-31
4543,CID3277,PID5625,3,2020-02-11,2021-07-23
4544,CID6016,PID9053,15,2017-01-25,2022-03-13
4545,CID7133,PID3821,4,2013-10-19,2017-12-11
4546,CID0199,PID6204,21,2014-10-16,2016-05-01
4547,CID2225,PID4294,2,2015-05-21,2018-06-18
4548,CID4474,PID2621,2,2011-07-18,2019-02-19
4549,CID5656,PID7170,15,2011-12-04,2022-09-20
4550,CID0346,PID2246,21,2013-08-02,2013-12-21
4551,CID4224,PID4213,4,2010-07-24,2020-01-01
4552,CID0173,PID7124,1,2013-05-06,2015-12-01
4553,CID8941,PID2605,4,2013-08-28,2020-01-14
4554,CID1455,PID5327,11,2015-01-15,2019-09-29
4555,CID3567,PID3691,20,2014-02-28,2017-11-18
4556,CID9726,PID7249,24,2018-04-07,2020-11-18
4557,CID5773,PID5469,3,2015-09-25,2022-11-10
4558,CID1014,PID9813,2,2018-02-21,2019-09-06
4559,CID4946,PID9708,4,2014-05-21,2018-01-16
4560,CID5105,PID8678,13,2010-08-22,2019-07-04
4561,CID7915,PID4456,18,2018-09-04,2019-01-15
4562,CID7413,PID2125,2,2016-12-12,2020-10-03
4563,CID3834,PID1811,1,2013-05-22,2013-10-27
4564,CID5454,PID3483,2,2016-03-20,2017-02-28
4565,CID4925,PID1752,24,2012-04-13,2016-08-06
4566,CID2575,PID3169,24,2014-04-15,2017-09-01
4567,CID3571,PID5243,20,2016-07-26,2018-09-15
4568,CID1696,PID2755,21,2010-06-21,2014-12-25
4569,CID3600,PID2812,3,2017-01-22,2017-01-23
4570,CID5883,PID1122,4,2011-03-13,2017-01-12
4571,CID5477,PID7487,4,2018-10-09,2019-06-08
4572,CID5295,PID3277,2,2010-01-22,2019-06-06
4573,CID4101,PID8154,2,2010-04-19,2016-07-15
4574,CID3318,PID2115,2,2012-08-30,2014-09-19
4575,CID2949,PID9535,2,2018-07-23,2023-03-19
4576,CID9387,PID4772,21,2011-04-09,2013-09-11
4577,CID6628,PID6307,4,2018-06-19,2022-06-19
4578,CID9874,PID9676,4,2010-05-13,2013-05-06
4579,CID5584,PID1038,22,2016-03-10,2017-09-21
4580,CID8194,PID1725,24,2016-12-07,2019-05-25
4581,CID2941,PID1429,1,2011-02-07,2018-09-11
4582,CID7925,PID7769,3,2013-10-18,2022-08-23
4583,CID7848,PID3135,2,2015-09-05,2017-06-05
4584,CID2040,PID9296,4,2015-02-28,2016-05-03
4585,CID9843,PID4360,18,2016-01-05,2017-07-16
4586,CID2650,PID0829,1,2010-06-05,2013-04-27
4587,CID1822,PID6248,1,2010-05-28,2020-03-18
4588,CID0134,PID5124,14,2013-03-02,2019-12-22
4589,CID4624,PID0356,16,2016-03-09,2017-02-13
4590,CID5866,PID2314,24,2011-04-20,2019-06-01
4591,CID2422,PID2410,3,2010-12-26,2019-09-01
4592,CID1922,PID5692,4,2010-03-09,2011-06-29
4593,CID4234,PID5967,1,2012-11-14,2015-05-21
4594,CID0454,PID9150,3,2017-06-21,2019-09-08
4595,CID6970,PID0597,1,2017-03-14,2023-02-10
4596,CID8556,PID9821,23,2013-12-28,2016-02-29
4597,CID1984,PID7740,4,2015-08-13,2022-10-19
4598,CID3954,PID5868,24,2017-07-04,2022-12-15
4599,CID1658,PID5462,12,2016-09-18,2020-08-16
4600,CID9652,PID6892,18,2011-07-16,2019-06-22
4601,CID8041,PID9250,3,2013-05-19,2013-06-11
4602,CID5864,PID7812,3,2019-04-08,2022-07-09
4603,CID3548,PID2963,2,2018-02-09,2022-04-13
4604,CID2774,PID0306,22,2012-02-12,2022-08-12
4605,CID2378,PID3887,4,2019-04-12,2021-05-28
4606,CID5594,PID4765,25,2018-06-14,2020-05-28
4607,CID5084,PID6069,3,2011-05-18,2011-12-23
4608,CID3395,PID1121,21,2015-09-25,2022-08-22
4609,CID5360,PID2302,4,2013-12-31,2019-02-13
4610,CID4435,PID5646,1,2015-01-25,2021-03-01
4611,CID8647,PID7314,24,2010-08-14,2019-12-17
4612,CID9557,PID4553,25,2011-10-02,2019-01-08
4613,CID9265,PID6303,1,2017-04-10,2019-07-30
4614,CID6154,PID5269,3,2015-08-29,2017-03-04
4615,CID0864,PID3821,4,2011-01-23,2023-02-12
4616,CID6307,PID1795,2,2012-07-12,2020-08-08
4617,CID2640,PID5720,14,2017-07-02,2018-05-16
4618,CID5358,PID7389,12,2015-03-07,2022-03-11
4619,CID4116,PID9905,1,2010-08-12,2014-04-01
4620,CID2958,PID0517,23,2018-06-29,2022-10-26
4621,CID7557,PID1946,3,2011-04-17,2019-07-07
4622,CID4967,PID8880,1,2019-09-15,2021-11-24
4623,CID3164,PID0345,4,2013-01-26,2015-09-27
4624,CID6129,PID3943,20,2013-02-02,2018-03-04
4625,CID3310,PID4928,2,2012-12-20,2016-12-11
4626,CID6095,PID5847,1,2020-02-02,2021-12-30
4627,CID4526,PID8328,24,2018-09-06,2020-10-19
4628,CID6335,PID8491,17,2013-05-07,2014-12-14
4629,CID5510,PID7267,15,2014-01-20,2018-05-03
4630,CID4147,PID6206,21,2015-07-24,2016-09-19
4631,CID8298,PID7481,2,2019-04-12,2021-11-18
4632,CID0790,PID6717,10,2019-10-06,2022-08-23
4633,CID9832,PID0334,4,2016-05-03,2018-12-30
4634,CID1909,PID5794,17,2016-06-20,2019-03-22
4635,CID2434,PID5306,2,2013-07-31,2014-04-22
4636,CID1044,PID1469,13,2017-04-25,2022-10-05
4637,CID1366,PID7337,4,2019-07-14,2021-03-03
4638,CID0879,PID2951,25,2015-10-11,2017-12-16
4639,CID4393,PID8718,20,2014-07-01,2017-11-22
4640,CID0527,PID3766,12,2019-11-26,2023-02-21
4641,CID6247,PID9769,22,2015-12-20,2019-12-19
4642,CID5563,PID9472,1,2010-11-28,2016-03-11
4643,CID6154,PID2114,4,2013-07-08,2016-05-31
4644,CID8714,PID5343,10,2018-03-22,2021-11-02
4645,CID8421,PID4240,1,2013-12-29,2019-01-23
4646,CID1741,PID1832,4,2011-03-12,2018-01-03
4647,CID3484,PID9696,3,2019-07-26,2021-07-15
4648,CID6287,PID4061,13,2018-08-02,2022-04-04
4649,CID0797,PID1776,3,2017-08-08,2022-07-19
4650,CID4975,PID7755,2,2017-12-11,2020-06-24
4651,CID3069,PID1831,16,2019-02-02,2022-06-26
4652,CID6370,PID3167,22,2015-07-03,2015-11-02
4653,CID5425,PID3824,2,2013-04-01,2013-06-19
4654,CID7359,PID9343,21,2019-04-06,2021-10-30
4655,CID3811,PID5836,1,2010-02-27,2021-10-06
4656,CID7595,PID0878,14,2019-07-12,2020-02-22
4657,CID5860,PID0597,3,2015-01-12,2023-03-28
4658,CID6594,PID3498,3,2011-06-19,2022-08-30
4659,CID9838,PID1268,10,2011-04-16,2022-10-09
4660,CID5392,PID3925,20,2015-07-26,2022-08-31
4661,CID7550,PID5856,1,2019-05-27,2021-02-25
4662,CID3195,PID3058,4,2014-11-05,2018-12-21
4663,CID3196,PID7974,20,2017-12-26,2023-03-18
4664,CID4566,PID6030,21,2020-01-14,2022-09-29
4665,CID3331,PID1194,2,2010-06-26,2014-12-20
4666,CID9292,PID4960,10,2010-04-29,2018-04-13
4667,CID0675,PID9853,3,2012-08-30,2016-09-05
4668,CID4085,PID9219,4,2011-04-06,2018-12-03
4669,CID6323,PID1527,12,2011-06-13,2012-01-25
4670,CID6556,PID7565,21,2013-11-03,2018-03-11
4671,CID1326,PID1808,13,2012-01-08,2014-09-23
4672,CID3179,PID4936,19,2016-02-01,2019-05-10
4673,CID0714,PID3941,1,2011-10-23,2018-06-09
4674,CID3857,PID2317,2,2019-06-29,2020-10-03
4675,CID6631,PID1860,3,2014-01-06,2020-10-08
4676,CID0278,PID7521,4,2013-04-02,2022-01-10
4677,CID3143,PID6255,1,2011-01-15,2018-06-27
4678,CID6645,PID2745,2,2013-07-29,2020-04-24
4679,CID7163,PID3714,2,2014-11-03,2020-02-26
4680,CID5669,PID6332,1,2015-12-14,2021-04-27
4681,CID5301,PID9129,4,2014-12-11,2018-11-17
4682,CID9383,PID4566,3,2018-01-26,2018-08-18
4683,CID1423,PID3039,1,2017-08-23,2018-12-07
4684,CID0898,PID4423,2,2014-12-06,2018-12-24
4685,CID0596,PID4717,1,2018-05-30,2018-06-17
4686,CID7384,PID0425,16,2018-03-01,2019-03-05
4687,CID6442,PID3912,12,2013-10-24,2014-08-25
4688,CID7114,PID7597,3,2014-08-12,2021-03-20
4689,CID0154,PID7065,2,2017-07-27,2020-04-14
4690,CID9562,PID9623,25,2014-04-28,2021-09-03
4691,CID1763,PID8386,10,2012-11-23,2021-11-25
4692,CID3904,PID0801,4,2015-10-25,2016-10-05
4693,CID4372,PID6602,11,2013-10-25,2021-04-16
4694,CID2751,PID3861,17,2020-01-21,2022-07-03
4695,CID0175,PID5296,21,2018-07-23,2022-01-10
4696,CID2733,PID2271,19,2014-05-28,2015-02-01
4697,CID0077,PID0666,25,2012-05-18,2013-09-27
4698,CID0147,PID7596,19,2015-01-02,2019-12-21
4699,CID6873,PID7462,2,2017-08-15,2018-08-14
4700,CID5472,PID2803,14,2017-10-31,2018-01-14
4701,CID2574,PID1605,22,2015-05-18,2017-12-23
4702,CID3371,PID6865,4,2016-12-06,2022-08-15
4703,CID3001,PID8868,2,2010-10-11,2016-06-07
4704,CID5902,PID1870,21,2018-04-07,2022-01-17
4705,CID6701,PID6075,3,2018-10-20,2022-10-05
4706,CID5128,PID2214,2,2016-06-26,2019-05-29
4707,CID9311,PID8203,20,2011-09-30,2021-12-11
4708,CID0052,PID2855,15,2013-10-05,2023-04-02
4709,CID8028,PID4257,16,2010-05-19,2022-05-22
4710,CID4499,PID5268,1,2010-02-04,2014-07-12
4711,CID7218,PID6069,11,2018-08-12,2023-02-27
4712,CID4446,PID4053,23,2013-11-01,2021-07-12
4713,CID5231,PID7895,14,2019-09-01,2021-08-23
4714,CID9017,PID4801,2,2011-04-05,2016-09-02
4715,CID5114,PID1199,21,2018-03-18,2021-12-28
4716,CID4920,PID0983,10,2014-05-28,2021-08-01
4717,CID0611,PID9584,4,2010-08-01,2018-09-14
4718,CID2871,PID8131,24,2018-09-17,2019-12-14
4719,CID2206,PID3970,13,2010-09-10,2020-07-01
4720,CID8485,PID7949,3,2018-04-27,2018-10-02
4721,CID9801,PID9651,1,2012-10-18,2021-03-15
4722,CID2863,PID0014,18,2016-10-10,2021-05-14
4723,CID4399,PID0959,14,2013-11-06,2020-07-28
4724,CID8984,PID4439,1,2016-10-30,2018-04-26
4725,CID1898,PID1651,21,2012-08-02,2019-12-31
4726,CID7441,PID2216,1,2011-12-11,2013-04-09
4727,CID8795,PID2514,1,2013-08-20,2014-07-10
4728,CID9723,PID0632,12,2013-05-09,2016-08-03
4729,CID8340,PID2007,22,2017-06-12,2021-09-24
4730,CID9453,PID5530,11,2011-09-13,2017-05-01
4731,CID8016,PID3183,3,2019-04-18,2022-07-09
4732,CID6128,PID5218,13,2013-08-04,2018-07-07
4733,CID0067,PID3555,1,2015-01-31,2020-03-16
4734,CID1300,PID5767,20,2017-08-01,2022-04-19
4735,CID4144,PID7256,1,2018-10-03,2022-06-10
4736,CID1086,PID5606,3,2014-06-23,2015-03-14
4737,CID5204,PID7255,25,2016-01-27,2021-08-05
4738,CID4115,PID4789,2,2016-02-15,2020-04-17
4739,CID6921,PID1879,22,2016-05-10,2017-07-10
4740,CID2022,PID0759,2,2019-10-03,2020-08-17
4741,CID1748,PID1907,2,2014-11-27,2022-08-21
4742,CID7728,PID8995,10,2011-12-12,2012-12-11
4743,CID3698,PID8503,1,2020-03-26,2021-01-07
4744,CID7832,PID2851,19,2011-10-12,2022-01-19
4745,CID2587,PID8074,2,2017-03-12,2019-11-11
4746,CID2914,PID6223,3,2010-11-20,2014-06-07
4747,CID3768,PID6807,15,2012-02-14,2022-02-19
4748,CID4019,PID3539,3,2012-04-12,2018-06-30
4749,CID0827,PID9171,19,2019-04-01,2020-06-23
4750,CID8421,PID4630,3,2014-11-10,2017-03-26
4751,CID9202,PID4728,14,2012-10-16,2016-10-05
4752,CID0773,PID6248,2,2015-09-24,2016-02-10
4753,CID0290,PID1092,2,2019-10-27,2021-05-28
4754,CID4600,PID1825,2,2015-07-20,2019-08-17
4755,CID3778,PID1174,13,2011-02-13,2016-09-09
4756,CID3496,PID0918,1,2013-11-19,2021-05-14
4757,CID9442,PID9896,20,2012-06-20,2016-04-04
4758,CID6363,PID4813,14,2019-02-09,2019-07-12
4759,CID4796,PID0804,15,2011-06-05,2020-03-16
4760,CID6848,PID3968,1,2014-11-07,2021-10-05
4761,CID6196,PID5451,19,2010-05-30,2011-10-19
4762,CID1784,PID3793,25,2012-03-03,2015-02-13
4763,CID0026,PID6876,10,2010-09-16,2013-07-31
4764,CID1940,PID3379,19,2018-07-13,2023-02-27
4765,CID9738,PID0820,15,2020-02-04,2021-06-08
4766,CID0521,PID7073,4,2011-05-10,2023-01-01
4767,CID8928,PID1914,23,2013-03-30,2022-11-19
4768,CID4254,PID9167,4,2010-07-06,2013-04-29
4769,CID9260,PID4838,1,2018-10-06,2021-11-11
4770,CID4098,PID6431,21,2016-11-24,2018-02-22
4771,CID4895,PID9015,16,2014-11-07,2022-12-27
4772,CID4181,PID6262,3,2010-11-12,2011-12-07
4773,CID5771,PID6670,10,2012-03-08,2017-08-25
4774,CID3872,PID1177,15,2017-05-17,2021-09-02
4775,CID2058,PID0566,3,2018-04-24,2020-04-05
4776,CID4820,PID2468,17,2014-05-24,2017-05-10
4777,CID5290,PID3414,23,2011-01-07,2016-05-24
4778,CID3764,PID5572,2,2010-03-25,2019-12-18
4779,CID9887,PID8958,1,2014-07-28,2016-07-19
4780,CID9131,PID2692,16,2018-03-03,2020-06-29
4781,CID2815,PID0490,1,2018-04-06,2018-11-22
4782,CID0569,PID4688,3,2014-12-11,2021-10-24
4783,CID7616,PID1422,10,2015-09-09,2022-04-20
4784,CID9008,PID2749,2,2014-08-30,2022-11-15
4785,CID7632,PID3361,22,2015-01-10,2018-05-28
4786,CID5968,PID0348,1,2013-04-29,2019-08-04
4787,CID6920,PID1903,19,2012-01-06,2017-04-23
4788,CID2801,PID0487,11,2010-02-19,2015-09-27
4789,CID1107,PID5322,3,2014-05-14,2021-12-07
4790,CID4869,PID4445,3,2016-02-25,2023-01-12
4791,CID5811,PID7453,15,2013-06-15,2022-10-26
4792,CID7376,PID9006,22,2012-07-13,2017-10-09
4793,CID2008,PID3656,24,2017-09-07,2021-05-04
4794,CID7356,PID5443,2,2019-01-22,2019-10-04
4795,CID9100,PID2978,2,2018-05-28,2020-03-19
4796,CID5910,PID9862,12,2010-10-12,2019-09-10
4797,CID1522,PID9717,13,2016-02-28,2017-01-25
4798,CID1880,PID8446,15,2015-05-27,2016-01-18
4799,CID2044,PID3496,21,2017-06-26,2020-03-02
4800,CID9378,PID6461,4,2015-08-06,2018-10-31
4801,CID7658,PID8965,18,2011-11-03,2022-03-08
4802,CID5371,PID0343,19,2012-12-19,2017-08-17
4803,CID0277,PID8820,22,2018-04-10,2018-12-23
4804,CID4128,PID1245,24,2016-03-12,2020-03-26
4805,CID7057,PID6637,2,2017-07-27,2021-03-29
4806,CID0489,PID4762,2,2017-02-26,2019-06-05
4807,CID2022,PID3793,1,2020-01-01,2023-02-01
4808,CID5201,PID6640,12,2018-08-27,2020-03-25
4809,CID1434,PID1968,13,2016-08-01,2022-06-24
4810,CID5785,PID1452,19,2013-04-28,2021-05-13
4811,CID4226,PID0704,12,2020-02-21,2022-07-05
4812,CID9812,PID0181,22,2013-01-31,2018-12-14
4813,CID6813,PID5208,14,2010-10-05,2020-03-04
4814,CID6410,PID2745,2,2016-05-24,2017-08-27
4815,CID3123,PID4883,1,2018-08-26,2020-08-18
4816,CID8663,PID8413,13,2015-05-21,2015-09-20
4817,CID4452,PID5498,1,2019-09-29,2022-04-19
4818,CID9605,PID8741,4,2012-10-06,2014-03-02
4819,CID0464,PID4660,2,2012-09-04,2015-05-22
4820,CID1541,PID7567,23,2012-12-01,2021-02-12
4821,CID4635,PID4763,17,2012-12-02,2012-12-03
4822,CID6630,PID7878,20,2011-02-24,2013-11-30
4823,CID8628,PID3568,22,2013-02-13,2018-12-05
4824,CID9223,PID1363,4,2017-10-01,2023-04-01
4825,CID7454,PID3863,15,2011-05-09,2021-02-07
4826,CID4546,PID8395,22,2019-10-06,2021-04-08
4827,CID0940,PID2362,3,2010-07-14,2014-03-28
4828,CID6629,PID5131,3,2012-05-07,2016-01-30
4829,CID0081,PID5403,4,2016-03-16,2019-12-10
4830,CID5655,PID2739,3,2016-08-11,2018-08-30
4831,CID3973,PID6773,1,2014-01-10,2016-11-19
4832,CID6256,PID2338,3,2016-12-07,2019-01-02
4833,CID0051,PID4474,21,2015-11-09,2019-03-26
4834,CID6702,PID6532,1,2011-04-03,2023-03-17
4835,CID8138,PID1144,13,2014-01-13,2021-02-09
4836,CID0907,PID7575,2,2017-05-23,2018-02-21
4837,CID2434,PID0096,2,2012-10-08,2019-06-03
4838,CID6804,PID2480,22,2019-12-08,2022-11-06
4839,CID0068,PID2193,4,2016-11-07,2018-10-25
4840,CID4309,PID4397,3,2017-09-27,2022-08-23
4841,CID2494,PID7550,1,2018-04-28,2023-02-02
4842,CID2993,PID1703,14,2011-03-18,2020-11-14
4843,CID0810,PID3425,3,2016-09-20,2018-09-09
4844,CID2473,PID2434,12,2017-11-22,2018-07-09
4845,CID5693,PID0859,13,2016-12-15,2020-04-03
4846,CID1968,PID5406,2,2012-12-04,2020-09-27
4847,CID2517,PID3948,2,2011-08-24,2019-05-22
4848,CID6135,PID1972,19,2013-11-24,2016-08-04
4849,CID0332,PID6023,4,2010-06-30,2010-09-19
4850,CID3120,PID4069,1,2012-11-17,2019-08-09
4851,CID3704,PID0034,3,2017-12-01,2018-08-24
4852,CID7019,PID6892,16,2014-04-14,2014-04-21
4853,CID6412,PID4944,11,2013-07-31,2016-05-01
4854,CID2834,PID9322,3,2016-12-23,2019-04-13
4855,CID6470,PID5847,1,2011-05-17,2016-07-03
4856,CID8896,PID5226,22,2015-12-01,2019-07-14
4857,CID0639,PID2096,2,2012-12-23,2020-04-25
4858,CID9151,PID4747,2,2013-09-24,2023-01-12
4859,CID4510,PID8426,1,2011-05-29,2015-12-27
4860,CID9560,PID9090,16,2019-08-11,2019-09-13
4861,CID2384,PID8241,2,2011-11-01,2012-06-06
4862,CID8244,PID5424,2,2014-09-29,2021-11-25
4863,CID0319,PID7397,18,2020-02-24,2022-04-16
4864,CID5708,PID0059,23,2010-07-26,2011-05-07
4865,CID5049,PID0515,23,2020-02-24,2022-04-15
4866,CID4977,PID8529,1,2016-11-11,2018-02-22
4867,CID2201,PID8746,12,2011-01-21,2014-06-25
4868,CID0991,PID3675,3,2011-01-28,2017-03-03
4869,CID3557,PID5814,1,2010-02-26,2017-04-08
4870,CID9655,PID3409,22,2012-04-08,2019-05-19
4871,CID4470,PID7832,3,2011-01-06,2018-05-27
4872,CID1780,PID8714,13,2012-07-13,2022-01-30
4873,CID4225,PID9724,17,2019-05-25,2021-02-16
4874,CID5251,PID1725,11,2017-10-13,2019-01-16
4875,CID1036,PID4460,13,2015-12-22,2021-04-24
4876,CID8438,PID7966,2,2013-05-19,2019-01-21
4877,CID2707,PID0928,19,2020-03-30,2022-10-11
4878,CID5037,PID4249,1,2019-01-22,2020-08-06
4879,CID0417,PID6798,23,2014-04-16,2017-08-07
4880,CID4006,PID3020,4,2018-11-05,2019-12-04
4881,CID6258,PID4550,23,2011-06-27,2022-03-25
4882,CID0307,PID4394,2,2018-03-23,2022-08-04
4883,CID2421,PID3072,12,2017-06-01,2020-06-19
4884,CID1726,PID9707,25,2011-01-12,2016-03-11
4885,CID5004,PID3220,3,2010-10-19,2016-06-18
4886,CID9300,PID0800,19,2015-11-26,2022-09-17
4887,CID6604,PID8245,18,2018-12-20,2022-06-18
4888,CID9899,PID2665,24,2017-09-08,2022-07-22
4889,CID2450,PID6077,2,2013-02-13,2021-09-19
4890,CID5012,PID0456,21,2017-11-16,2018-06-22
4891,CID9954,PID0286,1,2015-02-27,2015-05-28
4892,CID5453,PID9959,1,2011-10-09,2015-07-20
4893,CID0143,PID2816,4,2019-05-05,2021-02-20
4894,CID6906,PID9149,2,2012-12-28,2022-05-18
4895,CID5476,PID9478,11,2013-09-11,2016-04-07
4896,CID1180,PID0758,3,2010-02-26,2012-10-12
4897,CID9436,PID3143,18,2016-06-30,2019-11-27
4898,CID6366,PID0716,2,2014-01-04,2022-06-17
4899,CID5617,PID6167,25,2015-07-24,2019-11-26
4900,CID2449,PID4207,1,2011-09-06,2016-07-31
4901,CID2310,PID2929,3,2018-02-27,2019-03-24
4902,CID4718,PID1972,22,2014-04-07,2022-08-04
4903,CID7718,PID6985,4,2018-08-26,2020-07-16
4904,CID0519,PID4724,1,2010-08-17,2017-11-10
4905,CID5252,PID0245,19,2017-09-30,2022-05-01
4906,CID5226,PID3995,1,2010-01-29,2011-08-11
4907,CID4274,PID0800,3,2019-11-20,2022-03-16
4908,CID5387,PID2251,3,2014-01-17,2015-12-24
4909,CID0630,PID1714,22,2010-08-21,2011-11-20
4910,CID7455,PID8000,2,2019-11-22,2022-09-12
4911,CID8646,PID1354,22,2011-02-22,2021-08-05
4912,CID7067,PID3907,1,2013-04-08,2019-02-18
4913,CID6503,PID0777,1,2010-09-16,2015-01-21
4914,CID8827,PID2954,17,2010-07-01,2020-01-15
4915,CID8812,PID5709,12,2017-05-23,2021-04-22
4916,CID5438,PID5796,14,2010-12-28,2019-03-23
4917,CID0608,PID2783,25,2015-02-21,2023-03-03
4918,CID2943,PID9719,13,2018-06-27,2022-11-06
4919,CID3554,PID6903,4,2011-06-28,2014-11-10
4920,CID0180,PID3684,21,2016-05-04,2019-04-14
4921,CID7534,PID4449,1,2017-03-06,2017-03-13
4922,CID3321,PID2777,1,2011-10-05,2013-06-03
4923,CID5664,PID7199,14,2015-05-08,2015-06-14
4924,CID0783,PID8137,3,2014-11-06,2022-09-29
4925,CID1412,PID9742,11,2019-07-15,2019-11-20
4926,CID4186,PID2575,21,2011-01-21,2013-06-28
4927,CID8752,PID1524,15,2017-10-22,2021-11-05
4928,CID2773,PID0090,22,2011-06-29,2020-01-30
4929,CID0628,PID1997,14,2015-07-11,2021-07-30
4930,CID5916,PID2084,21,2013-01-01,2014-08-12
4931,CID4000,PID0267,22,2017-09-09,2020-09-03
4932,CID7602,PID9578,3,2019-05-29,2021-11-24
4933,CID1161,PID0076,1,2011-03-30,2012-07-18
4934,CID8021,PID8776,18,2018-06-25,2019-06-13
4935,CID4277,PID9281,23,2017-06-19,2021-06-01
4936,CID3176,PID6630,2,2018-11-18,2020-11-15
4937,CID2515,PID2370,4,2012-01-26,2022-01-31
4938,CID1300,PID5340,4,2016-06-25,2022-07-21
4939,CID3714,PID6233,12,2013-03-08,2013-06-05
4940,CID4446,PID6877,14,2017-05-17,2018-12-07
4941,CID3697,PID5350,12,2015-11-01,2022-05-10
4942,CID7810,PID6402,20,2015-04-20,2018-09-25
4943,CID2015,PID7409,14,2014-12-31,2020-11-17
4944,CID8397,PID5842,4,2012-08-13,2019-11-17
4945,CID7946,PID3678,4,2014-03-20,2022-03-30
4946,CID9759,PID0230,14,2017-02-21,2020-05-15
4947,CID9510,PID5909,2,2012-08-14,2013-08-07
4948,CID6437,PID2423,23,2010-04-20,2011-11-17
