product_id,description,product_type,quantity_available,daily_rate
PID4519,P_Description4519,Living Room,4,2
PID4520,P_Description4520,Dining Room,3,3
PID4521,P_Description4521,Dining Room,2,2
PID4522,P_Description4522,Bedroom,11,5
PID4523,P_Description4523,Kitchen,22,4
PID4524,P_Description4524,Office,5,1
PID4525,P_Description4525,Office,39,2
PID4526,P_Description4526,Living Room,15,2
PID4527,P_Description4527,Living Room,14,2
PID4528,P_Description4528,Office,15,1
PID4529,P_Description4529,Dining Room,37,2
PID4530,P_Description4530,Kitchen,8,2
PID4531,P_Description4531,Dining Room,7,5
PID4532,P_Description4532,Dining Room,0,5
PID4533,P_Description4533,Living Room,26,5
PID4534,P_Description4534,Kitchen,16,1
PID4535,P_Description4535,Dining Room,16,1
PID4536,P_Description4536,Kitchen,31,4
PID4537,P_Description4537,Bedroom,24,4
PID4538,P_Description4538,Kitchen,39,4
PID4539,P_Description4539,Kitchen,19,4
PID4540,P_Description4540,Dining Room,38,1
PID4541,P_Description4541,Bedroom,31,2
PID4542,P_Description4542,Office,1,1
PID4543,P_Description4543,Bedroom,26,3
PID4544,P_Description4544,Kitchen,11,3
PID4545,P_Description4545,Bedroom,15,3
PID4546,P_Description4546,Bedroom,34,3
PID4547,P_Description4547,Living Room,29,3
PID4548,P_Description4548,Living Room,1,3
PID4549,P_Description4549,Bedroom,2,2
PID4550,P_Description4550,Living Room,34,5
PID4551,P_Description4551,Dining Room,2,4
PID4552,P_Description4552,Dining Room,28,2
PID4553,P_Description4553,Office,30,1
PID4554,P_Description4554,Office,38,1
PID4555,P_Description4555,Living Room,36,4
PID4556,P_Description4556,Bedroom,6,1
PID4557,P_Description4557,Bedroom,34,4
PID4558,P_Description4558,Office,2,3
PID4559,P_Description4559,Kitchen,40,3
PID4560,P_Description4560,Kitchen,26,4
PID4561,P_Description4561,Office,12,1
PID4562,P_Description4562,Living Room,28,2
PID4563,P_Description4563,Living Room,10,4
PID4564,P_Description4564,Living Room,24,3
PID4565,P_Description4565,Bedroom,15,3
PID4566,P_Description4566,Kitchen,19,2
PID4567,P_Description4567,Dining Room,36,1
PID4568,P_Description4568,Office,33,5
PID4569,P_Description4569,Office,6,3
PID4570,P_Description4570,Living Room,11,3
PID4571,P_Description4571,Kitchen,32,5
PID4572,P_Description4572,Office,36,3
PID4573,P_Description4573,Bedroom,29,1
PID4574,P_Description4574,Bedroom,29,3
PID4575,P_Description4575,Living Room,16,1
PID4576,P_Description4576,Bedroom,20,2
PID4577,P_Description4577,Office,2,2
PID4578,P_Description4578,Bedroom,23,2
PID4579,P_Description4579,Dining Room,9,3
PID4580,P_Description4580,Bedroom,39,3
PID4581,P_Description4581,Bedroom,8,2
PID4582,P_Description4582,Kitchen,12,4
PID4583,P_Description4583,Living Room,24,1
PID4584,P_Description4584,Dining Room,7,5
PID4585,P_Description4585,Bedroom,23,3
PID4586,P_Description4586,Dining Room,34,4
PID4587,P_Description4587,Bedroom,9,5
PID4588,P_Description4588,Dining Room,28,4
PID4589,P_Description4589,Living Room,33,1
PID4590,P_Description4590,Office,32,2
PID4591,P_Description4591,Living Room,0,3
PID4592,P_Description4592,Dining Room,35,1
PID4593,P_Description4593,Bedroom,28,3
PID4594,P_Description4594,Dining Room,6,1
PID4595,P_Description4595,Living Room,14,2
PID4596,P_Description4596,Office,36,4
PID4597,P_Description4597,Office,4,4
PID4598,P_Description4598,Kitchen,12,5
PID4599,P_Description4599,Living Room,26,4
PID4600,P_Description4600,Office,33,1
PID4601,P_Description4601,Bedroom,5,5
PID4602,P_Description4602,Dining Room,16,5
PID4603,P_Description4603,Bedroom,36,4
PID4604,P_Description4604,Dining Room,5,2
PID4605,P_Description4605,Office,26,2
PID4606,P_Description4606,Dining Room,4,4
PID4607,P_Description4607,Dining Room,12,2
PID4608,P_Description4608,Dining Room,12,1
PID4609,P_Description4609,Bedroom,17,2
PID4610,P_Description4610,Kitchen,5,1
PID4611,P_Description4611,Office,20,4
PID4612,P_Description4612,Kitchen,25,1
PID4613,P_Description4613,Living Room,2,4
PID4614,P_Description4614,Dining Room,26,5
PID4615,P_Description4615,Living Room,9,3
PID4616,P_Description4616,Kitchen,35,3
PID4617,P_Description4617,Bedroom,1,3
PID4618,P_Description4618,Living Room,14,3
PID4619,P_Description4619,Bedroom,16,3
PID4620,P_Description4620,Bedroom,21,5
PID4621,P_Description4621,Kitchen,6,2
PID4622,P_Description4622,Office,31,5
PID4623,P_Description4623,Kitchen,8,3
PID4624,P_Description4624,Kitchen,4,2
PID4625,P_Description4625,Kitchen,31,3
PID4626,P_Description4626,Dining Room,8,2
PID4627,P_Description4627,Dining Room,22,5
PID4628,P_Description4628,Bedroom,3,3
PID4629,P_Description4629,Office,20,4
PID4630,P_Description4630,Living Room,5,3
PID4631,P_Description4631,Living Room,9,2
PID4632,P_Description4632,Bedroom,25,5
PID4633,P_Description4633,Living Room,30,2
PID4634,P_Description4634,Bedroom,0,4
PID4635,P_Description4635,Kitchen,28,3
PID4636,P_Description4636,Office,22,4
PID4637,P_Description4637,Office,31,2
PID4638,P_Description4638,Bedroom,35,1
PID4639,P_Description4639,Bedroom,23,3
PID4640,P_Description4640,Dining Room,29,1
PID4641,P_Description4641,Kitchen,37,1
PID4642,P_Description4642,Bedroom,3,2
PID4643,P_Description4643,Living Room,1,2
PID4644,P_Description4644,Office,27,1
PID4645,P_Description4645,Bedroom,10,1
PID4646,P_Description4646,Office,19,3
PID4647,P_Description4647,Bedroom,8,2
PID4648,P_Description4648,Office,31,2
PID4649,P_Description4649,Office,2,2
PID4650,P_Description4650,Bedroom,6,3
PID4651,P_Description4651,Office,34,4
PID4652,P_Description4652,Living Room,27,5
PID4653,P_Description4653,Bedroom,7,3
PID4654,P_Description4654,Living Room,23,5
PID4655,P_Description4655,Living Room,11,1
PID4656,P_Description4656,Living Room,40,1
PID4657,P_Description4657,Office,19,4
PID4658,P_Description4658,Office,16,1
PID4659,P_Description4659,Bedroom,35,5
PID4660,P_Description4660,Kitchen,8,3
PID4661,P_Description4661,Kitchen,8,5
PID4662,P_Description4662,Kitchen,28,4
PID4663,P_Description4663,Living Room,7,4
PID4664,P_Description4664,Office,8,1
PID4665,P_Description4665,Dining Room,3,2
PID4666,P_Description4666,Living Room,23,5
PID4667,P_Description4667,Bedroom,18,2
PID4668,P_Description4668,Dining Room,38,2
PID4669,P_Description4669,Dining Room,39,2
PID4670,P_Description4670,Living Room,26,5
PID4671,P_Description4671,Dining Room,17,5
PID4672,P_Description4672,Office,9,4
PID4673,P_Description4673,Office,24,5
PID4674,P_Description4674,Bedroom,16,4
PID4675,P_Description4675,Dining Room,5,5
PID4676,P_Description4676,Bedroom,18,4
PID4677,P_Description4677,Kitchen,24,3
PID4678,P_Description4678,Dining Room,0,2
PID4679,P_Description4679,Kitchen,9,1
PID4680,P_Description4680,Kitchen,35,5
PID4681,P_Description4681,Bedroom,31,5
PID4682,P_Description4682,Bedroom,14,5
PID4683,P_Description4683,Kitchen,1,5
PID4684,P_Description4684,Living Room,24,5
PID4685,P_Description4685,Dining Room,29,4
PID4686,P_Description4686,Bedroom,18,4
PID4687,P_Description4687,Bedroom,33,5
PID4688,P_Description4688,Office,35,1
PID4689,P_Description4689,Bedroom,35,4
PID4690,P_Description4690,Dining Room,31,5
PID4691,P_Description4691,Kitchen,33,1
PID4692,P_Description4692,Kitchen,25,1
PID4693,P_Description4693,Bedroom,8,4
PID4694,P_Description4694,Bedroom,23,2
PID4695,P_Description4695,Office,16,2
PID4696,P_Description4696,Office,24,4
PID4697,P_Description4697,Bedroom,6,3
PID4698,P_Description4698,Office,6,5
PID4699,P_Description4699,Office,12,2
PID4700,P_Description4700,Living Room,38,3
PID4701,P_Description4701,Living Room,14,4
PID4702,P_Description4702,Office,27,1
PID4703,P_Description4703,Office,22,4
PID4704,P_Description4704,Dining Room,10,1
PID4705,P_Description4705,Bedroom,40,5
PID4706,P_Description4706,Kitchen,39,2
PID4707,P_Description4707,Dining Room,7,4
PID4708,P_Description4708,Office,30,4
PID4709,P_Description4709,Dining Room,16,2
PID4710,P_Description4710,Kitchen,28,1
PID4711,P_Description4711,Dining Room,6,5
PID4712,P_Description4712,Living Room,38,3
PID4713,P_Description4713,Kitchen,9,2
PID4714,P_Description4714,Office,36,3
PID4715,P_Description4715,Living Room,24,2
PID4716,P_Description4716,Dining Room,38,5
PID4717,P_Description4717,Office,15,5
PID4718,P_Description4718,Office,39,2
PID4719,P_Description4719,Office,22,2
PID4720,P_Description4720,Office,36,4
PID4721,P_Description4721,Dining Room,18,4
PID4722,P_Description4722,Kitchen,34,2
PID4723,P_Description4723,Kitchen,31,2
PID4724,P_Description4724,Office,30,1
PID4725,P_Description4725,Dining Room,25,5
PID4726,P_Description4726,Living Room,23,1
PID4727,P_Description4727,Dining Room,0,3
PID4728,P_Description4728,Office,27,1
PID4729,P_Description4729,Office,14,5
PID4730,P_Description4730,Living Room,3,5
PID4731,P_Description4731,Kitchen,6,3
PID4732,P_Description4732,Bedroom,10,1
PID4733,P_Description4733,Office,19,2
PID4734,P_Description4734,Dining Room,30,4
PID4735,P_Description4735,Office,1,3
PID4736,P_Description4736,Living Room,0,3
PID4737,P_Description4737,Bedroom,11,4
PID4738,P_Description4738,Dining Room,7,2
PID4739,P_Description4739,Dining Room,12,5
PID4740,P_Description4740,Bedroom,34,5
PID4741,P_Description4741,Bedroom,16,5
PID4742,P_Description4742,Dining Room,1,1
PID4743,P_Description4743,Bedroom,16,4
PID4744,P_Description4744,Living Room,5,2
PID4745,P_Description4745,Dining Room,13,5
PID4746,P_Description4746,Bedroom,5,3
PID4747,P_Description4747,Kitchen,8,2
PID4748,P_Description4748,Living Room,21,1
PID4749,P_Description4749,Dining Room,7,1
PID4750,P_Description4750,Dining Room,18,2
PID4751,P_Description4751,Living Room,31,5
PID4752,P_Description4752,Kitchen,2,3
PID4753,P_Description4753,Kitchen,17,5
PID4754,P_Description4754,Dining Room,15,3
PID4755,P_Description4755,Dining Room,36,3
PID4756,P_Description4756,Office,0,3
PID4757,P_Description4757,Office,2,1
PID4758,P_Description4758,Kitchen,7,2
PID4759,P_Description4759,Living Room,5,4
PID4760,P_Description4760,Bedroom,6,2
PID4761,P_Description4761,Dining Room,33,4
PID4762,P_Description4762,Office,39,4
PID4763,P_Description4763,Living Room,5,3
PID4764,P_Description4764,Dining Room,10,4
PID4765,P_Description4765,Kitchen,37,4
PID4766,P_Description4766,Dining Room,11,3
PID4767,P_Description4767,Living Room,4,2
PID4768,P_Description4768,Living Room,30,5
PID4769,P_Description4769,Bedroom,10,4
PID4770,P_Description4770,Dining Room,35,5
PID4771,P_Description4771,Office,33,2
PID4772,P_Description4772,Dining Room,28,1
PID4773,P_Description4773,Office,0,5
PID4774,P_Description4774,Dining Room,34,1
PID4775,P_Description4775,Kitchen,38,2
PID4776,P_Description4776,Office,25,4
PID4777,P_Description4777,Office,5,2
PID4778,P_Description4778,Kitchen,5,4
PID4779,P_Description4779,Bedroom,30,1
PID4780,P_Description4780,Office,4,5
PID4781,P_Description4781,Bedroom,2,2
PID4782,P_Description4782,Bedroom,35,4
PID4783,P_Description4783,Office,31,1
PID4784,P_Description4784,Dining Room,39,5
PID4785,P_Description4785,Dining Room,35,4
PID4786,P_Description4786,Dining Room,0,1
PID4787,P_Description4787,Office,27,3
PID4788,P_Description4788,Bedroom,23,1
PID4789,P_Description4789,Living Room,7,3
PID4790,P_Description4790,Office,11,3
PID4791,P_Description4791,Kitchen,37,1
PID4792,P_Description4792,Bedroom,6,5
PID4793,P_Description4793,Dining Room,21,4
PID4794,P_Description4794,Bedroom,38,1
PID4795,P_Description4795,Kitchen,29,1
PID4796,P_Description4796,Office,33,2
PID4797,P_Description4797,Bedroom,9,3
PID4798,P_Description4798,Living Room,17,4
PID4799,P_Description4799,Dining Room,14,1
PID4800,P_Description4800,Kitchen,28,2
PID4801,P_Description4801,Bedroom,26,5
PID4802,P_Description4802,Dining Room,20,3
PID4803,P_Description4803,Office,38,2
PID4804,P_Description4804,Kitchen,37,1
PID4805,P_Description4805,Bedroom,33,2
PID4806,P_Description4806,Office,13,2
PID4807,P_Description4807,Living Room,25,3
PID4808,P_Description4808,Living Room,5,3
PID4809,P_Description4809,Dining Room,40,1
PID4810,P_Description4810,Kitchen,2,2
PID4811,P_Description4811,Office,0,2
PID4812,P_Description4812,Living Room,21,4
PID4813,P_Description4813,Living Room,25,3
PID4814,P_Description4814,Living Room,13,2
PID4815,P_Description4815,Bedroom,17,4
PID4816,P_Description4816,Kitchen,37,2
PID4817,P_Description4817,Office,33,2
PID4818,P_Description4818,Office,39,1
PID4819,P_Description4819,Kitchen,20,2
PID4820,P_Description4820,Office,18,4
PID4821,P_Description4821,Bedroom,37,3
PID4822,P_Description4822,Office,2,3
PID4823,P_Description4823,Bedroom,38,1
PID4824,P_Description4824,Office,9,3
PID4825,P_Description4825,Living Room,7,5
PID4826,P_Description4826,Kitchen,7,5
PID4827,P_Description4827,Dining Room,27,3
PID4828,P_Description4828,Living Room,33,1
PID4829,P_Description4829,Bedroom,26,5
PID4830,P_Description4830,Kitchen,27,2
PID4831,P_Description4831,Dining Room,10,4
PID4832,P_Description4832,Bedroom,26,4
PID4833,P_Description4833,Dining Room,17,1
PID4834,P_Description4834,Dining Room,2,2
PID4835,P_Description4835,Office,2,4
PID4836,P_Description4836,Living Room,27,2
PID4837,P_Description4837,Bedroom,37,4
PID4838,P_Description4838,Office,18,4
PID4839,P_Description4839,Dining Room,4,4
PID4840,P_Description4840,Dining Room,23,5
PID4841,P_Description4841,Office,6,3
PID4842,P_Description4842,Bedroom,9,1
PID4843,P_Description4843,Office,29,4
PID4844,P_Description4844,Office,30,2
PID4845,P_Description4845,Dining Room,23,5
PID4846,P_Description4846,Bedroom,24,2
PID4847,P_Description4847,Bedroom,6,2
PID4848,P_Description4848,Office,35,2
PID4849,P_Description4849,Living Room,24,5
PID4850,P_Description4850,Living Room,31,2
PID4851,P_Description4851,Bedroom,33,3
PID4852,P_Description4852,Dining Room,0,4
PID4853,P_Description4853,Bedroom,9,1
PID4854,P_Description4854,Bedroom,32,3
PID4855,P_Description4855,Office,33,4
PID4856,P_Description4856,Bedroom,39,2
PID4857,P_Description4857,Living Room,2,1
PID4858,P_Description4858,Living Room,26,5
PID4859,P_Description4859,Living Room,22,4
PID4860,P_Description4860,Dining Room,14,4
PID4861,P_Description4861,Kitchen,40,4
PID4862,P_Description4862,Kitchen,20,3
PID4863,P_Description4863,Living Room,6,5
PID4864,P_Description4864,Bedroom,37,3
PID4865,P_Description4865,Office,5,3
PID4866,P_Description4866,Dining Room,28,1
PID4867,P_Description4867,Kitchen,30,5
PID4868,P_Description4868,Office,1,5
PID4869,P_Description4869,Office,34,2
PID4870,P_Description4870,Dining Room,22,1
PID4871,P_Description4871,Dining Room,36,1
PID4872,P_Description4872,Living Room,11,2
PID4873,P_Description4873,Dining Room,21,1
PID4874,P_Description4874,Living Room,0,2
PID4875,P_Description4875,Dining Room,20,2
PID4876,P_Description4876,Office,34,5
PID4877,P_Description4877,Living Room,16,2
PID4878,P_Description4878,Living Room,34,5
PID4879,P_Description4879,Bedroom,29,5
PID4880,P_Description4880,Office,33,3
PID4881,P_Description4881,Dining Room,18,4
PID4882,P_Description4882,Dining Room,31,2
PID4883,P_Description4883,Living Room,39,3
PID4884,P_Description4884,Bedroom,4,3
PID4885,P_Description4885,Dining Room,35,2
PID4886,P_Description4886,Dining Room,7,3
PID4887,P_Description4887,Bedroom,10,2
PID4888,P_Description4888,Kitchen,22,1
PID4889,P_Description4889,Kitchen,23,1
PID4890,P_Description4890,Office,18,2
PID4891,P_Description4891,Office,14,2
PID4892,P_Description4892,Office,21,2
PID4893,P_Description4893,Office,6,4
PID4894,P_Description4894,Dining Room,12,4
PID4895,P_Description4895,Living Room,3,3
PID4896,P_Description4896,Living Room,30,2
PID4897,P_Description4897,Bedroom,10,5
PID4898,P_Description4898,Kitchen,17,4
PID4899,P_Description4899,Dining Room,26,3
PID4900,P_Description4900,Office,22,1
PID4901,P_Description4901,Bedroom,23,2
PID4902,P_Description4902,Office,10,2
PID4903,P_Description4903,Office,15,1
PID4904,P_Description4904,Living Room,40,3
PID4905,P_Description4905,Living Room,14,2
PID4906,P_Description4906,Dining Room,1,4
PID4907,P_Description4907,Living Room,37,2
PID4908,P_Description4908,Bedroom,38,4
PID4909,P_Description4909,Living Room,39,1
PID4910,P_Description4910,Living Room,24,2
PID4911,P_Description4911,Office,40,1
PID4912,P_Description4912,Office,14,1
PID4913,P_Description4913,Office,22,5
PID4914,P_Description4914,Dining Room,24,3
PID4915,P_Description4915,Dining Room,34,3
PID4916,P_Description4916,Kitchen,30,3
PID4917,P_Description4917,Bedroom,15,3
PID4918,P_Description4918,Living Room,6,5
PID4919,P_Description4919,Kitchen,7,5
PID4920,P_Description4920,Office,30,3
PID4921,P_Description4921,Office,40,5
PID4922,P_Description4922,Kitchen,24,5
PID4923,P_Description4923,Living Room,30,3
PID4924,P_Description4924,Kitchen,10,3
PID4925,P_Description4925,Kitchen,14,1
PID4926,P_Description4926,Office,3,4
PID4927,P_Description4927,Office,7,3
PID4928,P_Description4928,Kitchen,25,2
PID4929,P_Description4929,Kitchen,10,1
PID4930,P_Description4930,Office,11,4
PID4931,P_Description4931,Office,1,1
PID4932,P_Description4932,Dining Room,31,5
PID4933,P_Description4933,Living Room,21,2
PID4934,P_Description4934,Office,34,5
PID4935,P_Description4935,Kitchen,8,5
PID4936,P_Description4936,Office,19,1
PID4937,P_Description4937,Living Room,24,3
PID4938,P_Description4938,Office,20,5
PID4939,P_Description4939,Office,9,2
PID4940,P_Description4940,Dining Room,5,3
PID4941,P_Description4941,Living Room,30,1
PID4942,P_Description4942,Bedroom,19,5
PID4943,P_Description4943,Dining Room,17,1
PID4944,P_Description4944,Office,1,5
PID4945,P_Description4945,Office,40,4
PID4946,P_Description4946,Living Room,16,4
PID4947,P_Description4947,Kitchen,4,3
PID4948,P_Description4948,Bedroom,40,5
PID4949,P_Description4949,Living Room,5,1
PID4950,P_Description4950,Kitchen,39,3
PID4951,P_Description4951,Office,2,4
PID4952,P_Description4952,Dining Room,33,1
PID4953,P_Description4953,Living Room,26,2
PID4954,P_Description4954,Bedroom,14,5
PID4955,P_Description4955,Kitchen,1,3
PID4956,P_Description4956,Living Room,18,1
PID4957,P_Description4957,Living Room,35,4
PID4958,P_Description4958,Kitchen,13,2
PID4959,P_Description4959,Bedroom,12,2
PID4960,P_Description4960,Kitchen,0,1
PID4961,P_Description4961,Office,23,5
PID4962,P_Description4962,Office,30,2
PID4963,P_Description4963,Dining Room,29,5
PID4964,P_Description4964,Living Room,12,2
PID4965,P_Description4965,Living Room,4,2
PID4966,P_Description4966,Dining Room,18,2
PID4967,P_Description4967,Office,40,3
PID4968,P_Description4968,Living Room,22,4
PID4969,P_Description4969,Living Room,33,5
PID4970,P_Description4970,Dining Room,15,2
PID4971,P_Description4971,Living Room,15,2
PID4972,P_Description4972,Living Room,15,2
PID4973,P_Description4973,Living Room,28,1
PID4974,P_Description4974,Living Room,29,2
PID4975,P_Description4975,Living Room,19,2
PID4976,P_Description4976,Kitchen,20,1
PID4977,P_Description4977,Dining Room,3,3
PID4978,P_Description4978,Dining Room,28,2
PID4979,P_Description4979,Dining Room,36,1
PID4980,P_Description4980,Office,40,3
PID4981,P_Description4981,Dining Room,29,1
PID4982,P_Description4982,Kitchen,34,4
PID4983,P_Description4983,Office,37,4
PID4984,P_Description4984,Kitchen,0,5
PID4985,P_Description4985,Bedroom,37,1
PID4986,P_Description4986,Bedroom,8,2
PID4987,P_Description4987,Bedroom,2,3
PID4988,P_Description4988,Dining Room,23,5
PID4989,P_Description4989,Living Room,27,1
PID4990,P_Description4990,Dining Room,37,2
PID4991,P_Description4991,Office,34,2
PID4992,P_Description4992,Kitchen,2,5
PID4993,P_Description4993,Kitchen,7,1
PID4994,P_Description4994,Dining Room,4,2
PID4995,P_Description4995,Living Room,34,3
PID4996,P_Description4996,Bedroom,23,1
PID4997,P_Description4997,Kitchen,30,4
PID4998,P_Description4998,Dining Room,6,3
PID4999,P_Description4999,Office,26,1
PID5000,P_Description5000,Kitchen,17,5
PID5001,P_Description5001,Dining Room,21,2
PID5002,P_Description5002,Living Room,27,1
PID5003,P_Description5003,Office,39,2
PID5004,P_Description5004,Dining Room,4,5
PID5005,P_Description5005,Dining Room,3,1
PID5006,P_Description5006,Dining Room,10,5
PID5007,P_Description5007,Bedroom,35,2
PID5008,P_Description5008,Kitchen,21,3
PID5009,P_Description5009,Living Room,27,3
PID5010,P_Description5010,Office,38,1
PID5011,P_Description5011,Living Room,17,4
PID5012,P_Description5012,Living Room,18,4
PID5013,P_Description5013,Office,23,2
PID5014,P_Description5014,Bedroom,25,2
PID5015,P_Description5015,Dining Room,0,4
PID5016,P_Description5016,Kitchen,32,4
PID5017,P_Description5017,Kitchen,10,4
PID5018,P_Description5018,Living Room,5,1
PID5019,P_Description5019,Living Room,5,2
PID5020,P_Description5020,Living Room,3,5
PID5021,P_Description5021,Kitchen,15,2
PID5022,P_Description5022,Office,25,5
PID5023,P_Description5023,Kitchen,19,4
PID5024,P_Description5024,Kitchen,26,5
PID5025,P_Description5025,Kitchen,39,4
PID5026,P_Description5026,Office,33,5
PID5027,P_Description5027,Living Room,14,1
PID5028,P_Description5028,Kitchen,15,2
PID5029,P_Description5029,Kitchen,21,4
PID5030,P_Description5030,Living Room,19,3
PID5031,P_Description5031,Kitchen,14,3
PID5032,P_Description5032,Living Room,37,2
PID5033,P_Description5033,Bedroom,32,2
PID5034,P_Description5034,Kitchen,17,3
PID5035,P_Description5035,Kitchen,21,1
PID5036,P_Description5036,Kitchen,15,2
PID5037,P_Description5037,Dining Room,27,3
PID5038,P_Description5038,Dining Room,0,3
PID5039,P_Description5039,Kitchen,3,1
PID5040,P_Description5040,Bedroom,30,5
PID5041,P_Description5041,Living Room,3,1
PID5042,P_Description5042,Bedroom,21,4
PID5043,P_Description5043,Dining Room,37,5
PID5044,P_Description5044,Kitchen,36,2
PID5045,P_Description5045,Office,19,4
PID5046,P_Description5046,Office,23,3
PID5047,P_Description5047,Dining Room,21,3
PID5048,P_Description5048,Dining Room,37,4
PID5049,P_Description5049,Living Room,28,3
PID5050,P_Description5050,Living Room,9,2
PID5051,P_Description5051,Living Room,26,1
PID5052,P_Description5052,Living Room,11,5
PID5053,P_Description5053,Office,37,2
PID5054,P_Description5054,Dining Room,36,2
PID5055,P_Description5055,Bedroom,2,4
PID5056,P_Description5056,Living Room,21,4
PID5057,P_Description5057,Dining Room,36,5
PID5058,P_Description5058,Office,9,4
PID5059,P_Description5059,Bedroom,20,4
PID5060,P_Description5060,Kitchen,12,4
PID5061,P_Description5061,Kitchen,30,3
PID5062,P_Description5062,Dining Room,32,4
PID5063,P_Description5063,Kitchen,28,5
PID5064,P_Description5064,Office,15,1
PID5065,P_Description5065,Bedroom,9,4
PID5066,P_Description5066,Kitchen,34,2
PID5067,P_Description5067,Dining Room,11,3
PID5068,P_Description5068,Living Room,26,3
PID5069,P_Description5069,Bedroom,4,5
PID5070,P_Description5070,Living Room,13,4
PID5071,P_Description5071,Office,36,2
PID5072,P_Description5072,Dining Room,22,5
PID5073,P_Description5073,Office,23,5
PID5074,P_Description5074,Living Room,4,4
PID5075,P_Description5075,Kitchen,4,3
PID5076,P_Description5076,Office,20,5
PID5077,P_Description5077,Office,20,3
PID5078,P_Description5078,Kitchen,22,3
PID5079,P_Description5079,Bedroom,27,3
PID5080,P_Description5080,Kitchen,2,5
PID5081,P_Description5081,Bedroom,39,3
PID5082,P_Description5082,Bedroom,8,1
PID5083,P_Description5083,Office,8,4
PID5084,P_Description5084,Office,40,2
PID5085,P_Description5085,Bedroom,30,1
PID5086,P_Description5086,Kitchen,39,1
PID5087,P_Description5087,Living Room,37,3
PID5088,P_Description5088,Dining Room,8,3
PID5089,P_Description5089,Office,37,3
PID5090,P_Description5090,Kitchen,12,1
PID5091,P_Description5091,Office,9,1
PID5092,P_Description5092,Office,40,1
PID5093,P_Description5093,Bedroom,9,1
PID5094,P_Description5094,Office,35,2
PID5095,P_Description5095,Dining Room,2,1
PID5096,P_Description5096,Kitchen,17,3
PID5097,P_Description5097,Living Room,20,1
PID5098,P_Description5098,Dining Room,22,1
PID5099,P_Description5099,Dining Room,8,1
PID5100,P_Description5100,Office,22,1
PID5101,P_Description5101,Living Room,2,4
PID5102,P_Description5102,Bedroom,38,2
PID5103,P_Description5103,Dining Room,18,4
PID5104,P_Description5104,Living Room,16,2
PID5105,P_Description5105,Bedroom,14,3
PID5106,P_Description5106,Dining Room,33,2
PID5107,P_Description5107,Kitchen,25,4
PID5108,P_Description5108,Bedroom,3,1
PID5109,P_Description5109,Office,24,1
PID5110,P_Description5110,Office,31,3
PID5111,P_Description5111,Living Room,20,3
PID5112,P_Description5112,Dining Room,1,1
PID5113,P_Description5113,Office,40,1
PID5114,P_Description5114,Bedroom,32,5
PID5115,P_Description5115,Bedroom,29,3
PID5116,P_Description5116,Bedroom,1,5
PID5117,P_Description5117,Office,0,1
PID5118,P_Description5118,Living Room,30,2
PID5119,P_Description5119,Office,7,1
PID5120,P_Description5120,Dining Room,11,2
PID5121,P_Description5121,Office,35,5
PID5122,P_Description5122,Kitchen,20,1
PID5123,P_Description5123,Dining Room,8,2
PID5124,P_Description5124,Kitchen,34,4
PID5125,P_Description5125,Bedroom,6,4
PID5126,P_Description5126,Kitchen,6,4
PID5127,P_Description5127,Office,35,4
PID5128,P_Description5128,Kitchen,25,4
PID5129,P_Description5129,Kitchen,29,4
PID5130,P_Description5130,Bedroom,10,3
PID5131,P_Description5131,Dining Room,31,3
PID5132,P_Description5132,Kitchen,36,3
PID5133,P_Description5133,Kitchen,12,4
PID5134,P_Description5134,Dining Room,17,5
PID5135,P_Description5135,Dining Room,7,3
PID5136,P_Description5136,Dining Room,39,1
PID5137,P_Description5137,Living Room,2,1
PID5138,P_Description5138,Bedroom,17,4
PID5139,P_Description5139,Bedroom,38,5
PID5140,P_Description5140,Office,23,1
PID5141,P_Description5141,Living Room,36,3
PID5142,P_Description5142,Kitchen,30,5
PID5143,P_Description5143,Bedroom,20,3
PID5144,P_Description5144,Kitchen,12,5
PID5145,P_Description5145,Office,6,3
PID5146,P_Description5146,Dining Room,30,4
PID5147,P_Description5147,Living Room,37,5
PID5148,P_Description5148,Office,1,5
PID5149,P_Description5149,Kitchen,15,5
PID5150,P_Description5150,Office,20,1
PID5151,P_Description5151,Dining Room,19,2
PID5152,P_Description5152,Bedroom,5,3
PID5153,P_Description5153,Kitchen,0,2
PID5154,P_Description5154,Living Room,22,2
PID5155,P_Description5155,Bedroom,3,4
PID5156,P_Description5156,Bedroom,35,2
PID5157,P_Description5157,Office,29,1
PID5158,P_Description5158,Bedroom,21,3
PID5159,P_Description5159,Dining Room,34,3
PID5160,P_Description5160,Bedroom,13,3
PID5161,P_Description5161,Living Room,28,5
PID5162,P_Description5162,Living Room,22,4
PID5163,P_Description5163,Bedroom,40,4
PID5164,P_Description5164,Living Room,1,5
PID5165,P_Description5165,Bedroom,14,3
PID5166,P_Description5166,Office,18,4
PID5167,P_Description5167,Dining Room,25,3
PID5168,P_Description5168,Office,0,1
PID5169,P_Description5169,Living Room,27,1
PID5170,P_Description5170,Dining Room,9,5
PID5171,P_Description5171,Kitchen,6,3
PID5172,P_Description5172,Dining Room,24,3
PID5173,P_Description5173,Office,27,5
PID5174,P_Description5174,Living Room,16,3
PID5175,P_Description5175,Dining Room,28,1
PID5176,P_Description5176,Dining Room,40,4
PID5177,P_Description5177,Living Room,38,1
PID5178,P_Description5178,Office,8,4
PID5179,P_Description5179,Kitchen,27,5
