rental_id,customer_id,product_id,quantity
r43900,user856,prd274,3
r43901,user778,prd98,5
r43902,user257,prd325,4
r43903,user687,prd517,4
r43904,user553,prd444,6
r43905,user315,prd970,7
r43906,user347,prd767,2
r43907,user450,prd550,2
r43908,user252,prd629,6
r43909,user142,prd224,3
r43910,user9,prd814,2
r43911,user603,prd224,4
r43912,user25,prd297,2
r43913,user621,prd883,7
r43914,user413,prd126,1
r43915,user816,prd818,1
r43916,user397,prd851,6
r43917,user167,prd482,1
r43918,user686,prd704,4
r43919,user801,prd515,7
r43920,user372,prd26,7
r43921,user384,prd416,1
r43922,user371,prd851,3
r43923,user159,prd526,7
r43924,user394,prd364,7
r43925,user842,prd549,3
r43926,user598,prd667,1
r43927,user732,prd541,3
r43928,user238,prd243,3
r43929,user71,prd435,4
r43930,user824,prd465,1
r43931,user993,prd75,6
r43932,user449,prd736,7
r43933,user85,prd634,5
r43934,user669,prd566,3
r43935,user196,prd596,3
r43936,user830,prd949,1
r43937,user151,prd735,3
r43938,user511,prd515,7
r43939,user502,prd578,4
r43940,user29,prd355,6
r43941,user846,prd906,2
r43942,user432,prd600,7
r43943,user352,prd462,3
r43944,user281,prd358,1
r43945,user287,prd304,1
r43946,user295,prd439,5
r43947,user368,prd440,6
r43948,user81,prd315,3
r43949,user652,prd494,3
r43950,user428,prd596,3
r43951,user326,prd63,2
r43952,user122,prd62,1
r43953,user445,prd437,1
r43954,user140,prd865,6
r43955,user206,prd279,6
r43956,user253,prd441,1
r43957,user269,prd167,2
r43958,user828,prd130,3
r43959,user16,prd808,7
r43960,user204,prd711,2
r43961,user881,prd33,1
r43962,user372,prd549,7
r43963,user395,prd648,1
r43964,user728,prd668,4
r43965,user256,prd702,2
r43966,user791,prd617,2
r43967,user873,prd13,2
r43968,user997,prd184,7
r43969,user148,prd54,6
r43970,user737,prd204,3
r43971,user826,prd657,3
r43972,user1,prd622,4
r43973,user767,prd554,1
r43974,user823,prd310,6
r43975,user583,prd826,2
r43976,user466,prd476,3
r43977,user464,prd158,4
r43978,user835,prd815,3
r43979,user623,prd300,5
r43980,user218,prd693,1
r43981,user451,prd234,5
r43982,user114,prd376,5
r43983,user932,prd968,7
r43984,user222,prd239,7
r43985,user238,prd609,3
r43986,user445,prd465,4
r43987,user391,prd28,5
r43988,user901,prd521,7
r43989,user676,prd363,7
r43990,user599,prd418,2
r43991,user732,prd688,4
r43992,user833,prd338,4
r43993,user359,prd423,7
r43994,user696,prd122,7
r43995,user356,prd814,6
r43996,user878,prd837,2
r43997,user143,prd202,4
r43998,user390,prd289,6
r43999,user253,prd932,6
r44000,user87,prd146,3
r44001,user680,prd308,6
r44002,user88,prd546,6
r44003,user485,prd683,7
r44004,user562,prd754,4
r44005,user387,prd780,1
r44006,user20,prd789,2
r44007,user455,prd206,1
r44008,user910,prd344,6
r44009,user341,prd356,3
r44010,user684,prd402,5
r44011,user786,prd406,2
r44012,user30,prd110,4
r44013,user713,prd294,5
r44014,user498,prd419,1
r44015,user713,prd660,3
r44016,user768,prd343,5
r44017,user528,prd55,3
r44018,user345,prd727,4
r44019,user547,prd151,7
r44020,user351,prd740,4
r44021,user697,prd607,5
r44022,user635,prd577,3
r44023,user38,prd749,1
r44024,user632,prd614,3
r44025,user508,prd313,4
r44026,user813,prd874,5
r44027,user904,prd28,6
r44028,user586,prd562,2
r44029,user288,prd422,5
r44030,user749,prd157,4
r44031,user896,prd315,4
r44032,user726,prd997,1
r44033,user367,prd868,7
r44034,user239,prd647,4
r44035,user893,prd818,4
r44036,user931,prd711,6
r44037,user561,prd45,2
r44038,user737,prd573,2
r44039,user295,prd580,6
r44040,user338,prd699,1
r44041,user954,prd167,3
r44042,user83,prd762,7
r44043,user355,prd218,7
r44044,user506,prd307,3
r44045,user401,prd645,1
r44046,user630,prd714,3
r44047,user675,prd7,7
r44048,user903,prd534,7
r44049,user513,prd998,2
r44050,user14,prd829,4
r44051,user144,prd337,3
r44052,user981,prd564,2
r44053,user96,prd374,6
r44054,user254,prd540,7
r44055,user952,prd748,4
r44056,user414,prd619,7
r44057,user169,prd609,2
r44058,user870,prd710,5
r44059,user833,prd491,7
r44060,user713,prd93,6
r44061,user12,prd37,5
r44062,user359,prd450,1
r44063,user842,prd895,6
r44064,user597,prd771,3
r44065,user533,prd167,2
r44066,user97,prd221,7
r44067,user529,prd377,3
r44068,user445,prd763,1
r44069,user878,prd188,1
r44070,user854,prd222,7
r44071,user570,prd744,5
r44072,user932,prd307,1
r44073,user390,prd278,3
r44074,user330,prd665,2
r44075,user822,prd617,4
r44076,user224,prd811,4
r44077,user836,prd25,2
r44078,user351,prd702,6
r44079,user899,prd865,3
r44080,user892,prd965,6
r44081,user255,prd166,7
r44082,user815,prd976,4
r44083,user158,prd243,3
r44084,user55,prd469,3
r44085,user15,prd306,3
r44086,user917,prd138,6
r44087,user775,prd798,5
r44088,user754,prd726,6
r44089,user599,prd109,3
r44090,user60,prd29,4
r44091,user848,prd717,1
r44092,user532,prd569,5
r44093,user88,prd873,4
r44094,user517,prd151,5
r44095,user43,prd95,1
r44096,user381,prd185,2
r44097,user933,prd497,5
r44098,user334,prd561,7
r44099,user223,prd522,3
r44100,user75,prd828,6
r44101,user442,prd36,7
r44102,user315,prd322,1
r44103,user700,prd485,7
r44104,user681,prd849,6
r44105,user727,prd790,5
r44106,user924,prd41,6
r44107,user749,prd599,2
r44108,user564,prd958,2
r44109,user297,prd826,2
r44110,user415,prd162,3
r44111,user514,prd311,1
r44112,user238,prd894,7
r44113,user166,prd464,2
r44114,user862,prd437,7
r44115,user105,prd687,1
r44116,user575,prd353,1
r44117,user760,prd608,3
r44118,user871,prd274,7
r44119,user717,prd108,1
r44120,user88,prd542,1
r44121,user815,prd141,2
r44122,user248,prd632,3
r44123,user534,prd843,5
r44124,user155,prd557,4
r44125,user49,prd207,5
r44126,user906,prd525,4
r44127,user69,prd171,6
r44128,user408,prd558,2
r44129,user270,prd194,6
r44130,user558,prd595,2
r44131,user987,prd177,7
r44132,user133,prd344,1
r44133,user810,prd185,7
r44134,user777,prd314,3
r44135,user186,prd455,4
r44136,user395,prd361,5
r44137,user497,prd971,3
r44138,user362,prd397,7
r44139,user213,prd138,2
r44140,user431,prd923,7
r44141,user839,prd73,1
r44142,user309,prd234,6
r44143,user526,prd234,3
r44144,user435,prd702,3
r44145,user457,prd298,7
r44146,user352,prd112,3
r44147,user151,prd982,6
r44148,user493,prd355,7
r44149,user126,prd592,7
r44150,user492,prd518,4
r44151,user837,prd227,7
r44152,user917,prd508,5
r44153,user908,prd646,6
r44154,user386,prd29,4
r44155,user918,prd676,3
r44156,user485,prd901,3
r44157,user70,prd376,2
r44158,user844,prd224,7
r44159,user454,prd894,5
r44160,user665,prd71,5
r44161,user535,prd183,1
r44162,user410,prd362,6
r44163,user620,prd370,5
r44164,user311,prd863,4
r44165,user369,prd611,5
r44166,user157,prd970,3
r44167,user205,prd491,5
r44168,user419,prd409,1
r44169,user513,prd585,1
r44170,user955,prd668,4
r44171,user953,prd281,1
r44172,user728,prd48,5
r44173,user848,prd289,7
r44174,user585,prd118,5
r44175,user69,prd266,3
r44176,user691,prd49,4
r44177,user3,prd542,3
r44178,user95,prd500,5
r44179,user86,prd551,1
r44180,user620,prd545,3
r44181,user108,prd959,7
r44182,user773,prd344,3
r44183,user312,prd749,6
r44184,user961,prd342,7
r44185,user509,prd417,5
r44186,user338,prd101,7
r44187,user903,prd802,3
r44188,user272,prd711,2
r44189,user342,prd293,2
r44190,user670,prd605,6
r44191,user736,prd516,1
r44192,user740,prd100,5
r44193,user840,prd685,1
r44194,user711,prd401,7
r44195,user741,prd228,6
r44196,user275,prd151,4
r44197,user781,prd151,3
r44198,user328,prd456,2
r44199,user961,prd585,2
r44200,user107,prd41,5
r44201,user572,prd896,2
r44202,user509,prd820,7
r44203,user496,prd968,5
r44204,user332,prd454,4
r44205,user488,prd57,6
r44206,user14,prd147,1
r44207,user906,prd8,2
r44208,user310,prd678,5
r44209,user142,prd681,2
r44210,user654,prd920,6
r44211,user278,prd440,5
r44212,user232,prd438,1
r44213,user30,prd415,1
r44214,user151,prd420,1
r44215,user507,prd972,6
r44216,user41,prd28,2
r44217,user647,prd199,7
r44218,user415,prd135,2
r44219,user690,prd914,5
r44220,user142,prd836,7
r44221,user157,prd14,3
r44222,user154,prd333,6
r44223,user536,prd833,1
r44224,user291,prd206,4
r44225,user999,prd7,2
r44226,user348,prd599,1
r44227,user373,prd708,1
r44228,user248,prd614,6
r44229,user727,prd147,6
r44230,user392,prd867,3
r44231,user412,prd759,2
r44232,user274,prd974,6
r44233,user707,prd126,1
r44234,user463,prd306,3
r44235,user411,prd155,6
r44236,user495,prd134,3
r44237,user553,prd373,6
r44238,user828,prd997,2
r44239,user970,prd510,1
r44240,user273,prd167,4
r44241,user157,prd379,6
r44242,user406,prd141,2
r44243,user545,prd736,7
r44244,user468,prd664,2
r44245,user676,prd824,6
r44246,user807,prd330,5
r44247,user489,prd960,6
r44248,user489,prd276,6
r44249,user284,prd682,2
r44250,user766,prd776,3
r44251,user276,prd526,1
r44252,user619,prd931,5
r44253,user519,prd628,6
r44254,user711,prd757,1
r44255,user552,prd933,3
r44256,user870,prd40,5
r44257,user242,prd657,1
r44258,user726,prd490,4
r44259,user321,prd541,5
r44260,user543,prd78,5
r44261,user3,prd694,2
r44262,user762,prd12,4
r44263,user345,prd587,2
r44264,user22,prd650,6
r44265,user875,prd865,1
r44266,user789,prd788,7
r44267,user979,prd511,3
r44268,user80,prd941,1
r44269,user582,prd323,6
r44270,user742,prd674,6
r44271,user119,prd225,5
r44272,user281,prd918,4
r44273,user219,prd676,5
r44274,user758,prd568,1
r44275,user713,prd318,5
r44276,user493,prd967,7
r44277,user574,prd888,5
r44278,user652,prd905,3
r44279,user245,prd964,2
r44280,user888,prd548,7
r44281,user239,prd876,5
r44282,user423,prd384,2
r44283,user526,prd688,7
r44284,user360,prd254,2
r44285,user706,prd511,1
r44286,user477,prd229,7
r44287,user581,prd377,3
r44288,user37,prd399,3
r44289,user615,prd970,2
r44290,user113,prd183,4
r44291,user522,prd309,5
r44292,user311,prd258,7
r44293,user706,prd611,6
r44294,user753,prd389,2
r44295,user657,prd859,2
r44296,user242,prd654,7
r44297,user255,prd999,6
r44298,user514,prd973,1
r44299,user227,prd604,2
r44300,user722,prd567,2
r44301,user439,prd734,3
r44302,user695,prd584,4
r44303,user898,prd115,1
r44304,user887,prd507,6
r44305,user743,prd914,4
r44306,user620,prd752,6
r44307,user347,prd414,7
r44308,user660,prd275,2
r44309,user347,prd102,2
r44310,user483,prd334,4
r44311,user593,prd572,4
r44312,user620,prd387,1
r44313,user29,prd331,6
r44314,user832,prd478,3
r44315,user320,prd734,5
r44316,user827,prd421,1
r44317,user943,prd928,1
r44318,user459,prd530,4
r44319,user631,prd99,2
r44320,user794,prd8,6
r44321,user120,prd530,6
r44322,user176,prd473,6
r44323,user680,prd55,2
r44324,user218,prd840,5
r44325,user371,prd933,6
r44326,user553,prd454,1
r44327,user468,prd578,1
r44328,user942,prd834,3
r44329,user946,prd205,4
r44330,user946,prd191,1
r44331,user849,prd646,3
r44332,user207,prd634,5
r44333,user339,prd999,3
r44334,user530,prd726,1
r44335,user803,prd506,2
r44336,user566,prd434,5
r44337,user206,prd405,6
r44338,user180,prd641,2
r44339,user275,prd480,2
r44340,user111,prd545,6
r44341,user489,prd291,4
r44342,user305,prd823,1
r44343,user224,prd921,2
r44344,user994,prd45,4
r44345,user109,prd764,3
r44346,user131,prd220,7
r44347,user644,prd451,1
r44348,user850,prd232,2
r44349,user663,prd229,7
r44350,user394,prd876,4
r44351,user475,prd114,7
r44352,user110,prd802,4
r44353,user183,prd448,5
r44354,user784,prd13,4
r44355,user808,prd193,3
r44356,user753,prd507,3
r44357,user987,prd922,6
r44358,user860,prd256,3
r44359,user611,prd747,5
r44360,user518,prd258,5
r44361,user944,prd162,1
r44362,user285,prd343,1
r44363,user1,prd795,5
r44364,user68,prd848,7
r44365,user860,prd78,3
r44366,user918,prd834,1
r44367,user526,prd953,1
r44368,user413,prd986,2
r44369,user196,prd130,6
r44370,user601,prd9,4
r44371,user326,prd172,7
r44372,user825,prd413,7
r44373,user306,prd463,7
r44374,user197,prd732,5
r44375,user974,prd977,1
r44376,user284,prd783,2
r44377,user622,prd995,6
r44378,user537,prd319,7
r44379,user585,prd562,2
r44380,user323,prd44,7
r44381,user517,prd900,5
r44382,user798,prd340,1
r44383,user134,prd186,4
r44384,user115,prd874,3
r44385,user84,prd370,4
r44386,user867,prd12,1
r44387,user314,prd138,6
r44388,user692,prd932,3
r44389,user634,prd437,6
r44390,user901,prd666,5
r44391,user352,prd523,2
r44392,user880,prd736,2
r44393,user871,prd591,3
r44394,user845,prd765,2
r44395,user200,prd509,2
r44396,user739,prd971,1
r44397,user336,prd647,4
r44398,user658,prd289,1
r44399,user906,prd336,2
r44400,user901,prd137,3
r44401,user667,prd264,4
r44402,user149,prd140,3
r44403,user325,prd549,1
r44404,user954,prd622,1
r44405,user916,prd517,5
r44406,user828,prd400,1
r44407,user102,prd22,2
r44408,user967,prd574,7
r44409,user431,prd370,5
r44410,user105,prd473,6
r44411,user750,prd947,2
r44412,user997,prd485,1
r44413,user229,prd104,5
r44414,user816,prd917,4
r44415,user978,prd152,1
r44416,user650,prd809,4
r44417,user759,prd647,7
r44418,user321,prd186,7
r44419,user9,prd724,1
r44420,user187,prd54,2
r44421,user638,prd341,2
r44422,user447,prd807,2
r44423,user144,prd54,7
r44424,user833,prd613,4
r44425,user404,prd224,1
r44426,user463,prd411,7
r44427,user686,prd913,3
r44428,user880,prd211,1
r44429,user223,prd771,3
r44430,user538,prd676,3
r44431,user682,prd846,4
r44432,user641,prd533,6
r44433,user60,prd498,1
r44434,user263,prd367,1
r44435,user912,prd886,6
r44436,user35,prd138,6
r44437,user252,prd840,1
r44438,user237,prd211,4
r44439,user821,prd149,3
r44440,user942,prd247,7
r44441,user808,prd593,3
r44442,user423,prd678,6
r44443,user730,prd472,7
r44444,user848,prd476,1
r44445,user264,prd769,4
r44446,user22,prd143,5
r44447,user785,prd224,2
r44448,user957,prd370,3
r44449,user863,prd97,3
r44450,user659,prd609,7
r44451,user807,prd952,1
r44452,user701,prd739,2
r44453,user45,prd694,3
r44454,user412,prd209,4
r44455,user678,prd776,7
r44456,user82,prd171,4
r44457,user953,prd192,7
r44458,user701,prd977,5
r44459,user106,prd484,3
r44460,user652,prd443,5
r44461,user161,prd36,4
r44462,user577,prd282,5
r44463,user690,prd380,7
r44464,user103,prd221,5
r44465,user776,prd71,1
r44466,user936,prd338,5
r44467,user292,prd883,2
r44468,user684,prd656,2
r44469,user469,prd168,6
r44470,user476,prd841,2
r44471,user432,prd308,4
r44472,user261,prd779,7
r44473,user6,prd22,5
r44474,user375,prd664,3
r44475,user334,prd825,2
r44476,user554,prd5,2
r44477,user184,prd18,5
r44478,user773,prd157,3
r44479,user147,prd624,4
r44480,user704,prd533,1
r44481,user668,prd670,6
r44482,user813,prd229,2
r44483,user41,prd651,4
r44484,user20,prd943,2
r44485,user674,prd974,2
r44486,user604,prd713,3
r44487,user281,prd390,1
r44488,user84,prd816,3
r44489,user900,prd751,6
r44490,user967,prd528,2
r44491,user840,prd337,1
r44492,user612,prd929,6
r44493,user285,prd792,2
r44494,user382,prd807,7
r44495,user982,prd311,6
r44496,user376,prd413,2
r44497,user248,prd823,3
r44498,user672,prd801,1
r44499,user49,prd635,5
r44500,user203,prd255,5
r44501,user558,prd627,1
r44502,user283,prd10,5
r44503,user211,prd269,1
r44504,user577,prd579,5
r44505,user577,prd947,2
r44506,user569,prd97,3
r44507,user42,prd779,1
r44508,user532,prd664,6
r44509,user816,prd380,3
r44510,user249,prd663,3
r44511,user41,prd159,2
r44512,user885,prd125,4
r44513,user88,prd426,2
r44514,user699,prd327,3
r44515,user160,prd579,5
r44516,user657,prd948,4
r44517,user630,prd272,5
r44518,user229,prd774,7
r44519,user89,prd819,2
r44520,user540,prd509,5
r44521,user56,prd917,4
r44522,user431,prd143,1
r44523,user104,prd177,5
r44524,user758,prd211,1
r44525,user408,prd933,1
r44526,user653,prd530,4
r44527,user176,prd750,5
r44528,user296,prd976,4
r44529,user927,prd756,6
r44530,user616,prd828,1
r44531,user188,prd671,7
r44532,user656,prd386,3
r44533,user736,prd512,6
r44534,user883,prd953,6
r44535,user658,prd632,4
r44536,user630,prd786,1
r44537,user831,prd255,5
r44538,user319,prd676,6
r44539,user827,prd598,1
r44540,user283,prd329,4
r44541,user273,prd345,4
r44542,user750,prd616,4
r44543,user665,prd669,5
r44544,user705,prd312,1
r44545,user610,prd965,7
r44546,user684,prd932,3
r44547,user18,prd838,7
r44548,user288,prd773,7
r44549,user949,prd917,3
r44550,user242,prd623,2
r44551,user118,prd897,7
r44552,user707,prd102,7
r44553,user758,prd566,2
r44554,user324,prd65,1
r44555,user205,prd707,7
r44556,user688,prd454,6
r44557,user455,prd732,5
r44558,user392,prd748,6
r44559,user754,prd545,4
r44560,user926,prd382,7
r44561,user315,prd641,6
r44562,user281,prd253,3
r44563,user950,prd116,5
r44564,user262,prd208,1
r44565,user431,prd261,2
r44566,user270,prd463,4
r44567,user255,prd280,2
r44568,user698,prd258,7
r44569,user18,prd383,5
r44570,user127,prd242,6
r44571,user811,prd930,1
r44572,user421,prd216,1
r44573,user495,prd921,3
r44574,user546,prd161,4
r44575,user336,prd931,5
r44576,user867,prd275,1
r44577,user203,prd786,2
r44578,user465,prd457,1
r44579,user627,prd496,7
r44580,user325,prd465,5
r44581,user669,prd548,7
r44582,user976,prd871,4
r44583,user901,prd470,1
r44584,user948,prd437,7
r44585,user924,prd237,6
r44586,user189,prd334,4
r44587,user373,prd259,7
r44588,user128,prd423,2
r44589,user767,prd700,1
r44590,user967,prd846,6
r44591,user141,prd540,3
r44592,user610,prd473,1
r44593,user196,prd262,1
r44594,user264,prd591,4
r44595,user859,prd359,3
r44596,user882,prd526,4
r44597,user703,prd100,1
r44598,user759,prd934,2
r44599,user93,prd133,5
r44600,user234,prd547,1
r44601,user517,prd77,4
r44602,user414,prd469,3
r44603,user236,prd223,5
r44604,user987,prd950,6
r44605,user288,prd643,1
r44606,user779,prd731,3
r44607,user266,prd741,6
r44608,user51,prd667,7
r44609,user293,prd402,6
r44610,user950,prd566,6
r44611,user532,prd955,5
r44612,user623,prd339,2
r44613,user284,prd133,3
r44614,user942,prd966,3
r44615,user5,prd108,5
r44616,user917,prd532,2
r44617,user308,prd604,6
r44618,user522,prd430,5
r44619,user644,prd195,6
r44620,user306,prd355,2
r44621,user403,prd634,7
r44622,user426,prd545,7
r44623,user503,prd935,5
r44624,user706,prd753,7
r44625,user509,prd492,3
r44626,user555,prd210,1
r44627,user367,prd491,1
r44628,user87,prd731,7
r44629,user195,prd848,6
r44630,user121,prd710,2
r44631,user744,prd963,6
r44632,user978,prd165,4
r44633,user378,prd196,4
r44634,user614,prd400,7
r44635,user129,prd734,4
r44636,user663,prd198,4
r44637,user66,prd567,6
r44638,user25,prd481,4
r44639,user402,prd956,4
r44640,user208,prd480,2
r44641,user385,prd676,7
r44642,user165,prd474,5
r44643,user244,prd402,4
r44644,user275,prd218,1
r44645,user406,prd623,1
r44646,user431,prd855,2
r44647,user705,prd217,7
r44648,user535,prd233,2
r44649,user677,prd916,3
r44650,user590,prd190,5
r44651,user877,prd229,1
r44652,user364,prd684,3
r44653,user959,prd394,1
r44654,user595,prd656,5
r44655,user340,prd8,6
r44656,user473,prd445,3
r44657,user308,prd814,6
r44658,user107,prd636,3
r44659,user52,prd240,2
r44660,user361,prd641,6
r44661,user259,prd997,2
r44662,user164,prd421,3
r44663,user924,prd999,6
r44664,user370,prd820,1
r44665,user891,prd368,2
r44666,user660,prd760,7
r44667,user777,prd556,7
r44668,user708,prd293,1
r44669,user196,prd352,4
r44670,user15,prd667,6
r44671,user329,prd898,4
r44672,user279,prd394,1
r44673,user242,prd699,6
r44674,user632,prd217,5
r44675,user717,prd318,2
r44676,user289,prd631,5
r44677,user794,prd887,2
r44678,user476,prd887,1
r44679,user704,prd833,5
r44680,user916,prd885,6
r44681,user560,prd481,2
r44682,user289,prd589,6
r44683,user291,prd29,3
r44684,user14,prd483,6
r44685,user931,prd19,6
r44686,user191,prd755,2
r44687,user283,prd88,4
r44688,user80,prd482,4
r44689,user961,prd933,4
r44690,user943,prd439,1
r44691,user665,prd731,6
r44692,user234,prd989,1
r44693,user779,prd973,2
r44694,user862,prd764,6
r44695,user785,prd276,6
r44696,user314,prd662,3
r44697,user857,prd262,3
r44698,user449,prd371,1
r44699,user284,prd954,1
r44700,user333,prd778,5
r44701,user726,prd780,5
r44702,user557,prd266,5
r44703,user610,prd561,5
r44704,user568,prd561,1
r44705,user752,prd1,7
r44706,user659,prd806,3
r44707,user214,prd97,5
r44708,user708,prd811,1
r44709,user705,prd912,1
r44710,user991,prd680,7
r44711,user729,prd563,6
r44712,user461,prd742,2
r44713,user444,prd196,6
r44714,user507,prd798,3
r44715,user913,prd425,3
r44716,user415,prd593,1
r44717,user359,prd483,2
r44718,user882,prd834,2
r44719,user82,prd442,4
r44720,user902,prd453,6
r44721,user25,prd48,6
r44722,user550,prd374,5
r44723,user756,prd337,5
r44724,user306,prd500,6
r44725,user426,prd94,1
r44726,user344,prd970,2
r44727,user77,prd322,7
r44728,user805,prd950,5
r44729,user208,prd289,5
r44730,user941,prd433,1
r44731,user768,prd47,7
r44732,user359,prd689,4
r44733,user838,prd860,1
r44734,user591,prd217,5
r44735,user727,prd532,5
r44736,user59,prd212,3
r44737,user359,prd909,1
r44738,user948,prd123,5
r44739,user479,prd42,7
r44740,user687,prd567,2
r44741,user472,prd244,2
r44742,user399,prd517,5
r44743,user102,prd185,2
r44744,user107,prd292,6
r44745,user641,prd99,7
r44746,user127,prd820,6
r44747,user710,prd740,3
r44748,user49,prd391,6
r44749,user856,prd770,3
r44750,user24,prd567,5
r44751,user532,prd145,1
r44752,user651,prd437,1
r44753,user418,prd693,5
r44754,user492,prd159,6
r44755,user331,prd537,1
r44756,user553,prd722,2
r44757,user17,prd699,5
r44758,user233,prd190,1
r44759,user175,prd804,6
r44760,user729,prd498,1
r44761,user283,prd994,4
r44762,user68,prd993,7
r44763,user747,prd203,4
r44764,user373,prd961,7
r44765,user772,prd718,1
r44766,user567,prd345,3
r44767,user765,prd574,1
r44768,user215,prd19,2
r44769,user495,prd877,7
r44770,user457,prd631,2
r44771,user668,prd428,1
r44772,user477,prd178,5
r44773,user752,prd798,5
r44774,user197,prd939,4
r44775,user701,prd291,3
r44776,user222,prd548,1
r44777,user608,prd785,6
r44778,user140,prd658,1
r44779,user444,prd300,3
r44780,user856,prd791,2
r44781,user33,prd287,7
r44782,user48,prd645,2
r44783,user581,prd514,1
r44784,user684,prd769,3
r44785,user592,prd559,1
r44786,user531,prd399,7
r44787,user794,prd287,6
r44788,user593,prd299,2
r44789,user36,prd733,2
r44790,user490,prd51,3
r44791,user901,prd150,3
r44792,user3,prd192,6
r44793,user717,prd134,2
r44794,user964,prd207,7
r44795,user524,prd993,2
r44796,user849,prd338,6
r44797,user939,prd700,5
r44798,user373,prd611,1
r44799,user577,prd424,6
r44800,user792,prd457,5
r44801,user680,prd685,7
r44802,user211,prd433,1
r44803,user895,prd376,3
r44804,user668,prd762,7
r44805,user587,prd712,3
r44806,user768,prd889,2
r44807,user951,prd117,5
r44808,user783,prd471,7
r44809,user732,prd376,5
r44810,user831,prd178,3
r44811,user45,prd390,5
r44812,user499,prd191,6
r44813,user996,prd240,5
r44814,user325,prd591,3
r44815,user428,prd650,2
r44816,user418,prd509,4
r44817,user858,prd51,2
r44818,user54,prd260,1
r44819,user35,prd421,6
r44820,user118,prd919,2
r44821,user339,prd171,1
r44822,user11,prd158,4
r44823,user960,prd945,2
r44824,user836,prd247,4
r44825,user73,prd157,6
r44826,user538,prd240,4
r44827,user545,prd36,2
r44828,user346,prd554,3
r44829,user507,prd683,4
r44830,user77,prd392,7
r44831,user156,prd91,1
r44832,user11,prd947,7
r44833,user31,prd952,4
r44834,user44,prd460,3
r44835,user267,prd838,3
r44836,user538,prd65,1
r44837,user479,prd808,1
r44838,user946,prd486,4
r44839,user107,prd14,4
r44840,user698,prd587,7
r44841,user411,prd339,5
r44842,user719,prd134,4
r44843,user512,prd966,3
r44844,user437,prd284,5
r44845,user213,prd340,2
r44846,user598,prd771,6
r44847,user571,prd985,6
r44848,user399,prd568,2
r44849,user392,prd896,3
r44850,user174,prd951,6
r44851,user124,prd383,1
r44852,user828,prd106,5
r44853,user53,prd629,4
r44854,user308,prd583,4
r44855,user979,prd768,7
r44856,user11,prd447,6
r44857,user606,prd176,1
r44858,user3,prd579,5
r44859,user205,prd569,3
r44860,user275,prd964,2
r44861,user813,prd904,2
r44862,user430,prd810,5
r44863,user225,prd312,3
r44864,user656,prd306,3
r44865,user614,prd652,7
r44866,user266,prd678,5
r44867,user379,prd363,6
r44868,user248,prd129,7
r44869,user189,prd222,5
r44870,user645,prd198,6
r44871,user416,prd110,2
r44872,user317,prd45,7
r44873,user158,prd248,5
r44874,user273,prd183,1
r44875,user475,prd695,2
r44876,user697,prd767,7
r44877,user613,prd251,1
r44878,user604,prd632,4
r44879,user888,prd282,5
r44880,user903,prd240,2
r44881,user431,prd313,7
r44882,user460,prd730,7
r44883,user868,prd781,3
r44884,user350,prd896,7
r44885,user989,prd281,2
r44886,user601,prd249,3
r44887,user545,prd58,1
r44888,user969,prd811,7
r44889,user996,prd490,2
r44890,user592,prd604,2
r44891,user743,prd233,3
r44892,user848,prd280,2
r44893,user121,prd252,1
r44894,user580,prd463,5
r44895,user932,prd364,5
r44896,user768,prd237,7
r44897,user944,prd746,5
r44898,user151,prd795,3
r44899,user174,prd961,2
r44900,user996,prd216,5
r44901,user386,prd813,1
r44902,user40,prd762,3
r44903,user576,prd717,2
r44904,user42,prd192,2
r44905,user547,prd548,3
r44906,user446,prd603,4
r44907,user967,prd340,4
r44908,user419,prd845,7
r44909,user641,prd790,4
r44910,user764,prd222,7
r44911,user618,prd33,2
r44912,user259,prd303,7
r44913,user851,prd870,6
r44914,user898,prd706,2
r44915,user117,prd816,2
r44916,user459,prd360,3
r44917,user701,prd428,3
r44918,user41,prd134,6
r44919,user372,prd148,1
r44920,user774,prd361,2
r44921,user419,prd503,5
r44922,user332,prd7,2
r44923,user469,prd603,7
r44924,user804,prd166,3
r44925,user897,prd955,5
r44926,user608,prd271,3
r44927,user335,prd36,3
r44928,user878,prd889,6
r44929,user826,prd399,7
r44930,user544,prd545,6
r44931,user365,prd545,4
r44932,user670,prd934,7
r44933,user85,prd583,3
r44934,user429,prd631,6
r44935,user716,prd988,7
r44936,user839,prd756,2
r44937,user561,prd536,1
r44938,user423,prd806,4
r44939,user446,prd810,4
r44940,user1,prd622,5
r44941,user870,prd442,5
r44942,user321,prd412,3
r44943,user936,prd909,1
r44944,user835,prd831,3
r44945,user216,prd643,6
r44946,user985,prd67,7
r44947,user393,prd804,5
r44948,user644,prd657,6
r44949,user262,prd221,7
r44950,user471,prd938,5
r44951,user546,prd482,4
r44952,user560,prd502,2
r44953,user97,prd387,1
r44954,user861,prd330,3
r44955,user984,prd328,4
r44956,user283,prd251,7
r44957,user389,prd115,6
r44958,user847,prd629,3
r44959,user858,prd128,4
r44960,user893,prd910,3
r44961,user353,prd679,3
r44962,user623,prd556,1
r44963,user27,prd730,1
r44964,user181,prd843,3
r44965,user922,prd94,1
r44966,user89,prd509,2
r44967,user623,prd83,1
r44968,user335,prd760,7
r44969,user480,prd242,5
r44970,user108,prd296,3
r44971,user758,prd655,5
r44972,user232,prd577,6
r44973,user527,prd403,5
r44974,user166,prd870,4
