020-08-11 01:17:10,951 charges_calc.py:163 DEBUG [RNT051] Value 'units_rented' read as 6
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT811] Value 'rental_end' read as 10/25/16
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT811] Value 'price_per_day' read as 14
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT811] Value 'units_rented' read as 2
2020-08-11 13:45:01,699 charges_calc.py:177 DEBUG [RNT811] Value total_days set as 276
2020-08-11 13:45:01,699 charges_calc.py:177 DEBUG [RNT811] Value total_price set as 3864.0
2020-08-11 13:45:01,699 charges_calc.py:177 DEBUG [RNT811] Value total_sqrt set as 62.161081071680215
2020-08-11 13:45:01,699 charges_calc.py:177 DEBUG [RNT811] Value unit_cost set as 1932.0
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT812] Value 'product_code' read as PRD23
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT812] Value 'rental_start' read as 10/25/16
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT812] Value 'rental_end' read as 8/18/16
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT812] Value 'price_per_day' read as 26
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT812] Value 'units_rented' read as 8
2020-08-11 13:45:01,699 charges_calc.py:177 DEBUG [RNT812] Value total_days set as -68
2020-08-11 13:45:01,699 charges_calc.py:177 DEBUG [RNT812] Value total_price set as -1768.0
2020-08-11 13:45:01,699 charges_calc.py:175 WARNING [RNT812] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:45:01,699 charges_calc.py:177 DEBUG [RNT812] Value total_sqrt set as 0.0
2020-08-11 13:45:01,699 charges_calc.py:177 DEBUG [RNT812] Value unit_cost set as -221.0
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT813] Value 'product_code' read as PRD11
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT813] Value 'rental_start' read as 6/6/16
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT813] Value 'rental_end' read as 12/14/18
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT813] Value 'price_per_day' read as 8
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT813] Value 'units_rented' read as 9
2020-08-11 13:45:01,699 charges_calc.py:177 DEBUG [RNT813] Value total_days set as 921
2020-08-11 13:45:01,699 charges_calc.py:177 DEBUG [RNT813] Value total_price set as 7368.0
2020-08-11 13:45:01,699 charges_calc.py:177 DEBUG [RNT813] Value total_sqrt set as 85.83705493549974
2020-08-11 13:45:01,699 charges_calc.py:177 DEBUG [RNT813] Value unit_cost set as 818.6666666666666
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT814] Value 'product_code' read as PRD32
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT814] Value 'rental_start' read as 5/16/18
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT814] Value 'rental_end' read as 5/3/17
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT814] Value 'price_per_day' read as 38
2020-08-11 13:45:01,699 charges_calc.py:163 DEBUG [RNT814] Value 'units_rented' read as 5
2020-08-11 13:45:01,699 charges_calc.py:177 DEBUG [RNT814] Value total_days set as -378
2020-08-11 13:45:01,699 charges_calc.py:177 DEBUG [RNT814] Value total_price set as -14364.0
2020-08-11 13:45:01,699 charges_calc.py:175 WARNING [RNT814] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:45:01,699 charges_calc.py:177 DEBUG [RNT814] Value total_sqrt set as 0.0
2020-08-11 13:45:01,699 charges_calc.py:177 DEBUG [RNT814] Value unit_cost set as -2872.8
2020-08-11 13:45:01,715 charges_calc.py:163 DEBUG [RNT815] Value 'product_code' read as PRD58
2020-08-11 13:45:01,715 charges_calc.py:163 DEBUG [RNT815] Value 'rental_start' read as 11/29/17
2020-08-11 13:45:01,715 charges_calc.py:163 DEBUG [RNT815] Value 'rental_end' read as 3/26/17
2020-08-11 13:45:01,715 charges_calc.py:163 DEBUG [RNT815] Value 'price_per_day' read as 39
2020-08-11 13:45:01,715 charges_calc.py:163 DEBUG [RNT815] Value 'units_rented' read as 7
2020-08-11 13:45:01,715 charges_calc.py:177 DEBUG [RNT815] Value total_days set as -248
2020-08-11 13:45:01,715 charges_calc.py:177 DEBUG [RNT815] Value total_price set as -9672.0
2020-08-11 13:45:01,715 charges_calc.py:175 WARNING [RNT815] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:45:01,715 charges_calc.py:177 DEBUG [RNT815] Value total_sqrt set as 0.0
2020-08-11 13:45:01,715 charges_calc.py:177 DEBUG [RNT815] Value unit_cost set as -1381.7142857142858
2020-08-11 13:45:01,715 charges_calc.py:163 DEBUG [RNT816] Value 'product_code' read as PRD72
2020-08-11 13:45:01,715 charges_calc.py:163 DEBUG [RNT816] Value 'rental_start' read as 12/20/17
2020-08-11 13:45:01,715 charges_calc.py:163 DEBUG [RNT816] Value 'rental_end' read as 7/6/17
2020-08-11 13:45:01,715 charges_calc.py:163 DEBUG [RNT816] Value 'price_per_day' read as 8
2020-08-11 13:45:01,715 charges_calc.py:163 DEBUG [RNT816] Value 'units_rented' read as 8
2020-08-11 13:45:01,715 charges_calc.py:177 DEBUG [RNT816] Value total_days set as -167
2020-08-11 13:45:01,715 charges_calc.py:177 DEBUG [RNT816] Value total_price set as -1336.0
2020-08-11 13:45:01,715 charges_calc.py:175 WARNING [RNT816] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:45:01,715 charges_calc.py:177 DEBUG [RNT816] Value total_sqrt set as 0.0
2020-08-11 13:45:01,715 charges_calc.py:177 DEBUG [RNT816] Value unit_cost set as -167.0
2020-08-11 13:45:01,715 charges_calc.py:163 DEBUG [RNT817] Value 'product_code' read as PRD66
2020-08-11 13:45:01,715 charges_calc.py:163 DEBUG [RNT817] Value 'rental_start' read as 11/27/18
2020-08-11 13:45:01,715 charges_calc.py:163 DEBUG [RNT817] Value 'rental_end' read as 2/11/16
2020-08-11 13:45:01,715 charges_calc.py:163 DEBUG [RNT817] Value 'price_per_day' read as 36
2020-08-11 13:45:01,715 charges_calc.py:163 DEBUG [RNT817] Value 'units_rented' read as 7
2020-08-11 13:45:01,715 charges_calc.py:177 DEBUG [RNT817] Value total_days set as -1020
2020-08-11 13:45:01,715 charges_calc.py:177 DEBUG [RNT817] Value total_price set as -36720.0
2020-08-11 13:45:01,715 charges_calc.py:175 WARNING [RNT817] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT817] Value total_sqrt set as 0.0
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT817] Value unit_cost set as -5245.714285714285
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT818] Value 'product_code' read as PRD36
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT818] Value 'rental_start' read as 11/13/17
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT818] Value 'rental_end' read as 5/13/16
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT818] Value 'price_per_day' read as 40
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT818] Value 'units_rented' read as 10
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT818] Value total_days set as -549
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT818] Value total_price set as -21960.0
2020-08-11 13:45:01,730 charges_calc.py:175 WARNING [RNT818] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT818] Value total_sqrt set as 0.0
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT818] Value unit_cost set as -2196.0
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT819] Value 'product_code' read as PRD84
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT819] Value 'rental_start' read as 12/7/17
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT819] Value 'rental_end' read as 9/25/17
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT819] Value 'price_per_day' read as 20
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT819] Value 'units_rented' read as 7
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT819] Value total_days set as -73
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT819] Value total_price set as -1460.0
2020-08-11 13:45:01,730 charges_calc.py:175 WARNING [RNT819] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT819] Value total_sqrt set as 0.0
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT819] Value unit_cost set as -208.57142857142858
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT820] Value 'product_code' read as PRD97
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT820] Value 'rental_start' read as 5/3/16
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT820] Value 'rental_end' read as 4/25/16
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT820] Value 'price_per_day' read as 10
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT820] Value 'units_rented' read as 2
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT820] Value total_days set as -8
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT820] Value total_price set as -80.0
2020-08-11 13:45:01,730 charges_calc.py:175 WARNING [RNT820] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT820] Value total_sqrt set as 0.0
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT820] Value unit_cost set as -40.0
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT821] Value 'product_code' read as PRD79
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT821] Value 'rental_start' read as 3/29/17
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT821] Value 'rental_end' read as 10/12/18
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT821] Value 'price_per_day' read as 9
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT821] Value 'units_rented' read as 8
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT821] Value total_days set as 562
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT821] Value total_price set as 5058.0
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT821] Value total_sqrt set as 71.11961754677819
2020-08-11 13:45:01,730 charges_calc.py:177 DEBUG [RNT821] Value unit_cost set as 632.25
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT822] Value 'product_code' read as PRD26
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT822] Value 'rental_start' read as 12/15/17
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT822] Value 'rental_end' read as 8/11/17
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT822] Value 'price_per_day' read as 22
2020-08-11 13:45:01,730 charges_calc.py:163 DEBUG [RNT822] Value 'units_rented' read as 9
2020-08-11 13:45:01,746 charges_calc.py:177 DEBUG [RNT822] Value total_days set as -126
2020-08-11 13:45:01,746 charges_calc.py:177 DEBUG [RNT822] Value total_price set as -2772.0
2020-08-11 13:45:01,746 charges_calc.py:175 WARNING [RNT822] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:45:01,746 charges_calc.py:177 DEBUG [RNT822] Value total_sqrt set as 0.0
2020-08-11 13:45:01,746 charges_calc.py:177 DEBUG [RNT822] Value unit_cost set as -308.0
2020-08-11 13:45:01,746 charges_calc.py:163 DEBUG [RNT823] Value 'product_code' read as PRD98
2020-08-11 13:45:01,746 charges_calc.py:163 DEBUG [RNT823] Value 'rental_start' read as 1/12/17
2020-08-11 13:45:01,746 charges_calc.py:163 DEBUG [RNT823] Value 'rental_end' read as 9/15/17
2020-08-11 13:45:01,746 charges_calc.py:163 DEBUG [RNT823] Value 'price_per_day' read as 5
2020-08-11 13:45:01,746 charges_calc.py:163 DEBUG [RNT823] Value 'units_rented' read as 7
2020-08-11 13:45:01,746 charges_calc.py:177 DEBUG [RNT823] Value total_days set as 246
2020-08-11 13:45:01,761 charges_calc.py:177 DEBUG [RNT823] Value total_price set as 1230.0
2020-08-11 13:45:01,761 charges_calc.py:177 DEBUG [RNT823] Value total_sqrt set as 35.07135583350036
2020-08-11 13:45:01,761 charges_calc.py:177 DEBUG [RNT823] Value unit_cost set as 175.71428571428572
2020-08-11 13:45:01,761 charges_calc.py:163 DEBUG [RNT824] Value 'product_code' read as PRD86
2020-08-11 13:45:01,761 charges_calc.py:163 DEBUG [RNT824] Value 'rental_start' read as 2/5/16
2020-08-11 13:45:01,761 charges_calc.py:163 DEBUG [RNT824] Value 'rental_end' read as 10/23/17
2020-08-11 13:45:01,761 charges_calc.py:163 DEBUG [RNT824] Value 'price_per_day' read as 27
2020-08-11 13:45:01,761 charges_calc.py:163 DEBUG [RNT824] Value 'units_rented' read as 6
2020-08-11 13:45:01,761 charges_calc.py:177 DEBUG [RNT824] Value total_days set as 626
2020-08-11 13:45:01,761 charges_calc.py:177 DEBUG [RNT824] Value total_price set as 16902.0
2020-08-11 13:45:01,761 charges_calc.py:177 DEBUG [RNT824] Value total_sqrt set as 130.0076920801227
2020-08-11 13:45:01,761 charges_calc.py:177 DEBUG [RNT824] Value unit_cost set as 2817.0
2020-08-11 13:45:01,761 charges_calc.py:163 DEBUG [RNT825] Value 'product_code' read as PRD67
2020-08-11 13:45:01,761 charges_calc.py:163 DEBUG [RNT825] Value 'rental_start' read as 3/18/18
2020-08-11 13:45:01,761 charges_calc.py:163 DEBUG [RNT825] Value 'rental_end' read as 11/25/17
2020-08-11 13:45:01,761 charges_calc.py:163 DEBUG [RNT825] Value 'price_per_day' read as 19
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT825] Value 'units_rented' read as 7
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT825] Value total_days set as -113
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT825] Value total_price set as -2147.0
2020-08-11 13:45:01,768 charges_calc.py:175 WARNING [RNT825] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT825] Value total_sqrt set as 0.0
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT825] Value unit_cost set as -306.7142857142857
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT826] Value 'product_code' read as PRD61
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT826] Value 'rental_start' read as 3/6/17
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT826] Value 'rental_end' read as 4/2/18
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT826] Value 'price_per_day' read as 11
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT826] Value 'units_rented' read as 6
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT826] Value total_days set as 392
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT826] Value total_price set as 4312.0
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT826] Value total_sqrt set as 65.66582063752801
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT826] Value unit_cost set as 718.6666666666666
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT827] Value 'product_code' read as PRD64
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT827] Value 'rental_start' read as 6/25/16
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT827] Value 'rental_end' read as 12/17/16
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT827] Value 'price_per_day' read as 9
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT827] Value 'units_rented' read as 10
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT827] Value total_days set as 175
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT827] Value total_price set as 1575.0
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT827] Value total_sqrt set as 39.68626966596886
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT827] Value unit_cost set as 157.5
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT828] Value 'product_code' read as PRD7
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT828] Value 'rental_start' read as 7/24/16
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT828] Value 'rental_end' read as 6/29/18
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT828] Value 'price_per_day' read as 30
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT828] Value 'units_rented' read as 4
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT828] Value total_days set as 705
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT828] Value total_price set as 21150.0
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT828] Value total_sqrt set as 145.43039572248986
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT828] Value unit_cost set as 5287.5
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT829] Value 'product_code' read as PRD3
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT829] Value 'rental_start' read as 6/5/16
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT829] Value 'rental_end' read as 8/28/17
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT829] Value 'price_per_day' read as 25
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT829] Value 'units_rented' read as 3
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT829] Value total_days set as 449
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT829] Value total_price set as 11225.0
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT829] Value total_sqrt set as 105.94810050208545
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT829] Value unit_cost set as 3741.6666666666665
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT830] Value 'product_code' read as PRD53
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT830] Value 'rental_start' read as 8/18/16
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT830] Value 'rental_end' read as 11/8/16
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT830] Value 'price_per_day' read as 20
2020-08-11 13:45:01,768 charges_calc.py:163 DEBUG [RNT830] Value 'units_rented' read as 10
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT830] Value total_days set as 82
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT830] Value total_price set as 1640.0
2020-08-11 13:45:01,768 charges_calc.py:177 DEBUG [RNT830] Value total_sqrt set as 40.496913462633174
2020-08-11 13:45:01,784 charges_calc.py:177 DEBUG [RNT830] Value unit_cost set as 164.0
2020-08-11 13:45:01,784 charges_calc.py:163 DEBUG [RNT831] Value 'product_code' read as PRD10
2020-08-11 13:45:01,784 charges_calc.py:163 DEBUG [RNT831] Value 'rental_start' read as 2/28/17
2020-08-11 13:45:01,784 charges_calc.py:163 DEBUG [RNT831] Value 'rental_end' read as 2/25/17
2020-08-11 13:45:01,784 charges_calc.py:163 DEBUG [RNT831] Value 'price_per_day' read as 5
2020-08-11 13:45:01,784 charges_calc.py:163 DEBUG [RNT831] Value 'units_rented' read as 3
2020-08-11 13:45:01,784 charges_calc.py:177 DEBUG [RNT831] Value total_days set as -3
2020-08-11 13:45:01,784 charges_calc.py:177 DEBUG [RNT831] Value total_price set as -15.0
2020-08-11 13:45:01,784 charges_calc.py:175 WARNING [RNT831] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:45:01,784 charges_calc.py:177 DEBUG [RNT831] Value total_sqrt set as 0.0
2020-08-11 13:45:01,784 charges_calc.py:177 DEBUG [RNT831] Value unit_cost set as -5.0
2020-08-11 13:45:01,784 charges_calc.py:163 DEBUG [RNT832] Value 'product_code' read as PRD42
2020-08-11 13:45:01,784 charges_calc.py:163 DEBUG [RNT832] Value 'rental_start' read as 4/7/16
2020-08-11 13:45:01,784 charges_calc.py:163 DEBUG [RNT832] Value 'rental_end' read as 12/11/18
2020-08-11 13:45:01,784 charges_calc.py:163 DEBUG [RNT832] Value 'price_per_day' read as 13
2020-08-11 13:45:01,784 charges_calc.py:163 DEBUG [RNT832] Value 'units_rented' read as 9
2020-08-11 13:45:01,784 charges_calc.py:177 DEBUG [RNT832] Value total_days set as 978
2020-08-11 13:45:01,784 charges_calc.py:177 DEBUG [RNT832] Value total_price set as 12714.0
2020-08-11 13:45:01,784 charges_calc.py:177 DEBUG [RNT832] Value total_sqrt set as 112.75637454263949
2020-08-11 13:45:01,784 charges_calc.py:177 DEBUG [RNT832] Value unit_cost set as 1412.6666666666667
2020-08-11 13:45:01,784 charges_calc.py:163 DEBUG [RNT833] Value 'product_code' read as PRD47
2020-08-11 13:45:01,784 charges_calc.py:163 DEBUG [RNT833] Value 'rental_start' read as 5/16/16
2020-08-11 13:45:01,784 charges_calc.py:163 DEBUG [RNT833] Value 'rental_end' read as 6/23/18
2020-08-11 13:45:01,784 charges_calc.py:163 DEBUG [RNT833] Value 'price_per_day' read as 26
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT833] Value 'units_rented' read as 8
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT833] Value total_days set as 768
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT833] Value total_price set as 19968.0
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT833] Value total_sqrt set as 141.30817386124556
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT833] Value unit_cost set as 2496.0
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT834] Value 'product_code' read as PRD51
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT834] Value 'rental_start' read as 10/28/16
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT834] Value 'rental_end' read as 10/5/18
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT834] Value 'price_per_day' read as 39
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT834] Value 'units_rented' read as 5
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT834] Value total_days set as 707
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT834] Value total_price set as 27573.0
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT834] Value total_sqrt set as 166.0511969243221
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT834] Value unit_cost set as 5514.6
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT835] Value 'product_code' read as PRD2
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT835] Value 'rental_start' read as 8/24/17
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT835] Value 'rental_end' read as 1/8/16
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT835] Value 'price_per_day' read as 22
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT835] Value 'units_rented' read as 6
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT835] Value total_days set as -594
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT835] Value total_price set as -13068.0
2020-08-11 13:45:01,799 charges_calc.py:175 WARNING [RNT835] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT835] Value total_sqrt set as 0.0
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT835] Value unit_cost set as -2178.0
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT836] Value 'product_code' read as PRD32
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT836] Value 'rental_start' read as 7/14/16
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT836] Value 'rental_end' read as 7/9/16
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT836] Value 'price_per_day' read as 20
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT836] Value 'units_rented' read as 4
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT836] Value total_days set as -5
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT836] Value total_price set as -100.0
2020-08-11 13:45:01,799 charges_calc.py:175 WARNING [RNT836] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT836] Value total_sqrt set as 0.0
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT836] Value unit_cost set as -25.0
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT837] Value 'product_code' read as PRD82
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT837] Value 'rental_start' read as 7/28/17
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT837] Value 'rental_end' read as 10/28/17
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT837] Value 'price_per_day' read as 8
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT837] Value 'units_rented' read as 4
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT837] Value total_days set as 92
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT837] Value total_price set as 736.0
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT837] Value total_sqrt set as 27.129319932501073
2020-08-11 13:45:01,799 charges_calc.py:177 DEBUG [RNT837] Value unit_cost set as 184.0
2020-08-11 13:45:01,799 charges_calc.py:163 DEBUG [RNT838] Value 'product_code' read as PRD74
2020-08-11 13:45:01,815 charges_calc.py:163 DEBUG [RNT838] Value 'rental_start' read as 9/18/16
2020-08-11 13:45:01,815 charges_calc.py:163 DEBUG [RNT838] Value 'rental_end' read as 10/12/18
2020-08-11 13:45:01,815 charges_calc.py:163 DEBUG [RNT838] Value 'price_per_day' read as 7
2020-08-11 13:45:01,815 charges_calc.py:163 DEBUG [RNT838] Value 'units_rented' read as 8
2020-08-11 13:45:01,815 charges_calc.py:177 DEBUG [RNT838] Value total_days set as 754
2020-08-11 13:45:01,815 charges_calc.py:177 DEBUG [RNT838] Value total_price set as 5278.0
2020-08-11 13:45:01,815 charges_calc.py:177 DEBUG [RNT838] Value total_sqrt set as 72.64984514780468
2020-08-11 13:45:01,815 charges_calc.py:177 DEBUG [RNT838] Value unit_cost set as 659.75
2020-08-11 13:45:01,815 charges_calc.py:163 DEBUG [RNT839] Value 'product_code' read as PRD67
2020-08-11 13:45:01,815 charges_calc.py:163 DEBUG [RNT839] Value 'rental_start' read as 12/21/18
2020-08-11 13:45:01,815 charges_calc.py:163 DEBUG [RNT839] Value 'rental_end' read as 6/25/18
2020-08-11 13:45:01,815 charges_calc.py:163 DEBUG [RNT839] Value 'price_per_day' read as 9
2020-08-11 13:45:01,815 charges_calc.py:163 DEBUG [RNT839] Value 'units_rented' read as 1
2020-08-11 13:45:01,815 charges_calc.py:177 DEBUG [RNT839] Value total_days set as -179
2020-08-11 13:45:01,815 charges_calc.py:177 DEBUG [RNT839] Value total_price set as -1611.0
2020-08-11 13:45:01,815 charges_calc.py:175 WARNING [RNT839] Unabled to calculate total_sqrt. Using 0.0
